gap_before_min,n_init_reports,n_init_locs,n_init_grids,n_future_reports,complete,n_candidates,n_positive_cells,n_future_cells,n_outside_cells,n_future_reports_outside,cov_cells_r1,cov_cells_r2,cov_cells_r3,cov_cells_r4,t0,event_id,has_positive,has_future,outside_only
96.0,11,11,7,6,True,37,5,5,0,0,5,5,5,5,2022-07-03 22:48:00,EV2-0230,True,True,False
6.0,6,6,4,0,True,26,0,0,0,0,0,0,0,0,2022-07-03 23:53:00,EV2-0231,False,False,False
28.0,6,6,5,15,True,51,4,4,0,0,4,4,4,4,2022-07-04 22:23:00,EV2-0232,True,True,False
26.0,7,6,2,2,True,26,1,1,0,0,1,1,1,1,2022-07-06 00:24:00,EV2-0233,True,True,False
21.0,6,6,6,4,True,32,3,3,0,0,3,3,3,3,2022-07-06 19:41:00,EV2-0234,True,True,False
11.0,6,6,4,1,True,30,1,1,0,0,1,1,1,1,2022-07-13 20:04:00,EV2-0235,True,True,False
30.0,12,9,4,14,True,24,3,3,0,0,3,3,3,3,2022-07-13 21:19:00,EV2-0236,True,True,False
17.0,14,13,6,4,True,28,2,2,0,0,2,2,2,2,2022-07-13 23:53:00,EV2-0237,True,True,False
85.0,7,7,3,6,True,23,3,4,1,1,3,3,3,3,2022-07-16 23:54:00,EV2-0238,True,True,False
22.0,8,7,3,2,True,31,2,2,0,0,2,2,2,2,2022-07-17 23:07:00,EV2-0239,True,True,False
8.0,7,6,5,7,True,37,4,4,0,0,4,4,4,4,2022-07-20 00:23:00,EV2-0240,True,True,False
18.0,6,6,4,1,True,34,1,1,0,0,1,1,1,1,2022-07-20 02:16:00,EV2-0241,True,True,False
21.0,9,9,5,7,True,37,5,5,0,0,5,5,5,5,2022-07-23 01:03:00,EV2-0242,True,True,False
20.0,6,6,3,9,True,31,4,4,0,0,4,4,4,4,2022-07-26 00:27:00,EV2-0243,True,True,False
12.0,7,6,5,2,True,37,1,2,1,1,1,1,1,2,2022-07-26 01:27:00,EV2-0244,True,True,False
899.0,6,6,4,0,True,24,0,0,0,0,0,0,0,0,2022-07-26 22:31:00,EV2-0245,False,False,False
25.0,6,6,3,7,True,21,3,4,1,1,3,3,3,4,2022-07-27 20:25:00,EV2-0246,True,True,False
11.0,6,6,5,1,True,31,0,1,1,1,0,0,1,1,2022-07-29 22:35:00,EV2-0247,False,True,True
6.0,6,6,4,6,True,30,5,5,0,0,4,5,5,5,2022-08-01 21:32:00,EV2-0248,True,True,False
16.0,6,6,4,1,True,36,1,1,0,0,1,1,1,1,2022-08-03 04:23:00,EV2-0249,True,True,False
1060.0,8,8,5,10,True,29,3,5,2,2,3,3,3,4,2022-08-14 22:26:00,EV2-0250,True,True,False
8.0,11,11,7,3,True,39,3,3,0,0,3,3,3,3,2022-08-14 23:31:00,EV2-0251,True,True,False
151.0,13,11,7,6,True,47,2,3,1,1,1,2,2,2,2022-08-18 23:20:00,EV2-0252,True,True,False
27.0,7,6,3,3,True,27,3,3,0,0,2,3,3,3,2022-08-22 23:07:00,EV2-0253,True,True,False
79.0,8,8,5,0,True,27,0,0,0,0,0,0,0,0,2022-08-27 01:22:00,EV2-0254,False,False,False
249.0,10,6,1,1,True,13,0,1,1,1,0,0,0,0,2022-09-02 21:18:00,EV2-0255,False,True,True
8.0,8,8,7,8,True,44,6,7,1,1,6,6,6,6,2022-09-06 22:34:00,EV2-0256,True,True,False
570.0,7,6,1,0,True,13,0,0,0,0,0,0,0,0,2022-09-18 16:38:00,EV2-0257,False,False,False
56.0,7,6,3,3,True,28,3,3,0,0,2,3,3,3,2022-09-22 21:36:00,EV2-0258,True,True,False
42.0,6,6,4,5,True,33,1,4,3,4,1,1,4,4,2022-10-02 20:32:00,EV2-0259,True,True,False
22.0,12,11,7,6,True,44,5,5,0,0,3,5,5,5,2023-07-05 22:17:00,EV2-0260,True,True,False
17.0,7,7,6,2,True,35,1,2,1,1,1,1,1,2,2023-07-13 21:31:00,EV2-0261,True,True,False
820.0,7,7,5,2,True,33,0,2,2,2,0,0,2,2,2023-08-21 19:54:00,EV2-0262,False,True,True
24.0,6,6,5,1,True,35,1,1,0,0,1,1,1,1,2023-09-08 23:58:00,EV2-0263,True,True,False
971.0,7,6,3,1,True,30,1,1,0,0,1,1,1,1,2023-09-10 22:11:00,EV2-0264,True,True,False
30.0,7,7,4,2,True,33,0,2,2,2,0,0,1,1,2023-09-12 00:07:00,EV2-0265,False,True,True
58.0,7,7,5,0,True,37,0,0,0,0,0,0,0,0,2023-09-17 23:46:00,EV2-0266,False,False,False
20.0,13,13,10,2,True,51,2,2,0,0,2,2,2,2,2023-09-20 00:25:00,EV2-0267,True,True,False
65.0,6,6,5,1,True,37,1,1,0,0,0,1,1,1,2023-10-13 21:03:00,EV2-0268,True,True,False
38.0,6,6,6,0,True,51,0,0,0,0,0,0,0,0,2024-06-18 23:03:00,EV2-0269,False,False,False
7.0,6,6,1,0,True,13,0,0,0,0,0,0,0,0,2024-06-23 20:22:00,EV2-0270,False,False,False
624.0,13,6,1,1,True,13,1,1,0,0,1,1,1,1,2024-06-27 22:28:00,EV2-0271,True,True,False
7.0,6,6,6,0,True,38,0,0,0,0,0,0,0,0,2024-07-02 20:44:00,EV2-0272,False,False,False
142.0,9,8,1,2,True,13,1,1,0,0,1,1,1,1,2024-07-04 19:44:00,EV2-0273,True,True,False
16.0,12,12,7,19,True,53,5,6,1,1,5,5,6,6,2024-07-17 21:38:00,EV2-0274,True,True,False
6.0,8,8,6,8,True,39,5,5,0,0,4,5,5,5,2024-07-17 22:43:00,EV2-0275,True,True,False
16.0,8,7,7,2,True,43,2,2,0,0,2,2,2,2,2024-07-22 20:42:00,EV2-0276,True,True,False
22.0,8,6,5,6,True,29,4,4,0,0,4,4,4,4,2024-07-28 22:09:00,EV2-0277,True,True,False
10.0,8,8,3,5,True,21,3,3,0,0,3,3,3,3,2024-07-28 23:10:00,EV2-0278,True,True,False
38.0,6,6,5,0,True,49,0,0,0,0,0,0,0,0,2024-07-30 07:15:00,EV2-0279,False,False,False
59.0,10,7,1,5,True,13,1,1,0,0,1,1,1,1,2024-08-20 21:44:00,EV2-0280,True,True,False
741.0,7,7,1,1,True,13,1,1,0,0,1,1,1,1,2024-08-31 20:18:00,EV2-0281,True,True,False
31.0,9,9,6,4,True,32,3,4,1,1,2,3,4,4,2024-09-02 01:58:00,EV2-0282,True,True,False
117.0,12,12,6,1,True,39,1,1,0,0,0,1,1,1,2024-09-03 20:17:00,EV2-0283,True,True,False
68.0,16,16,8,3,True,58,3,3,0,0,3,3,3,3,2024-09-05 01:15:00,EV2-0284,True,True,False
43.0,11,10,5,4,True,44,4,4,0,0,3,4,4,4,2024-09-07 23:34:00,EV2-0285,True,True,False
117.0,10,9,6,3,True,40,3,3,0,0,3,3,3,3,2024-09-09 00:51:00,EV2-0286,True,True,False
929.0,6,6,5,1,True,27,0,1,1,1,0,0,0,0,2024-09-13 23:17:00,EV2-0287,False,True,True
13.0,13,13,7,1,True,39,0,1,1,1,0,0,1,1,2024-09-14 00:26:00,EV2-0288,False,True,True
81.0,12,10,2,1,True,18,1,1,0,0,1,1,1,1,2024-10-01 21:09:00,EV2-0289,True,True,False
57.0,19,13,2,3,True,18,1,2,1,1,1,1,1,2,2025-06-06 21:34:00,EV2-0290,True,True,False
23.0,13,11,5,16,True,34,6,6,0,0,6,6,6,6,2025-08-08 23:01:00,EV2-0291,True,True,False
51.0,6,6,5,3,True,43,2,2,0,0,2,2,2,2,2025-08-13 23:22:00,EV2-0292,True,True,False
22.0,6,6,4,0,True,33,0,0,0,0,0,0,0,0,2025-08-17 00:39:00,EV2-0293,False,False,False
22.0,6,6,5,1,True,34,1,1,0,0,1,1,1,1,2025-08-20 23:41:00,EV2-0294,True,True,False
25.0,11,9,7,1,True,38,1,1,0,0,1,1,1,1,2025-08-28 21:57:00,EV2-0295,True,True,False
17.0,12,10,5,2,True,37,2,2,0,0,2,2,2,2,2025-09-05 20:58:00,EV2-0296,True,True,False
118.0,7,7,6,1,True,36,1,1,0,0,0,1,1,1,2025-09-14 00:39:00,EV2-0297,True,True,False
19.0,9,9,7,6,True,41,6,6,0,0,6,6,6,6,2025-09-14 23:53:00,EV2-0298,True,True,False
70.0,6,6,3,0,True,21,0,0,0,0,0,0,0,0,2025-09-16 21:39:00,EV2-0299,False,False,False
9.0,6,6,4,3,True,26,2,2,0,0,2,2,2,2,2025-10-10 22:33:00,EV2-0300,True,True,False
159.0,8,8,2,2,True,18,2,2,0,0,2,2,2,2,2025-10-12 22:55:00,EV2-0301,True,True,False
16.0,7,6,2,1,True,21,1,1,0,0,1,1,1,1,2026-06-30 06:01:00,EV2-0302,True,True,False
200.0,8,8,6,2,True,41,1,2,1,1,1,1,1,1,2026-07-10 22:55:00,EV2-0303,True,True,False
