θ(prior 하한),핫스팟 후보 행,Event당 핫스팟 후보(평균),핫스팟 후보>3인 Event 수,핫스팟 안 양성률
0.1,1169,8.290780141843971,136,0.20359281437125748
0.15,879,6.2785714285714285,132,0.23321956769055746
0.25,527,3.903703703703704,128,0.2884250474383302
