gap_before_min,n_init_reports,n_init_locs,n_init_grids,n_future_reports,complete,n_candidates,n_positive_cells,n_future_cells,n_outside_cells,n_future_reports_outside,cov_cells_r1,cov_cells_r2,cov_cells_r3,cov_cells_r4,t0,event_id,has_positive,has_future,outside_only
820.0,7,7,5,2,True,33.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2023-08-21 19:54:00,EV2-0174,False,True,True
139.0,4,4,2,2,True,23.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2023-08-27 01:10:00,EV2-0175,True,True,False
79.0,4,4,4,1,True,24.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2023-09-10 00:03:00,EV2-0176,False,True,True
971.0,7,6,3,1,True,30.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2023-09-10 22:11:00,EV2-0177,True,True,False
95.0,5,5,3,2,True,31.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2023-09-11 01:24:00,EV2-0178,True,True,False
65.0,6,5,3,2,True,21.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2023-09-12 23:50:00,EV2-0179,True,True,False
183.0,5,5,3,3,True,39.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,3.0,2023-09-19 03:24:00,EV2-0180,True,True,False
1357.0,4,4,4,1,True,24.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2023-09-26 20:49:00,EV2-0181,False,True,True
85.0,5,5,4,0,True,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-09-30 22:42:00,EV2-0182,False,False,False
65.0,6,6,5,1,True,37.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2023-10-13 21:03:00,EV2-0183,True,True,False
1440.0,4,4,1,2,True,13.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2024-06-01 21:51:00,EV2-0184,True,True,False
472.0,4,4,1,0,True,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-06-12 08:25:00,EV2-0185,False,False,False
63.0,5,4,2,1,True,26.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2024-06-18 22:06:00,EV2-0186,False,True,True
222.0,4,4,1,3,True,13.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2024-06-23 20:15:00,EV2-0187,True,True,False
787.0,5,4,1,3,True,13.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2024-06-26 20:53:00,EV2-0188,True,True,False
624.0,13,6,1,1,True,13.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2024-06-27 22:28:00,EV2-0189,True,True,False
1238.0,4,4,1,0,True,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-01 21:20:00,EV2-0190,False,False,False
184.0,4,4,3,2,True,28.0,2.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,2024-07-02 18:29:00,EV2-0191,True,True,False
142.0,9,8,1,2,True,13.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2024-07-04 19:44:00,EV2-0192,True,True,False
1423.0,5,5,1,1,True,13.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2024-07-05 21:52:00,EV2-0193,True,True,False
226.0,5,5,1,0,True,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-14 22:31:00,EV2-0194,False,False,False
79.0,4,4,2,2,True,26.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2024-07-17 18:43:00,EV2-0195,True,True,False
81.0,5,4,2,2,True,26.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2024-07-22 19:48:00,EV2-0196,True,True,False
654.0,5,5,5,1,True,60.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2024-07-23 19:31:00,EV2-0197,True,True,False
109.0,5,4,3,2,True,37.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2024-07-23 23:02:00,EV2-0198,True,True,False
567.0,4,4,1,2,True,13.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2024-07-28 19:59:00,EV2-0199,True,True,False
1431.0,5,4,2,3,True,26.0,2.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,2024-08-20 20:02:00,EV2-0200,True,True,False
741.0,7,7,1,1,True,13.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2024-08-31 20:18:00,EV2-0201,True,True,False
117.0,12,12,6,1,True,39.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2024-09-03 20:17:00,EV2-0202,True,True,False
68.0,16,16,8,3,True,58.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,3.0,2024-09-05 01:15:00,EV2-0203,True,True,False
117.0,10,9,6,3,True,40.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,3.0,2024-09-09 00:51:00,EV2-0204,True,True,False
74.0,8,5,1,1,True,13.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2024-09-12 20:46:00,EV2-0205,True,True,False
929.0,6,6,5,1,True,27.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2024-09-13 23:17:00,EV2-0206,False,True,True
91.0,4,4,3,1,True,34.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2024-09-25 20:39:00,EV2-0207,True,True,False
81.0,12,10,2,1,True,18.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2024-10-01 21:09:00,EV2-0208,True,True,False
1101.0,6,5,1,2,True,13.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2024-10-03 08:41:00,EV2-0209,True,True,False
129.0,5,4,1,0,True,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-10-10 21:01:00,EV2-0210,False,False,False
590.0,4,4,2,0,True,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-10-12 07:42:00,EV2-0211,False,False,False
630.0,4,4,1,3,True,13.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2024-10-12 19:46:00,EV2-0212,True,True,False
653.0,6,4,1,3,True,13.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2024-11-12 19:59:00,EV2-0213,True,True,False
601.0,4,4,3,1,True,31.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2024-12-25 19:28:00,EV2-0214,True,True,False
181.0,4,4,4,0,True,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-16 23:03:00,EV2-0215,False,False,False
1440.0,4,4,3,0,True,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-06-01 02:01:00,EV2-0216,False,False,False
197.0,4,4,4,1,True,26.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2025-07-06 05:48:00,EV2-0217,True,True,False
293.0,5,5,4,0,True,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-30 23:08:00,EV2-0218,False,False,False
851.0,4,4,3,1,True,31.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2025-09-02 21:47:00,EV2-0219,True,True,False
118.0,7,7,6,1,True,36.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2025-09-14 00:39:00,EV2-0220,True,True,False
70.0,6,6,3,0,True,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-09-16 21:39:00,EV2-0221,False,False,False
290.0,5,5,3,5,True,34.0,3.0,3.0,0.0,0.0,2.0,3.0,3.0,3.0,2025-10-10 22:24:00,EV2-0222,True,True,False
159.0,8,8,2,2,True,18.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2025-10-12 22:55:00,EV2-0223,True,True,False
821.0,6,4,2,0,True,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-17 21:13:00,EV2-0224,False,False,False
756.0,4,4,2,0,True,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-06-09 20:28:00,EV2-0225,False,False,False
490.0,5,5,3,4,True,34.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2026-06-30 05:45:00,EV2-0226,True,True,False
200.0,8,8,6,2,True,41.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2026-07-10 22:55:00,EV2-0227,True,True,False
207.0,5,4,2,0,True,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-16 22:51:00,EV2-0228,False,False,False
