센서명,날짜,복합악취,황화수소,암모니아,TVOC
체리부로주,2024-09-02 00:00,2.0,0.003,0.006,0.31
체리부로주,2024-09-02 00:05,2.0,0.003,0.009,0.311
체리부로주,2024-09-02 00:10,2.0,0.003,0.006,0.311
체리부로주,2024-09-02 00:15,2.0,0.003,0.005,0.312
체리부로주,2024-09-02 00:20,2.0,0.002,0.004,0.314
체리부로주,2024-09-02 00:25,2.0,0.003,0.005,0.314
체리부로주,2024-09-02 00:30,2.0,0.003,0.003,0.316
체리부로주,2024-09-02 00:35,2.0,0.003,0.006,0.318
체리부로주,2024-09-02 00:40,2.0,0.002,0.008,0.318
체리부로주,2024-09-02 00:45,2.0,0.002,0.009,0.321
체리부로주,2024-09-02 00:50,2.0,0.002,0.006,0.322
체리부로주,2024-09-02 00:55,2.0,0.003,0.004,0.324
체리부로주,2024-09-02 01:00,2.0,0.002,0.004,0.326
체리부로주,2024-09-02 01:05,2.0,0.003,0.005,0.326
체리부로주,2024-09-02 01:10,2.0,0.002,0.005,0.328
체리부로주,2024-09-02 01:15,2.0,0.003,0.004,0.329
체리부로주,2024-09-02 01:20,2.0,0.003,0.005,0.329
체리부로주,2024-09-02 01:25,2.0,0.002,0.006,0.332
체리부로주,2024-09-02 01:30,2.0,0.002,0.006,0.333
체리부로주,2024-09-02 01:35,2.0,0.002,0.003,0.33
체리부로주,2024-09-02 01:40,2.0,0.003,0.006,0.327
체리부로주,2024-09-02 01:45,2.3,0.003,0.003,0.328
체리부로주,2024-09-02 01:50,3.0,0.003,0.004,0.332
체리부로주,2024-09-02 01:55,2.8,0.002,0.003,0.329
체리부로주,2024-09-02 02:00,2.1,0.002,0.005,0.328
체리부로주,2024-09-02 02:05,2.3,0.002,0.005,0.329
체리부로주,2024-09-02 02:10,2.0,0.002,0.005,0.33
체리부로주,2024-09-02 02:15,2.0,0.003,0.004,0.329
체리부로주,2024-09-02 02:20,2.0,0.003,0.005,0.329
체리부로주,2024-09-02 02:25,2.0,0.003,0.006,0.328
체리부로주,2024-09-02 02:30,2.0,0.002,0.007,0.329
체리부로주,2024-09-02 02:35,2.0,0.002,0.005,0.33
체리부로주,2024-09-02 02:40,2.0,0.002,0.004,0.329
체리부로주,2024-09-02 02:45,2.0,0.002,0.005,0.329
체리부로주,2024-09-02 02:50,2.0,0.003,0.005,0.329
체리부로주,2024-09-02 02:55,2.0,0.002,0.006,0.328
체리부로주,2024-09-02 03:00,2.0,0.003,0.005,0.329
체리부로주,2024-09-02 03:05,2.0,0.004,0.005,0.329
체리부로주,2024-09-02 03:10,2.0,0.002,0.004,0.33
체리부로주,2024-09-02 03:15,2.0,0.003,0.004,0.328
체리부로주,2024-09-02 03:20,2.0,0.002,0.004,0.325
체리부로주,2024-09-02 03:25,2.0,0.003,0.005,0.326
체리부로주,2024-09-02 03:30,2.0,0.002,0.006,0.324
체리부로주,2024-09-02 03:35,2.0,0.002,0.007,0.324
체리부로주,2024-09-02 03:40,2.0,0.002,0.005,0.324
체리부로주,2024-09-02 03:45,2.0,0.002,0.006,0.326
체리부로주,2024-09-02 03:50,2.0,0.003,0.006,0.325
체리부로주,2024-09-02 03:55,2.0,0.004,0.005,0.325
체리부로주,2024-09-02 04:00,2.3,0.002,0.007,0.325
체리부로주,2024-09-02 04:05,2.7,0.003,0.005,0.325
체리부로주,2024-09-02 04:10,2.0,0.002,0.004,0.323
체리부로주,2024-09-02 04:15,2.0,0.003,0.005,0.323
체리부로주,2024-09-02 04:20,2.0,0.002,0.004,0.322
체리부로주,2024-09-02 04:25,2.9,0.003,0.004,0.322
체리부로주,2024-09-02 04:30,3.0,0.002,0.006,0.321
체리부로주,2024-09-02 04:35,3.0,0.002,0.007,0.321
체리부로주,2024-09-02 04:40,3.0,0.003,0.006,0.32
체리부로주,2024-09-02 04:45,2.2,0.003,0.005,0.317
체리부로주,2024-09-02 04:50,2.0,0.003,0.004,0.316
체리부로주,2024-09-02 04:55,2.0,0.002,0.005,0.316
체리부로주,2024-09-02 05:00,2.6,0.003,0.007,0.315
체리부로주,2024-09-02 05:05,3.0,0.003,0.005,0.313
체리부로주,2024-09-02 05:10,3.0,0.003,0.004,0.317
체리부로주,2024-09-02 05:15,3.0,0.002,0.004,0.318
체리부로주,2024-09-02 05:20,3.0,0.002,0.005,0.316
체리부로주,2024-09-02 05:25,3.0,0.003,0.004,0.317
체리부로주,2024-09-02 05:30,3.0,0.003,0.005,0.315
체리부로주,2024-09-02 05:35,3.0,0.004,0.006,0.315
체리부로주,2024-09-02 05:40,3.0,0.002,0.005,0.315
체리부로주,2024-09-02 05:45,3.0,0.003,0.003,0.313
체리부로주,2024-09-02 05:50,3.0,0.002,0.004,0.312
체리부로주,2024-09-02 05:55,3.0,0.002,0.004,0.313
체리부로주,2024-09-02 06:00,2.9,0.003,0.006,0.314
체리부로주,2024-09-02 06:05,2.7,0.002,0.005,0.313
체리부로주,2024-09-02 06:10,3.0,0.002,0.005,0.315
체리부로주,2024-09-02 06:15,2.1,0.002,0.006,0.315
체리부로주,2024-09-02 06:20,2.0,0.002,0.004,0.314
체리부로주,2024-09-02 06:25,2.0,0.002,0.004,0.317
체리부로주,2024-09-02 06:30,2.2,0.003,0.005,0.318
체리부로주,2024-09-02 06:35,2.1,0.003,0.006,0.318
체리부로주,2024-09-02 06:40,2.0,0.002,0.005,0.32
체리부로주,2024-09-02 06:45,2.0,0.002,0.005,0.324
체리부로주,2024-09-02 06:50,2.0,0.003,0.003,0.321
체리부로주,2024-09-02 06:55,2.0,0.001,0.006,0.321
체리부로주,2024-09-02 07:00,2.0,0.003,0.003,0.319
체리부로주,2024-09-02 07:05,2.0,0.002,0.004,0.317
체리부로주,2024-09-02 07:10,2.3,0.003,0.003,0.308
체리부로주,2024-09-02 07:15,2.9,0.003,0.007,0.297
체리부로주,2024-09-02 07:20,3.0,0.002,0.006,0.297
체리부로주,2024-09-02 07:25,3.0,0.003,0.004,0.292
체리부로주,2024-09-02 07:30,3.0,0.002,0.006,0.287
체리부로주,2024-09-02 07:35,3.0,0.002,0.006,0.282
체리부로주,2024-09-02 07:40,3.0,0.003,0.006,0.276
체리부로주,2024-09-02 07:45,3.0,0.003,0.007,0.268
체리부로주,2024-09-02 07:50,3.0,0.003,0.004,0.263
체리부로주,2024-09-02 07:55,3.0,0.001,0.006,0.261
체리부로주,2024-09-02 08:00,3.0,0.003,0.004,0.258
체리부로주,2024-09-02 08:05,3.0,0.002,0.004,0.256
체리부로주,2024-09-02 08:10,3.0,0.002,0.005,0.253
체리부로주,2024-09-02 08:15,2.1,0.002,0.006,0.248
체리부로주,2024-09-02 08:20,2.0,0.003,0.004,0.245
체리부로주,2024-09-02 08:25,2.0,0.002,0.004,0.243
체리부로주,2024-09-02 08:30,2.1,0.002,0.005,0.242
체리부로주,2024-09-02 08:35,2.0,0.002,0.005,0.24
체리부로주,2024-09-02 08:40,2.0,0.002,0.005,0.239
체리부로주,2024-09-02 08:45,2.0,0.002,0.005,0.235
체리부로주,2024-09-02 08:50,2.2,0.002,0.005,0.231
체리부로주,2024-09-02 08:55,2.6,0.003,0.005,0.23
체리부로주,2024-09-02 09:00,2.3,0.003,0.005,0.229
체리부로주,2024-09-02 09:05,2.6,0.001,0.005,0.228
체리부로주,2024-09-02 09:10,3.0,0.001,0.003,0.227
체리부로주,2024-09-02 09:15,2.7,0.003,0.004,0.225
체리부로주,2024-09-02 09:20,2.2,0.003,0.004,0.223
체리부로주,2024-09-02 09:25,2.0,0.002,0.005,0.221
체리부로주,2024-09-02 09:30,2.0,0.003,0.003,0.224
체리부로주,2024-09-02 09:35,2.0,0.002,0.007,0.226
체리부로주,2024-09-02 09:40,2.1,0.003,0.005,0.226
체리부로주,2024-09-02 09:45,2.1,0.003,0.005,0.226
체리부로주,2024-09-02 09:50,2.8,0.003,0.007,0.229
체리부로주,2024-09-02 09:55,2.0,0.003,0.006,0.224
체리부로주,2024-09-02 10:00,2.0,0.003,0.006,0.219
체리부로주,2024-09-02 10:05,2.3,0.002,0.006,0.222
체리부로주,2024-09-02 10:10,2.0,0.004,0.006,0.219
체리부로주,2024-09-02 10:15,2.3,0.003,0.007,0.219
체리부로주,2024-09-02 10:20,3.5,0.002,0.006,0.228
체리부로주,2024-09-02 10:25,2.3,0.003,0.004,0.221
체리부로주,2024-09-02 10:30,2.9,0.003,0.006,0.224
체리부로주,2024-09-02 10:35,2.7,0.002,0.005,0.219
체리부로주,2024-09-02 10:40,2.3,0.002,0.005,0.213
체리부로주,2024-09-02 10:45,2.2,0.003,0.005,0.209
체리부로주,2024-09-02 10:50,2.0,0.002,0.004,0.205
체리부로주,2024-09-02 10:55,2.0,0.003,0.007,0.2
체리부로주,2024-09-02 11:00,2.1,0.003,0.006,0.197
체리부로주,2024-09-02 11:05,2.2,0.002,0.004,0.195
체리부로주,2024-09-02 11:10,2.1,0.003,0.004,0.193
체리부로주,2024-09-02 11:15,2.1,0.002,0.004,0.193
체리부로주,2024-09-02 11:20,2.0,0.002,0.004,0.194
체리부로주,2024-09-02 11:25,2.7,0.003,0.004,0.199
체리부로주,2024-09-02 11:30,2.0,0.003,0.005,0.201
체리부로주,2024-09-02 11:35,2.0,0.003,0.005,0.207
체리부로주,2024-09-02 11:40,2.3,0.003,0.006,0.21
체리부로주,2024-09-02 11:45,2.9,0.003,0.004,0.217
체리부로주,2024-09-02 11:50,2.2,0.002,0.006,0.211
체리부로주,2024-09-02 11:55,2.4,0.001,0.005,0.211
체리부로주,2024-09-02 12:00,2.5,0.002,0.006,0.212
체리부로주,2024-09-02 12:05,2.1,0.003,0.004,0.213
체리부로주,2024-09-02 12:10,2.0,0.003,0.005,0.215
체리부로주,2024-09-02 12:15,2.1,0.002,0.004,0.216
체리부로주,2024-09-02 12:20,2.1,0.002,0.004,0.215
체리부로주,2024-09-02 12:25,2.1,0.003,0.006,0.214
체리부로주,2024-09-02 12:30,2.0,0.003,0.005,0.213
체리부로주,2024-09-02 12:35,2.0,0.003,0.004,0.213
체리부로주,2024-09-02 12:40,2.1,0.003,0.006,0.213
체리부로주,2024-09-02 12:45,2.4,0.003,0.006,0.214
체리부로주,2024-09-02 12:50,2.2,0.003,0.005,0.215
체리부로주,2024-09-02 12:55,2.3,0.002,0.007,0.216
체리부로주,2024-09-02 13:00,2.1,0.002,0.005,0.215
체리부로주,2024-09-02 13:05,2.0,0.003,0.005,0.217
체리부로주,2024-09-02 13:10,2.0,0.004,0.004,0.219
체리부로주,2024-09-02 13:15,2.0,0.001,0.006,0.221
체리부로주,2024-09-02 13:20,2.2,0.002,0.004,0.222
체리부로주,2024-09-02 13:25,3.0,0.003,0.004,0.228
체리부로주,2024-09-02 13:30,2.9,0.003,0.005,0.228
체리부로주,2024-09-02 13:35,2.0,0.003,0.004,0.222
체리부로주,2024-09-02 13:40,2.0,0.004,0.005,0.222
체리부로주,2024-09-02 13:45,2.0,0.003,0.007,0.224
체리부로주,2024-09-02 13:50,2.0,0.002,0.005,0.221
체리부로주,2024-09-02 13:55,2.1,0.003,0.005,0.222
체리부로주,2024-09-02 14:00,2.5,0.003,0.004,0.22
체리부로주,2024-09-02 14:05,2.4,0.002,0.004,0.22
체리부로주,2024-09-02 14:10,2.0,0.003,0.004,0.216
체리부로주,2024-09-02 14:15,2.0,0.003,0.003,0.217
체리부로주,2024-09-02 14:20,2.0,0.003,0.003,0.217
체리부로주,2024-09-02 14:25,2.0,0.003,0.005,0.217
체리부로주,2024-09-02 14:30,2.0,0.002,0.005,0.219
체리부로주,2024-09-02 14:35,2.0,0.003,0.005,0.218
체리부로주,2024-09-02 14:40,2.0,0.002,0.005,0.216
체리부로주,2024-09-02 14:45,2.0,0.003,0.006,0.216
체리부로주,2024-09-02 14:50,2.0,0.003,0.004,0.215
체리부로주,2024-09-02 14:55,2.0,0.002,0.003,0.214
체리부로주,2024-09-02 15:00,2.1,0.002,0.005,0.215
체리부로주,2024-09-02 15:05,2.0,0.002,0.007,0.215
체리부로주,2024-09-02 15:10,2.2,0.003,0.006,0.215
체리부로주,2024-09-02 15:15,2.0,0.002,0.006,0.214
체리부로주,2024-09-02 15:20,2.1,0.003,0.004,0.214
체리부로주,2024-09-02 15:25,2.2,0.003,0.003,0.216
체리부로주,2024-09-02 15:30,2.3,0.003,0.006,0.216
체리부로주,2024-09-02 15:35,2.8,0.002,0.004,0.218
체리부로주,2024-09-02 15:40,3.0,0.002,0.005,0.218
체리부로주,2024-09-02 15:45,2.6,0.002,0.005,0.217
체리부로주,2024-09-02 15:50,2.1,0.003,0.007,0.216
체리부로주,2024-09-02 15:55,2.1,0.003,0.006,0.217
체리부로주,2024-09-02 16:00,2.1,0.002,0.007,0.218
체리부로주,2024-09-02 16:05,2.0,0.003,0.004,0.217
체리부로주,2024-09-02 16:10,2.1,0.003,0.007,0.218
체리부로주,2024-09-02 16:15,2.5,0.003,0.006,0.22
체리부로주,2024-09-02 16:20,3.0,0.003,0.004,0.222
체리부로주,2024-09-02 16:25,2.7,0.002,0.004,0.223
체리부로주,2024-09-02 16:30,2.6,0.004,0.005,0.222
체리부로주,2024-09-02 16:35,2.3,0.002,0.004,0.222
체리부로주,2024-09-02 16:40,2.6,0.003,0.006,0.223
체리부로주,2024-09-02 16:45,2.1,0.003,0.003,0.222
체리부로주,2024-09-02 16:50,2.4,0.003,0.004,0.221
체리부로주,2024-09-02 16:55,2.9,0.003,0.005,0.224
체리부로주,2024-09-02 17:00,3.0,0.002,0.005,0.225
체리부로주,2024-09-02 17:05,3.0,0.002,0.007,0.226
체리부로주,2024-09-02 17:10,3.0,0.003,0.005,0.226
체리부로주,2024-09-02 17:15,3.0,0.002,0.005,0.228
체리부로주,2024-09-02 17:20,2.8,0.004,0.004,0.226
체리부로주,2024-09-02 17:25,2.0,0.002,0.005,0.223
체리부로주,2024-09-02 17:30,2.2,0.003,0.005,0.225
체리부로주,2024-09-02 17:35,2.0,0.002,0.006,0.225
체리부로주,2024-09-02 17:40,2.1,0.003,0.004,0.225
체리부로주,2024-09-02 17:45,2.1,0.002,0.004,0.226
체리부로주,2024-09-02 17:50,2.1,0.002,0.006,0.224
체리부로주,2024-09-02 17:55,2.9,0.004,0.006,0.226
체리부로주,2024-09-02 18:00,3.0,0.002,0.008,0.226
체리부로주,2024-09-02 18:05,3.0,0.002,0.004,0.227
체리부로주,2024-09-02 18:10,3.0,0.003,0.006,0.228
체리부로주,2024-09-02 18:15,3.0,0.002,0.004,0.228
체리부로주,2024-09-02 18:20,3.0,0.002,0.004,0.226
체리부로주,2024-09-02 18:25,2.3,0.002,0.004,0.225
체리부로주,2024-09-02 18:30,2.1,0.002,0.004,0.226
체리부로주,2024-09-02 18:35,2.0,0.002,0.004,0.224
체리부로주,2024-09-02 18:40,2.4,0.002,0.005,0.226
체리부로주,2024-09-02 18:45,3.0,0.002,0.005,0.231
체리부로주,2024-09-02 18:50,2.8,0.003,0.006,0.233
체리부로주,2024-09-02 18:55,2.6,0.002,0.005,0.233
체리부로주,2024-09-02 19:00,2.1,0.003,0.004,0.232
체리부로주,2024-09-02 19:05,2.9,0.003,0.005,0.237
체리부로주,2024-09-02 19:10,3.0,0.004,0.004,0.239
체리부로주,2024-09-02 19:15,2.1,0.002,0.005,0.237
체리부로주,2024-09-02 19:20,2.0,0.003,0.005,0.237
체리부로주,2024-09-02 19:25,2.0,0.003,0.005,0.239
체리부로주,2024-09-02 19:30,2.9,0.004,0.006,0.243
체리부로주,2024-09-02 19:35,3.0,0.002,0.003,0.246
체리부로주,2024-09-02 19:40,3.0,0.003,0.004,0.246
체리부로주,2024-09-02 19:45,3.0,0.003,0.003,0.244
체리부로주,2024-09-02 19:50,3.0,0.001,0.007,0.246
체리부로주,2024-09-02 19:55,2.7,0.003,0.005,0.247
체리부로주,2024-09-02 20:00,3.0,0.002,0.005,0.246
체리부로주,2024-09-02 20:05,3.0,0.003,0.005,0.25
체리부로주,2024-09-02 20:10,3.0,0.001,0.005,0.255
체리부로주,2024-09-02 20:15,3.0,0.002,0.006,0.257
체리부로주,2024-09-02 20:20,3.0,0.003,0.005,0.26
체리부로주,2024-09-02 20:25,3.0,0.002,0.005,0.263
체리부로주,2024-09-02 20:30,3.0,0.002,0.005,0.265
체리부로주,2024-09-02 20:35,3.0,0.004,0.005,0.266
체리부로주,2024-09-02 20:40,3.0,0.002,0.006,0.267
체리부로주,2024-09-02 20:45,3.0,0.003,0.005,0.269
체리부로주,2024-09-02 20:50,3.0,0.003,0.005,0.269
체리부로주,2024-09-02 20:55,3.0,0.003,0.006,0.272
체리부로주,2024-09-02 21:00,3.0,0.003,0.005,0.275
체리부로주,2024-09-02 21:05,3.0,0.002,0.008,0.275
체리부로주,2024-09-02 21:10,3.0,0.002,0.004,0.274
체리부로주,2024-09-02 21:15,3.0,0.002,0.005,0.277
체리부로주,2024-09-02 21:20,3.0,0.002,0.004,0.278
체리부로주,2024-09-02 21:25,3.0,0.002,0.004,0.28
체리부로주,2024-09-02 21:30,3.0,0.003,0.004,0.281
체리부로주,2024-09-02 21:35,3.0,0.003,0.004,0.282
체리부로주,2024-09-02 21:40,3.0,0.003,0.005,0.281
체리부로주,2024-09-02 21:45,3.0,0.002,0.006,0.283
체리부로주,2024-09-02 21:50,3.0,0.003,0.006,0.285
체리부로주,2024-09-02 21:55,3.0,0.003,0.006,0.284
체리부로주,2024-09-02 22:00,3.0,0.003,0.005,0.286
체리부로주,2024-09-02 22:05,3.0,0.002,0.006,0.287
체리부로주,2024-09-02 22:10,3.0,0.002,0.007,0.289
체리부로주,2024-09-02 22:15,3.0,0.003,0.005,0.289
체리부로주,2024-09-02 22:20,3.0,0.003,0.005,0.29
체리부로주,2024-09-02 22:25,3.0,0.003,0.003,0.286
체리부로주,2024-09-02 22:30,3.0,0.003,0.005,0.288
체리부로주,2024-09-02 22:35,3.0,0.003,0.005,0.288
체리부로주,2024-09-02 22:40,3.0,0.003,0.005,0.289
체리부로주,2024-09-02 22:45,3.0,0.002,0.007,0.289
체리부로주,2024-09-02 22:50,3.0,0.002,0.003,0.289
체리부로주,2024-09-02 22:55,3.0,0.002,0.004,0.288
체리부로주,2024-09-02 23:00,3.0,0.002,0.004,0.291
체리부로주,2024-09-02 23:05,3.0,0.002,0.005,0.286
체리부로주,2024-09-02 23:10,3.0,0.002,0.006,0.287
체리부로주,2024-09-02 23:15,3.7,0.003,0.004,0.293
체리부로주,2024-09-02 23:20,3.6,0.004,0.006,0.298
체리부로주,2024-09-02 23:25,3.0,0.002,0.006,0.297
체리부로주,2024-09-02 23:30,3.0,0.002,0.005,0.301
체리부로주,2024-09-02 23:35,3.0,0.003,0.005,0.303
체리부로주,2024-09-02 23:40,3.0,0.002,0.002,0.304
체리부로주,2024-09-02 23:45,3.0,0.003,0.004,0.303
체리부로주,2024-09-02 23:50,3.0,0.002,0.006,0.303
체리부로주,2024-09-02 23:55,3.0,0.003,0.005,0.301
예술의전당,2024-09-02 00:00,2.0,0.002,0.004,0.046
예술의전당,2024-09-02 00:05,2.0,0.003,0.007,0.044
예술의전당,2024-09-02 00:10,2.0,0.002,0.005,0.043
예술의전당,2024-09-02 00:15,2.0,0.002,0.004,0.045
예술의전당,2024-09-02 00:20,2.0,0.003,0.005,0.047
예술의전당,2024-09-02 00:25,2.0,0.003,0.005,0.046
예술의전당,2024-09-02 00:30,2.0,0.003,0.004,0.046
예술의전당,2024-09-02 00:35,2.0,0.002,0.006,0.046
예술의전당,2024-09-02 00:40,2.0,0.002,0.006,0.045
예술의전당,2024-09-02 00:45,2.0,0.002,0.004,0.046
예술의전당,2024-09-02 00:50,2.0,0.002,0.006,0.049
예술의전당,2024-09-02 00:55,2.0,0.002,0.004,0.051
예술의전당,2024-09-02 01:00,2.0,0.002,0.005,0.051
예술의전당,2024-09-02 01:05,2.0,0.003,0.004,0.052
예술의전당,2024-09-02 01:10,2.0,0.003,0.005,0.054
예술의전당,2024-09-02 01:15,2.0,0.002,0.003,0.059
예술의전당,2024-09-02 01:20,2.1,0.003,0.005,0.059
예술의전당,2024-09-02 01:25,3.0,0.003,0.004,0.059
예술의전당,2024-09-02 01:30,3.0,0.003,0.005,0.057
예술의전당,2024-09-02 01:35,3.0,0.003,0.007,0.059
예술의전당,2024-09-02 01:40,3.0,0.003,0.007,0.059
예술의전당,2024-09-02 01:45,3.0,0.003,0.005,0.058
예술의전당,2024-09-02 01:50,3.0,0.002,0.005,0.059
예술의전당,2024-09-02 01:55,3.0,0.002,0.006,0.059
예술의전당,2024-09-02 02:00,3.0,0.002,0.006,0.057
예술의전당,2024-09-02 02:05,3.0,0.003,0.004,0.059
예술의전당,2024-09-02 02:10,2.4,0.003,0.007,0.057
예술의전당,2024-09-02 02:15,2.0,0.003,0.005,0.059
예술의전당,2024-09-02 02:20,2.0,0.003,0.005,0.06
예술의전당,2024-09-02 02:25,2.0,0.002,0.002,0.059
예술의전당,2024-09-02 02:30,2.1,0.003,0.007,0.061
예술의전당,2024-09-02 02:35,3.0,0.003,0.003,0.062
예술의전당,2024-09-02 02:40,3.0,0.002,0.005,0.063
예술의전당,2024-09-02 02:45,3.0,0.003,0.005,0.066
예술의전당,2024-09-02 02:50,3.0,0.003,0.006,0.064
예술의전당,2024-09-02 02:55,3.0,0.002,0.005,0.067
예술의전당,2024-09-02 03:00,3.0,0.002,0.006,0.066
예술의전당,2024-09-02 03:05,3.0,0.003,0.004,0.066
예술의전당,2024-09-02 03:10,3.0,0.002,0.004,0.065
예술의전당,2024-09-02 03:15,3.0,0.004,0.004,0.065
예술의전당,2024-09-02 03:20,3.0,0.003,0.004,0.063
예술의전당,2024-09-02 03:25,3.0,0.004,0.006,0.065
예술의전당,2024-09-02 03:30,3.0,0.003,0.004,0.063
예술의전당,2024-09-02 03:35,3.0,0.003,0.003,0.063
예술의전당,2024-09-02 03:40,3.0,0.002,0.005,0.063
예술의전당,2024-09-02 03:45,3.0,0.003,0.01,0.064
예술의전당,2024-09-02 03:50,3.0,0.003,0.019,0.064
예술의전당,2024-09-02 03:55,3.0,0.003,0.052,0.066
예술의전당,2024-09-02 04:00,3.0,0.003,0.052,0.068
예술의전당,2024-09-02 04:05,3.0,0.003,0.017,0.069
예술의전당,2024-09-02 04:10,3.0,0.003,0.027,0.072
예술의전당,2024-09-02 04:15,3.0,0.002,0.056,0.074
예술의전당,2024-09-02 04:20,3.0,0.003,0.006,0.073
예술의전당,2024-09-02 04:25,3.0,0.002,0.014,0.073
예술의전당,2024-09-02 04:30,3.0,0.002,0.007,0.069
예술의전당,2024-09-02 04:35,3.0,0.003,0.01,0.07
예술의전당,2024-09-02 04:40,3.0,0.002,0.005,0.069
예술의전당,2024-09-02 04:45,3.0,0.003,0.006,0.074
예술의전당,2024-09-02 04:50,3.0,0.002,0.004,0.078
예술의전당,2024-09-02 04:55,3.0,0.002,0.006,0.078
예술의전당,2024-09-02 05:00,3.0,0.002,0.005,0.074
예술의전당,2024-09-02 05:05,3.0,0.003,0.004,0.074
예술의전당,2024-09-02 05:10,3.0,0.003,0.005,0.074
예술의전당,2024-09-02 05:15,3.2,0.003,0.005,0.077
예술의전당,2024-09-02 05:20,4.0,0.003,0.005,0.08
예술의전당,2024-09-02 05:25,4.0,0.003,0.005,0.079
예술의전당,2024-09-02 05:30,3.0,0.002,0.007,0.077
예술의전당,2024-09-02 05:35,3.0,0.003,0.004,0.077
예술의전당,2024-09-02 05:40,3.0,0.002,0.004,0.077
예술의전당,2024-09-02 05:45,3.0,0.002,0.006,0.075
예술의전당,2024-09-02 05:50,3.0,0.003,0.005,0.079
예술의전당,2024-09-02 05:55,3.7,0.002,0.005,0.081
예술의전당,2024-09-02 06:00,3.0,0.002,0.004,0.081
예술의전당,2024-09-02 06:05,3.0,0.002,0.005,0.079
예술의전당,2024-09-02 06:10,3.0,0.003,0.005,0.076
예술의전당,2024-09-02 06:15,3.0,0.003,0.004,0.077
예술의전당,2024-09-02 06:20,3.0,0.003,0.005,0.077
예술의전당,2024-09-02 06:25,3.0,0.002,0.004,0.071
예술의전당,2024-09-02 06:30,3.0,0.002,0.004,0.072
예술의전당,2024-09-02 06:35,3.0,0.003,0.004,0.07
예술의전당,2024-09-02 06:40,3.0,0.003,0.004,0.073
예술의전당,2024-09-02 06:45,3.1,0.002,0.006,0.083
예술의전당,2024-09-02 06:50,3.7,0.002,0.007,0.086
예술의전당,2024-09-02 06:55,4.0,0.002,0.005,0.089
예술의전당,2024-09-02 07:00,3.5,0.003,0.005,0.084
예술의전당,2024-09-02 07:05,3.0,0.003,0.006,0.081
예술의전당,2024-09-02 07:10,3.0,0.003,0.005,0.077
예술의전당,2024-09-02 07:15,3.0,0.002,0.004,0.074
예술의전당,2024-09-02 07:20,3.0,0.002,0.005,0.075
예술의전당,2024-09-02 07:25,3.0,0.002,0.005,0.076
예술의전당,2024-09-02 07:30,3.8,0.002,0.006,0.076
예술의전당,2024-09-02 07:35,3.0,0.003,0.007,0.075
예술의전당,2024-09-02 07:40,3.0,0.003,0.004,0.073
예술의전당,2024-09-02 07:45,3.0,0.002,0.005,0.069
예술의전당,2024-09-02 07:50,3.0,0.002,0.006,0.068
예술의전당,2024-09-02 07:55,3.0,0.002,0.006,0.068
예술의전당,2024-09-02 08:00,3.0,0.003,0.005,0.065
예술의전당,2024-09-02 08:05,3.0,0.002,0.006,0.062
예술의전당,2024-09-02 08:10,3.0,0.002,0.005,0.064
예술의전당,2024-09-02 08:15,3.1,0.002,0.006,0.063
예술의전당,2024-09-02 08:20,3.5,0.003,0.006,0.064
예술의전당,2024-09-02 08:25,3.3,0.002,0.006,0.062
예술의전당,2024-09-02 08:30,3.0,0.002,0.005,0.061
예술의전당,2024-09-02 08:35,3.0,0.003,0.005,0.058
예술의전당,2024-09-02 08:40,3.0,0.002,0.004,0.056
예술의전당,2024-09-02 08:45,2.9,0.002,0.005,0.052
예술의전당,2024-09-02 08:50,2.4,0.003,0.004,0.046
예술의전당,2024-09-02 08:55,2.0,0.003,0.004,0.044
예술의전당,2024-09-02 09:00,2.0,0.002,0.005,0.046
예술의전당,2024-09-02 09:05,2.0,0.004,0.006,0.046
예술의전당,2024-09-02 09:10,2.0,0.002,0.005,0.047
예술의전당,2024-09-02 09:15,2.3,0.003,0.004,0.043
예술의전당,2024-09-02 09:20,2.0,0.003,0.005,0.046
예술의전당,2024-09-02 09:25,2.3,0.003,0.007,0.045
예술의전당,2024-09-02 09:30,2.5,0.003,0.004,0.047
예술의전당,2024-09-02 09:35,2.7,0.002,0.005,0.045
예술의전당,2024-09-02 09:40,3.0,0.003,0.006,0.045
예술의전당,2024-09-02 09:45,2.5,0.002,0.005,0.044
예술의전당,2024-09-02 09:50,2.8,0.002,0.005,0.047
예술의전당,2024-09-02 09:55,2.0,0.002,0.003,0.044
예술의전당,2024-09-02 10:00,2.0,0.002,0.006,0.046
예술의전당,2024-09-02 10:05,2.0,0.002,0.003,0.044
예술의전당,2024-09-02 10:10,2.0,0.002,0.006,0.044
예술의전당,2024-09-02 10:15,2.0,0.003,0.005,0.042
예술의전당,2024-09-02 10:20,2.0,0.002,0.005,0.044
예술의전당,2024-09-02 10:25,2.0,0.002,0.006,0.043
예술의전당,2024-09-02 10:30,2.0,0.004,0.005,0.044
예술의전당,2024-09-02 10:35,2.0,0.002,0.005,0.045
예술의전당,2024-09-02 10:40,2.0,0.003,0.003,0.047
예술의전당,2024-09-02 10:45,2.0,0.003,0.006,0.044
예술의전당,2024-09-02 10:50,2.0,0.002,0.006,0.046
예술의전당,2024-09-02 10:55,2.0,0.002,0.003,0.044
예술의전당,2024-09-02 11:00,2.0,0.003,0.005,0.046
예술의전당,2024-09-02 11:05,2.0,0.003,0.005,0.046
예술의전당,2024-09-02 11:10,2.0,0.003,0.005,0.043
