센서명,날짜,복합악취,황화수소,암모니아,TVOC
국도화학㈜ 익산지점,2024-09-02 10:00,1.0,0.003,0.006,0.653
국도화학㈜ 익산지점,2024-09-02 10:05,1.0,0.003,0.005,0.648
국도화학㈜ 익산지점,2024-09-02 10:10,1.0,0.003,0.007,0.643
국도화학㈜ 익산지점,2024-09-02 10:15,1.0,0.002,0.007,0.639
국도화학㈜ 익산지점,2024-09-02 10:20,1.0,0.003,0.006,0.637
국도화학㈜ 익산지점,2024-09-02 10:25,1.0,0.002,0.003,0.633
국도화학㈜ 익산지점,2024-09-02 10:30,1.0,0.003,0.003,0.625
국도화학㈜ 익산지점,2024-09-02 10:35,1.0,0.002,0.005,0.621
국도화학㈜ 익산지점,2024-09-02 10:40,1.0,0.002,0.007,0.616
국도화학㈜ 익산지점,2024-09-02 10:45,1.0,0.002,0.004,0.605
국도화학㈜ 익산지점,2024-09-02 10:50,1.0,0.003,0.005,0.597
국도화학㈜ 익산지점,2024-09-02 10:55,1.0,0.003,0.005,0.588
국도화학㈜ 익산지점,2024-09-02 11:00,1.0,0.003,0.005,0.573
국도화학㈜ 익산지점,2024-09-02 11:05,1.0,0.003,0.004,0.565
국도화학㈜ 익산지점,2024-09-02 11:10,1.0,0.003,0.005,0.556
국도화학㈜ 익산지점,2024-09-02 11:15,1.0,0.002,0.005,0.548
국도화학㈜ 익산지점,2024-09-02 11:20,1.0,0.002,0.005,0.54
국도화학㈜ 익산지점,2024-09-02 11:25,1.0,0.002,0.005,0.531
국도화학㈜ 익산지점,2024-09-02 11:30,1.0,0.002,0.006,0.524
국도화학㈜ 익산지점,2024-09-02 11:35,1.0,0.003,0.005,0.519
국도화학㈜ 익산지점,2024-09-02 11:40,1.0,0.002,0.005,0.512
국도화학㈜ 익산지점,2024-09-02 11:45,1.0,0.003,0.005,0.509
국도화학㈜ 익산지점,2024-09-02 11:50,1.0,0.003,0.006,0.502
국도화학㈜ 익산지점,2024-09-02 11:55,1.0,0.007,0.004,0.507
국도화학㈜ 익산지점,2024-09-02 12:00,1.0,0.004,0.004,0.509
국도화학㈜ 익산지점,2024-09-02 12:05,1.1,0.005,0.005,0.52
국도화학㈜ 익산지점,2024-09-02 12:10,1.5,0.005,0.004,0.526
국도화학㈜ 익산지점,2024-09-02 12:15,1.0,0.003,0.005,0.507
국도화학㈜ 익산지점,2024-09-02 12:20,1.0,0.003,0.004,0.506
국도화학㈜ 익산지점,2024-09-02 12:25,1.0,0.004,0.004,0.504
국도화학㈜ 익산지점,2024-09-02 12:30,1.0,0.003,0.005,0.5
국도화학㈜ 익산지점,2024-09-02 12:35,1.0,0.002,0.005,0.501
국도화학㈜ 익산지점,2024-09-02 12:40,1.0,0.002,0.005,0.497
국도화학㈜ 익산지점,2024-09-02 12:45,1.0,0.004,0.006,0.492
국도화학㈜ 익산지점,2024-09-02 12:50,1.0,0.004,0.004,0.486
국도화학㈜ 익산지점,2024-09-02 12:55,1.0,0.005,0.005,0.483
국도화학㈜ 익산지점,2024-09-02 13:00,1.0,0.02,0.003,0.479
국도화학㈜ 익산지점,2024-09-02 13:05,1.0,0.029,0.004,0.477
국도화학㈜ 익산지점,2024-09-02 13:10,1.0,0.036,0.006,0.475
국도화학㈜ 익산지점,2024-09-02 13:15,1.0,0.037,0.004,0.474
국도화학㈜ 익산지점,2024-09-02 13:20,1.0,0.013,0.006,0.473
국도화학㈜ 익산지점,2024-09-02 13:25,1.0,0.011,0.005,0.473
국도화학㈜ 익산지점,2024-09-02 13:30,1.0,0.026,0.007,0.475
국도화학㈜ 익산지점,2024-09-02 13:35,1.0,0.049,0.007,0.473
국도화학㈜ 익산지점,2024-09-02 13:40,1.0,0.019,0.005,0.47
국도화학㈜ 익산지점,2024-09-02 13:45,1.0,0.008,0.005,0.464
국도화학㈜ 익산지점,2024-09-02 13:50,1.2,0.007,0.006,0.462
국도화학㈜ 익산지점,2024-09-02 13:55,1.1,0.004,0.004,0.456
국도화학㈜ 익산지점,2024-09-02 14:00,1.0,0.002,0.005,0.444
국도화학㈜ 익산지점,2024-09-02 14:05,1.1,0.004,0.005,0.443
국도화학㈜ 익산지점,2024-09-02 14:10,1.0,0.003,0.004,0.448
국도화학㈜ 익산지점,2024-09-02 14:15,1.0,0.004,0.005,0.441
국도화학㈜ 익산지점,2024-09-02 14:20,1.0,0.004,0.006,0.439
국도화학㈜ 익산지점,2024-09-02 14:25,1.0,0.005,0.005,0.441
국도화학㈜ 익산지점,2024-09-02 14:30,1.0,0.002,0.005,0.448
국도화학㈜ 익산지점,2024-09-02 14:35,1.0,0.004,0.005,0.444
국도화학㈜ 익산지점,2024-09-02 14:40,1.0,0.003,0.004,0.446
국도화학㈜ 익산지점,2024-09-02 14:45,1.0,0.003,0.004,0.441
국도화학㈜ 익산지점,2024-09-02 14:50,1.0,0.007,0.005,0.442
국도화학㈜ 익산지점,2024-09-02 14:55,1.0,0.008,0.006,0.437
국도화학㈜ 익산지점,2024-09-02 15:00,1.0,0.01,0.005,0.439
국도화학㈜ 익산지점,2024-09-02 15:05,1.0,0.005,0.006,0.431
국도화학㈜ 익산지점,2024-09-02 15:10,1.0,0.013,0.005,0.428
국도화학㈜ 익산지점,2024-09-02 15:15,1.0,0.007,0.004,0.429
국도화학㈜ 익산지점,2024-09-02 15:20,1.0,0.001,0.003,0.434
국도화학㈜ 익산지점,2024-09-02 15:25,1.0,0.004,0.005,0.431
국도화학㈜ 익산지점,2024-09-02 15:30,1.0,0.003,0.006,0.43
국도화학㈜ 익산지점,2024-09-02 15:35,1.0,0.003,0.005,0.429
국도화학㈜ 익산지점,2024-09-02 15:40,1.0,0.003,0.004,0.427
국도화학㈜ 익산지점,2024-09-02 15:45,1.9,0.003,0.004,0.442
국도화학㈜ 익산지점,2024-09-02 15:50,1.0,0.012,0.003,0.431
국도화학㈜ 익산지점,2024-09-02 15:55,1.3,0.008,0.005,0.433
국도화학㈜ 익산지점,2024-09-02 16:00,1.0,0.007,0.004,0.425
국도화학㈜ 익산지점,2024-09-02 16:05,1.0,0.003,0.005,0.423
국도화학㈜ 익산지점,2024-09-02 16:10,1.0,0.002,0.006,0.423
국도화학㈜ 익산지점,2024-09-02 16:15,1.0,0.001,0.005,0.418
국도화학㈜ 익산지점,2024-09-02 16:20,1.0,0.003,0.005,0.415
국도화학㈜ 익산지점,2024-09-02 16:25,1.0,0.004,0.004,0.416
국도화학㈜ 익산지점,2024-09-02 16:30,1.0,0.003,0.004,0.416
국도화학㈜ 익산지점,2024-09-02 16:35,1.0,0.003,0.005,0.416
국도화학㈜ 익산지점,2024-09-02 16:40,1.0,0.002,0.007,0.412
국도화학㈜ 익산지점,2024-09-02 16:45,1.0,0.003,0.007,0.416
국도화학㈜ 익산지점,2024-09-02 16:50,1.1,0.002,0.006,0.418
국도화학㈜ 익산지점,2024-09-02 16:55,1.2,0.004,0.005,0.422
국도화학㈜ 익산지점,2024-09-02 17:00,1.0,0.002,0.007,0.414
국도화학㈜ 익산지점,2024-09-02 17:05,1.4,0.003,0.003,0.422
국도화학㈜ 익산지점,2024-09-02 17:10,2.7,0.003,0.004,0.43
국도화학㈜ 익산지점,2024-09-02 17:15,1.9,0.002,0.006,0.42
국도화학㈜ 익산지점,2024-09-02 17:20,1.0,0.003,0.004,0.416
국도화학㈜ 익산지점,2024-09-02 17:25,1.0,0.003,0.008,0.409
국도화학㈜ 익산지점,2024-09-02 17:30,1.0,0.003,0.007,0.41
국도화학㈜ 익산지점,2024-09-02 17:35,1.0,0.002,0.003,0.407
국도화학㈜ 익산지점,2024-09-02 17:40,1.0,0.005,0.004,0.404
국도화학㈜ 익산지점,2024-09-02 17:45,1.3,0.006,0.005,0.41
국도화학㈜ 익산지점,2024-09-02 17:50,2.0,0.004,0.006,0.418
국도화학㈜ 익산지점,2024-09-02 17:55,3.3,0.005,0.007,0.431
국도화학㈜ 익산지점,2024-09-02 18:00,2.1,0.005,0.004,0.426
국도화학㈜ 익산지점,2024-09-02 18:05,1.1,0.004,0.006,0.418
국도화학㈜ 익산지점,2024-09-02 18:10,1.1,0.004,0.004,0.416
국도화학㈜ 익산지점,2024-09-02 18:15,3.7,0.006,0.005,0.481
국도화학㈜ 익산지점,2024-09-02 18:20,2.1,0.047,0.005,0.43
국도화학㈜ 익산지점,2024-09-02 18:25,1.5,0.01,0.004,0.416
국도화학㈜ 익산지점,2024-09-02 18:30,1.0,0.003,0.005,0.412
국도화학㈜ 익산지점,2024-09-02 18:35,1.0,0.004,0.004,0.41
국도화학㈜ 익산지점,2024-09-02 18:40,1.0,0.005,0.006,0.409
국도화학㈜ 익산지점,2024-09-02 18:45,1.0,0.003,0.004,0.41
국도화학㈜ 익산지점,2024-09-02 18:50,1.0,0.003,0.006,0.413
국도화학㈜ 익산지점,2024-09-02 18:55,1.6,0.004,0.004,0.424
국도화학㈜ 익산지점,2024-09-02 19:00,6.5,0.003,0.006,0.475
국도화학㈜ 익산지점,2024-09-02 19:05,3.9,0.004,0.005,0.463
국도화학㈜ 익산지점,2024-09-02 19:10,2.0,0.003,0.004,0.42
국도화학㈜ 익산지점,2024-09-02 19:15,2.2,0.003,0.011,0.424
국도화학㈜ 익산지점,2024-09-02 19:20,1.7,0.005,0.032,0.421
국도화학㈜ 익산지점,2024-09-02 19:25,1.0,0.005,0.019,0.415
국도화학㈜ 익산지점,2024-09-02 19:30,1.0,0.006,0.032,0.418
국도화학㈜ 익산지점,2024-09-02 19:35,1.3,0.009,0.071,0.425
국도화학㈜ 익산지점,2024-09-02 19:40,1.1,0.009,0.046,0.427
국도화학㈜ 익산지점,2024-09-02 19:45,1.0,0.008,0.055,0.424
국도화학㈜ 익산지점,2024-09-02 19:50,1.3,0.003,0.039,0.426
국도화학㈜ 익산지점,2024-09-02 19:55,1.0,0.004,0.013,0.42
국도화학㈜ 익산지점,2024-09-02 20:00,1.0,0.003,0.016,0.419
국도화학㈜ 익산지점,2024-09-02 20:05,1.0,0.004,0.014,0.418
국도화학㈜ 익산지점,2024-09-02 20:10,1.0,0.004,0.021,0.419
국도화학㈜ 익산지점,2024-09-02 20:15,1.0,0.008,0.037,0.421
국도화학㈜ 익산지점,2024-09-02 20:20,1.0,0.007,0.035,0.421
국도화학㈜ 익산지점,2024-09-02 20:25,1.0,0.01,0.049,0.42
국도화학㈜ 익산지점,2024-09-02 20:30,1.0,0.011,0.074,0.424
국도화학㈜ 익산지점,2024-09-02 20:35,1.0,0.011,0.077,0.425
국도화학㈜ 익산지점,2024-09-02 20:40,1.0,0.011,0.08,0.43
국도화학㈜ 익산지점,2024-09-02 20:45,1.0,0.012,0.081,0.432
국도화학㈜ 익산지점,2024-09-02 20:50,1.0,0.011,0.088,0.437
국도화학㈜ 익산지점,2024-09-02 20:55,1.0,0.012,0.091,0.437
국도화학㈜ 익산지점,2024-09-02 21:00,1.0,0.01,0.087,0.439
국도화학㈜ 익산지점,2024-09-02 21:05,1.3,0.009,0.087,0.444
국도화학㈜ 익산지점,2024-09-02 21:10,2.0,0.009,0.086,0.452
국도화학㈜ 익산지점,2024-09-02 21:15,2.0,0.009,0.08,0.453
국도화학㈜ 익산지점,2024-09-02 21:20,2.0,0.008,0.074,0.45
국도화학㈜ 익산지점,2024-09-02 21:25,2.8,0.009,0.07,0.463
국도화학㈜ 익산지점,2024-09-02 21:30,3.6,0.007,0.071,0.49
국도화학㈜ 익산지점,2024-09-02 21:35,1.5,0.007,0.065,0.461
국도화학㈜ 익산지점,2024-09-02 21:40,2.5,0.008,0.071,0.493
국도화학㈜ 익산지점,2024-09-02 21:45,2.2,0.01,0.077,0.472
국도화학㈜ 익산지점,2024-09-02 21:50,2.0,0.009,0.08,0.461
국도화학㈜ 익산지점,2024-09-02 21:55,2.0,0.009,0.074,0.463
국도화학㈜ 익산지점,2024-09-02 22:00,1.1,0.008,0.074,0.462
국도화학㈜ 익산지점,2024-09-02 22:05,1.0,0.01,0.07,0.46
국도화학㈜ 익산지점,2024-09-02 22:10,1.0,0.009,0.07,0.462
국도화학㈜ 익산지점,2024-09-02 22:15,1.0,0.009,0.067,0.461
국도화학㈜ 익산지점,2024-09-02 22:20,1.0,0.007,0.046,0.465
국도화학㈜ 익산지점,2024-09-02 22:25,1.8,0.008,0.062,0.477
국도화학㈜ 익산지점,2024-09-02 22:30,1.0,0.009,0.067,0.469
국도화학㈜ 익산지점,2024-09-02 22:35,1.0,0.009,0.069,0.467
국도화학㈜ 익산지점,2024-09-02 22:40,1.0,0.009,0.067,0.469
국도화학㈜ 익산지점,2024-09-02 22:45,1.0,0.009,0.048,0.468
국도화학㈜ 익산지점,2024-09-02 22:50,1.0,0.009,0.045,0.469
국도화학㈜ 익산지점,2024-09-02 22:55,1.0,0.007,0.052,0.471
국도화학㈜ 익산지점,2024-09-02 23:00,1.3,0.008,0.048,0.476
국도화학㈜ 익산지점,2024-09-02 23:05,2.2,0.006,0.052,0.482
국도화학㈜ 익산지점,2024-09-02 23:10,3.1,0.008,0.043,0.5
국도화학㈜ 익산지점,2024-09-02 23:15,2.8,0.01,0.048,0.5
국도화학㈜ 익산지점,2024-09-02 23:20,1.7,0.009,0.053,0.496
국도화학㈜ 익산지점,2024-09-02 23:25,1.0,0.009,0.052,0.484
국도화학㈜ 익산지점,2024-09-02 23:30,1.0,0.008,0.05,0.487
국도화학㈜ 익산지점,2024-09-02 23:35,1.0,0.007,0.044,0.485
국도화학㈜ 익산지점,2024-09-02 23:40,2.0,0.006,0.031,0.492
국도화학㈜ 익산지점,2024-09-02 23:45,1.8,0.005,0.034,0.494
국도화학㈜ 익산지점,2024-09-02 23:50,1.5,0.006,0.03,0.488
국도화학㈜ 익산지점,2024-09-02 23:55,1.0,0.007,0.044,0.487
동아2차APT,2024-09-02 00:00,2.0,0.002,0.007,0.059
동아2차APT,2024-09-02 00:05,2.0,0.003,0.01,0.056
동아2차APT,2024-09-02 00:10,2.0,0.003,0.006,0.051
동아2차APT,2024-09-02 00:15,2.0,0.003,0.005,0.049
동아2차APT,2024-09-02 00:20,2.0,0.002,0.007,0.045
동아2차APT,2024-09-02 00:25,2.0,0.002,0.007,0.049
동아2차APT,2024-09-02 00:30,2.0,0.002,0.003,0.054
동아2차APT,2024-09-02 00:35,2.0,0.002,0.004,0.055
동아2차APT,2024-09-02 00:40,2.0,0.003,0.005,0.055
동아2차APT,2024-09-02 00:45,2.0,0.003,0.006,0.056
동아2차APT,2024-09-02 00:50,2.0,0.003,0.007,0.057
동아2차APT,2024-09-02 00:55,2.0,0.003,0.009,0.058
동아2차APT,2024-09-02 01:00,2.0,0.002,0.006,0.059
동아2차APT,2024-09-02 01:05,2.0,0.002,0.006,0.059
동아2차APT,2024-09-02 01:10,2.0,0.002,0.004,0.06
동아2차APT,2024-09-02 01:15,2.0,0.003,0.005,0.063
동아2차APT,2024-09-02 01:20,2.0,0.002,0.006,0.065
동아2차APT,2024-09-02 01:25,2.0,0.001,0.005,0.066
동아2차APT,2024-09-02 01:30,2.0,0.002,0.005,0.065
동아2차APT,2024-09-02 01:35,2.0,0.003,0.004,0.064
동아2차APT,2024-09-02 01:40,2.0,0.003,0.004,0.066
동아2차APT,2024-09-02 01:45,2.0,0.003,0.004,0.068
동아2차APT,2024-09-02 01:50,2.0,0.004,0.006,0.068
동아2차APT,2024-09-02 01:55,2.0,0.002,0.005,0.068
동아2차APT,2024-09-02 02:00,2.0,0.002,0.006,0.069
동아2차APT,2024-09-02 02:05,2.0,0.003,0.004,0.075
동아2차APT,2024-09-02 02:10,2.0,0.003,0.004,0.075
동아2차APT,2024-09-02 02:15,2.0,0.002,0.006,0.076
동아2차APT,2024-09-02 02:20,2.0,0.003,0.004,0.076
동아2차APT,2024-09-02 02:25,2.0,0.002,0.005,0.071
동아2차APT,2024-09-02 02:30,2.0,0.002,0.004,0.07
동아2차APT,2024-09-02 02:35,2.0,0.003,0.005,0.069
동아2차APT,2024-09-02 02:40,2.0,0.002,0.006,0.069
동아2차APT,2024-09-02 02:45,2.0,0.003,0.004,0.07
동아2차APT,2024-09-02 02:50,2.0,0.003,0.005,0.068
동아2차APT,2024-09-02 02:55,2.0,0.003,0.006,0.068
동아2차APT,2024-09-02 03:00,2.0,0.001,0.006,0.069
동아2차APT,2024-09-02 03:05,2.0,0.002,0.006,0.067
동아2차APT,2024-09-02 03:10,2.0,0.002,0.005,0.073
동아2차APT,2024-09-02 03:15,2.0,0.002,0.005,0.069
동아2차APT,2024-09-02 03:20,2.0,0.001,0.005,0.066
동아2차APT,2024-09-02 03:25,2.0,0.002,0.005,0.069
동아2차APT,2024-09-02 03:30,2.0,0.002,0.005,0.068
동아2차APT,2024-09-02 03:35,2.0,0.003,0.005,0.068
동아2차APT,2024-09-02 03:40,2.0,0.003,0.004,0.074
동아2차APT,2024-09-02 03:45,2.0,0.003,0.006,0.076
동아2차APT,2024-09-02 03:50,2.0,0.003,0.005,0.075
동아2차APT,2024-09-02 03:55,2.0,0.003,0.004,0.077
동아2차APT,2024-09-02 04:00,2.0,0.002,0.004,0.076
동아2차APT,2024-09-02 04:05,2.0,0.003,0.006,0.073
동아2차APT,2024-09-02 04:10,2.0,0.002,0.004,0.069
동아2차APT,2024-09-02 04:15,2.0,0.002,0.005,0.067
동아2차APT,2024-09-02 04:20,2.0,0.002,0.005,0.068
동아2차APT,2024-09-02 04:25,2.0,0.003,0.003,0.067
동아2차APT,2024-09-02 04:30,2.0,0.002,0.005,0.071
동아2차APT,2024-09-02 04:35,2.0,0.003,0.004,0.074
동아2차APT,2024-09-02 04:40,2.0,0.003,0.004,0.077
동아2차APT,2024-09-02 04:45,2.0,0.002,0.005,0.073
동아2차APT,2024-09-02 04:50,2.0,0.003,0.004,0.073
동아2차APT,2024-09-02 04:55,2.0,0.002,0.005,0.075
동아2차APT,2024-09-02 05:00,2.0,0.002,0.007,0.076
동아2차APT,2024-09-02 05:05,2.0,0.003,0.005,0.074
동아2차APT,2024-09-02 05:10,2.0,0.002,0.005,0.074
동아2차APT,2024-09-02 05:15,2.5,0.002,0.004,0.076
동아2차APT,2024-09-02 05:20,2.0,0.002,0.005,0.074
동아2차APT,2024-09-02 05:25,2.0,0.002,0.006,0.073
동아2차APT,2024-09-02 05:30,2.0,0.003,0.004,0.076
동아2차APT,2024-09-02 05:35,2.0,0.002,0.006,0.078
동아2차APT,2024-09-02 05:40,2.0,0.003,0.007,0.078
동아2차APT,2024-09-02 05:45,2.0,0.002,0.007,0.079
동아2차APT,2024-09-02 05:50,2.0,0.002,0.005,0.078
동아2차APT,2024-09-02 05:55,2.0,0.003,0.004,0.078
동아2차APT,2024-09-02 06:00,2.0,0.003,0.005,0.08
동아2차APT,2024-09-02 06:05,2.0,0.002,0.004,0.082
동아2차APT,2024-09-02 06:10,2.0,0.002,0.007,0.079
동아2차APT,2024-09-02 06:15,2.0,0.002,0.003,0.078
동아2차APT,2024-09-02 06:20,2.0,0.002,0.006,0.077
동아2차APT,2024-09-02 06:25,2.0,0.003,0.005,0.08
동아2차APT,2024-09-02 06:30,2.0,0.003,0.007,0.085
동아2차APT,2024-09-02 06:35,2.0,0.003,0.004,0.086
동아2차APT,2024-09-02 06:40,2.0,0.003,0.005,0.085
동아2차APT,2024-09-02 06:45,2.0,0.003,0.006,0.087
동아2차APT,2024-09-02 06:50,2.0,0.002,0.007,0.086
동아2차APT,2024-09-02 06:55,2.0,0.002,0.008,0.097
동아2차APT,2024-09-02 07:00,2.0,0.003,0.004,0.092
동아2차APT,2024-09-02 07:05,2.0,0.003,0.004,0.082
동아2차APT,2024-09-02 07:10,2.0,0.003,0.005,0.073
동아2차APT,2024-09-02 07:15,2.0,0.002,0.005,0.07
동아2차APT,2024-09-02 07:20,2.0,0.003,0.004,0.077
동아2차APT,2024-09-02 07:25,2.0,0.003,0.004,0.085
동아2차APT,2024-09-02 07:30,2.0,0.003,0.004,0.093
동아2차APT,2024-09-02 07:35,2.0,0.002,0.005,0.079
동아2차APT,2024-09-02 07:40,2.0,0.004,0.006,0.069
동아2차APT,2024-09-02 07:45,2.0,0.002,0.005,0.056
동아2차APT,2024-09-02 07:50,2.0,0.003,0.005,0.052
동아2차APT,2024-09-02 07:55,2.0,0.002,0.004,0.056
동아2차APT,2024-09-02 08:00,2.0,0.003,0.004,0.06
동아2차APT,2024-09-02 08:05,2.0,0.003,0.006,0.062
동아2차APT,2024-09-02 08:10,2.0,0.002,0.004,0.06
동아2차APT,2024-09-02 08:15,2.0,0.002,0.004,0.051
동아2차APT,2024-09-02 08:20,2.0,0.003,0.008,0.049
동아2차APT,2024-09-02 08:25,2.0,0.003,0.006,0.046
동아2차APT,2024-09-02 08:30,2.0,0.002,0.005,0.049
동아2차APT,2024-09-02 08:35,2.0,0.002,0.005,0.046
동아2차APT,2024-09-02 08:40,2.0,0.003,0.006,0.044
동아2차APT,2024-09-02 08:45,2.0,0.002,0.004,0.046
동아2차APT,2024-09-02 08:50,2.0,0.002,0.006,0.045
동아2차APT,2024-09-02 08:55,2.0,0.003,0.007,0.045
동아2차APT,2024-09-02 09:00,2.0,0.003,0.004,0.045
동아2차APT,2024-09-02 09:05,2.0,0.002,0.006,0.047
동아2차APT,2024-09-02 09:10,2.0,0.003,0.003,0.045
동아2차APT,2024-09-02 09:15,2.0,0.002,0.005,0.045
동아2차APT,2024-09-02 09:20,2.0,0.002,0.006,0.045
동아2차APT,2024-09-02 09:25,2.0,0.002,0.007,0.045
동아2차APT,2024-09-02 09:30,2.0,0.002,0.004,0.043
동아2차APT,2024-09-02 09:35,2.0,0.002,0.003,0.045
동아2차APT,2024-09-02 09:40,2.0,0.002,0.004,0.046
동아2차APT,2024-09-02 09:45,2.0,0.002,0.006,0.044
동아2차APT,2024-09-02 09:50,2.0,0.003,0.006,0.045
동아2차APT,2024-09-02 09:55,2.0,0.002,0.006,0.045
동아2차APT,2024-09-02 10:00,2.0,0.002,0.005,0.045
동아2차APT,2024-09-02 10:05,2.0,0.002,0.007,0.045
동아2차APT,2024-09-02 10:10,2.0,0.003,0.004,0.044
동아2차APT,2024-09-02 10:15,2.0,0.003,0.005,0.046
동아2차APT,2024-09-02 10:20,2.0,0.002,0.005,0.045
동아2차APT,2024-09-02 10:25,2.0,0.004,0.006,0.046
동아2차APT,2024-09-02 10:30,2.0,0.004,0.004,0.044
동아2차APT,2024-09-02 10:35,2.0,0.002,0.003,0.045
동아2차APT,2024-09-02 10:40,2.0,0.004,0.004,0.045
동아2차APT,2024-09-02 10:45,2.0,0.003,0.004,0.044
동아2차APT,2024-09-02 10:50,1.9,0.004,0.006,0.045
동아2차APT,2024-09-02 10:55,1.0,0.003,0.005,0.047
동아2차APT,2024-09-02 11:00,1.0,0.002,0.006,0.043
동아2차APT,2024-09-02 11:05,1.0,0.003,0.004,0.047
동아2차APT,2024-09-02 11:10,1.0,0.003,0.005,0.047
동아2차APT,2024-09-02 11:15,1.2,0.002,0.005,0.044
동아2차APT,2024-09-02 11:20,1.6,0.003,0.005,0.046
동아2차APT,2024-09-02 11:25,1.3,0.003,0.007,0.044
동아2차APT,2024-09-02 11:30,1.2,0.003,0.004,0.043
동아2차APT,2024-09-02 11:35,2.0,0.002,0.005,0.043
동아2차APT,2024-09-02 11:40,2.0,0.002,0.004,0.046
동아2차APT,2024-09-02 11:45,2.0,0.003,0.004,0.044
동아2차APT,2024-09-02 11:50,2.0,0.003,0.005,0.047
동아2차APT,2024-09-02 11:55,2.0,0.002,0.003,0.045
동아2차APT,2024-09-02 12:00,2.0,0.003,0.005,0.045
동아2차APT,2024-09-02 12:05,2.0,0.002,0.007,0.043
동아2차APT,2024-09-02 12:10,2.0,0.002,0.004,0.045
동아2차APT,2024-09-02 12:15,2.0,0.002,0.006,0.046
동아2차APT,2024-09-02 12:20,2.0,0.002,0.005,0.044
동아2차APT,2024-09-02 12:25,2.0,0.002,0.005,0.045
동아2차APT,2024-09-02 12:30,2.0,0.002,0.004,0.044
동아2차APT,2024-09-02 12:35,2.0,0.002,0.005,0.044
동아2차APT,2024-09-02 12:40,2.0,0.003,0.006,0.045
동아2차APT,2024-09-02 12:45,2.0,0.003,0.005,0.046
동아2차APT,2024-09-02 12:50,2.0,0.002,0.005,0.045
동아2차APT,2024-09-02 12:55,2.0,0.003,0.004,0.043
동아2차APT,2024-09-02 13:00,2.0,0.002,0.004,0.046
동아2차APT,2024-09-02 13:05,2.0,0.003,0.006,0.044
동아2차APT,2024-09-02 13:10,2.0,0.003,0.005,0.045
동아2차APT,2024-09-02 13:15,2.0,0.003,0.005,0.044
동아2차APT,2024-09-02 13:20,2.0,0.003,0.005,0.043
동아2차APT,2024-09-02 13:25,2.0,0.004,0.005,0.045
동아2차APT,2024-09-02 13:30,2.0,0.003,0.005,0.047
동아2차APT,2024-09-02 13:35,2.0,0.003,0.005,0.044
동아2차APT,2024-09-02 13:40,2.0,0.002,0.005,0.044
동아2차APT,2024-09-02 13:45,2.0,0.003,0.006,0.045
동아2차APT,2024-09-02 13:50,2.0,0.002,0.006,0.045
동아2차APT,2024-09-02 13:55,2.0,0.003,0.004,0.046
동아2차APT,2024-09-02 14:00,2.0,0.003,0.005,0.046
동아2차APT,2024-09-02 14:05,2.0,0.002,0.007,0.045
동아2차APT,2024-09-02 14:10,2.0,0.003,0.005,0.045
동아2차APT,2024-09-02 14:15,2.0,0.003,0.005,0.044
동아2차APT,2024-09-02 14:20,2.0,0.002,0.007,0.046
동아2차APT,2024-09-02 14:25,2.0,0.003,0.005,0.045
동아2차APT,2024-09-02 14:30,2.0,0.003,0.005,0.043
동아2차APT,2024-09-02 14:35,2.0,0.004,0.004,0.046
동아2차APT,2024-09-02 14:40,2.0,0.002,0.004,0.045
동아2차APT,2024-09-02 14:45,2.0,0.002,0.004,0.046
동아2차APT,2024-09-02 14:50,2.0,0.003,0.004,0.046
동아2차APT,2024-09-02 14:55,2.0,0.003,0.004,0.045
동아2차APT,2024-09-02 15:00,2.0,0.003,0.005,0.046
동아2차APT,2024-09-02 15:05,2.0,0.002,0.006,0.044
동아2차APT,2024-09-02 15:10,2.0,0.003,0.005,0.044
동아2차APT,2024-09-02 15:15,2.0,0.003,0.005,0.046
동아2차APT,2024-09-02 15:20,2.0,0.003,0.006,0.044
동아2차APT,2024-09-02 15:25,2.0,0.003,0.006,0.045
동아2차APT,2024-09-02 15:30,2.0,0.001,0.004,0.045
동아2차APT,2024-09-02 15:35,2.0,0.003,0.005,0.047
동아2차APT,2024-09-02 15:40,2.0,0.004,0.005,0.043
동아2차APT,2024-09-02 15:45,2.0,0.003,0.005,0.045
동아2차APT,2024-09-02 15:50,2.0,0.002,0.005,0.045
동아2차APT,2024-09-02 15:55,2.0,0.002,0.005,0.046
동아2차APT,2024-09-02 16:00,2.0,0.003,0.003,0.047
동아2차APT,2024-09-02 16:05,2.0,0.003,0.004,0.045
동아2차APT,2024-09-02 16:10,2.0,0.002,0.007,0.044
동아2차APT,2024-09-02 16:15,2.0,0.002,0.005,0.045
동아2차APT,2024-09-02 16:20,2.0,0.002,0.005,0.044
동아2차APT,2024-09-02 16:25,2.0,0.002,0.007,0.044
동아2차APT,2024-09-02 16:30,2.0,0.002,0.006,0.045
동아2차APT,2024-09-02 16:35,2.0,0.003,0.004,0.042
동아2차APT,2024-09-02 16:40,2.0,0.003,0.005,0.045
동아2차APT,2024-09-02 16:45,2.0,0.003,0.005,0.045
동아2차APT,2024-09-02 16:50,2.0,0.003,0.005,0.044
동아2차APT,2024-09-02 16:55,2.0,0.003,0.004,0.044
동아2차APT,2024-09-02 17:00,2.0,0.003,0.006,0.047
동아2차APT,2024-09-02 17:05,2.0,0.003,0.004,0.045
동아2차APT,2024-09-02 17:10,2.0,0.002,0.005,0.043
동아2차APT,2024-09-02 17:15,2.0,0.003,0.004,0.045
