grid_x,grid_y,center_latitude,center_longitude,building_count,residential_count,commercial_count,total_floor_area_m2,mean_ground_floors,pages,grid_m,lat0,lon0
-8,0,35.96113574950244,126.90058774287597,196,43,5,8791.3,0.6581632653061225,1,1000,35.9566125,126.98382
-8,1,35.97018224850733,126.90058774287597,86,11,1,3279.7,0.4883720930232558,1,1000,35.9566125,126.98382
-8,2,35.97922874751221,126.90058774287597,96,5,1,1161.3,0.2604166666666667,1,1000,35.9566125,126.98382
-8,3,35.9882752465171,126.90058774287597,48,0,0,11392.1,1.0,1,1000,35.9566125,126.98382
-8,4,35.99732174552198,126.90058774287597,457,43,2,28548.6,0.5886214442013129,1,1000,35.9566125,126.98382
-8,5,36.00636824452687,126.90058774287597,582,85,9,18863.2,0.4742268041237113,1,1000,35.9566125,126.98382
-8,6,36.01541474353175,126.90058774287597,395,100,10,13784.6,0.4607594936708861,1,1000,35.9566125,126.98382
-8,7,36.02446124253664,126.90058774287597,147,27,4,18565.7,0.43537414965986393,1,1000,35.9566125,126.98382
-8,8,36.03350774154152,126.90058774287597,252,49,4,15493.2,0.5595238095238095,1,1000,35.9566125,126.98382
-8,9,36.04255424054641,126.90058774287597,206,42,8,12781.8,0.6213592233009708,1,1000,35.9566125,126.98382
-8,10,36.05160073955129,126.90058774287597,218,50,3,12804.5,0.6192660550458715,1,1000,35.9566125,126.98382
-8,11,36.06064723855618,126.90058774287597,78,11,7,7019.6,0.8076923076923077,1,1000,35.9566125,126.98382
-8,12,36.06969373756106,126.90058774287597,22,2,0,472.5,0.3181818181818182,1,1000,35.9566125,126.98382
-8,13,36.07874023656595,126.90058774287597,210,27,8,9125.3,0.49523809523809526,1,1000,35.9566125,126.98382
-8,14,36.08778673557083,126.90058774287597,126,28,0,4600.8,0.4523809523809524,1,1000,35.9566125,126.98382
-8,15,36.09683323457572,126.90058774287597,10,0,0,0.0,0.5,1,1000,35.9566125,126.98382
-8,16,36.1058797335806,126.90058774287597,72,0,1,1671.2,0.3194444444444444,1,1000,35.9566125,126.98382
-8,17,36.11492623258549,126.90058774287597,207,47,4,15104.8,0.4927536231884058,1,1000,35.9566125,126.98382
-7,-7,35.89781025646825,126.91168537715917,181,25,3,7347.0,0.3756906077348066,1,1000,35.9566125,126.98382
-7,-6,35.90685675547313,126.91168537715917,62,10,5,4935.0,0.43548387096774194,1,1000,35.9566125,126.98382
-7,-5,35.91590325447802,126.91168537715917,226,61,3,31460.0,0.6238938053097345,1,1000,35.9566125,126.98382
-7,-4,35.9249497534829,126.91168537715917,307,51,9,27924.2,0.46905537459283386,1,1000,35.9566125,126.98382
-7,-3,35.93399625248779,126.91168537715917,285,56,14,13514.5,0.5859649122807018,1,1000,35.9566125,126.98382
-7,-2,35.94304275149267,126.91168537715917,851,201,19,43259.0,0.5699177438307873,1,1000,35.9566125,126.98382
-7,-1,35.95208925049756,126.91168537715917,689,138,27,37887.8,0.6066763425253991,1,1000,35.9566125,126.98382
-7,0,35.96113574950244,126.91168537715917,200,42,0,12615.8,0.56,1,1000,35.9566125,126.98382
-7,1,35.97018224850733,126.91168537715917,353,74,9,18503.8,0.5354107648725213,1,1000,35.9566125,126.98382
-7,2,35.97922874751221,126.91168537715917,58,10,0,1176.1,0.5517241379310345,1,1000,35.9566125,126.98382
-7,3,35.9882752465171,126.91168537715917,129,21,2,3078.1,0.35658914728682173,1,1000,35.9566125,126.98382
-7,4,35.99732174552198,126.91168537715917,8,0,2,1163.1,0.875,1,1000,35.9566125,126.98382
-7,5,36.00636824452687,126.91168537715917,266,65,7,10617.7,0.5526315789473685,1,1000,35.9566125,126.98382
-7,6,36.01541474353175,126.91168537715917,153,35,2,9824.9,0.47058823529411764,1,1000,35.9566125,126.98382
-7,7,36.02446124253664,126.91168537715917,378,75,9,17937.7,0.48148148148148145,1,1000,35.9566125,126.98382
-7,8,36.03350774154152,126.91168537715917,241,47,4,11919.0,0.4190871369294606,1,1000,35.9566125,126.98382
-7,9,36.04255424054641,126.91168537715917,162,17,0,6738.1,0.5246913580246914,1,1000,35.9566125,126.98382
-7,10,36.05160073955129,126.91168537715917,102,13,5,22849.0,0.7941176470588235,1,1000,35.9566125,126.98382
-7,11,36.06064723855618,126.91168537715917,676,178,43,47802.2,0.6094674556213018,1,1000,35.9566125,126.98382
-7,12,36.06969373756106,126.91168537715917,159,27,9,10213.0,0.5157232704402516,1,1000,35.9566125,126.98382
-7,13,36.07874023656595,126.91168537715917,26,2,6,3317.7,0.6538461538461539,1,1000,35.9566125,126.98382
-7,14,36.08778673557083,126.91168537715917,12,0,0,715.0,0.4166666666666667,1,1000,35.9566125,126.98382
-7,15,36.09683323457572,126.91168537715917,5,0,3,308.6,1.0,1,1000,35.9566125,126.98382
-7,16,36.1058797335806,126.91168537715917,36,1,0,1833.1,0.4166666666666667,1,1000,35.9566125,126.98382
-7,17,36.11492623258549,126.91168537715917,47,9,1,1310.8,0.5106382978723404,1,1000,35.9566125,126.98382
-6,-7,35.89781025646825,126.92278301144238,28,3,0,198.3,0.75,1,1000,35.9566125,126.98382
-6,-6,35.90685675547313,126.92278301144238,82,17,1,3723.7,0.47560975609756095,1,1000,35.9566125,126.98382
-6,-5,35.91590325447802,126.92278301144238,199,34,5,21592.5,0.6432160804020101,1,1000,35.9566125,126.98382
-6,-4,35.9249497534829,126.92278301144238,167,43,5,6454.6,0.592814371257485,1,1000,35.9566125,126.98382
-6,-3,35.93399625248779,126.92278301144238,158,17,7,18169.0,1.3354430379746836,1,1000,35.9566125,126.98382
-6,-2,35.94304275149267,126.92278301144238,590,127,17,40150.7,0.964406779661017,1,1000,35.9566125,126.98382
-6,-1,35.95208925049756,126.92278301144238,441,81,24,23349.5,0.7074829931972789,1,1000,35.9566125,126.98382
-6,0,35.96113574950244,126.92278301144238,152,38,1,7073.1,0.6710526315789473,1,1000,35.9566125,126.98382
-6,1,35.97018224850733,126.92278301144238,217,29,5,13285.8,0.6451612903225806,1,1000,35.9566125,126.98382
-6,2,35.97922874751221,126.92278301144238,53,4,0,2793.3,0.6792452830188679,1,1000,35.9566125,126.98382
-6,3,35.9882752465171,126.92278301144238,72,8,0,683.5,0.3611111111111111,1,1000,35.9566125,126.98382
-6,4,35.99732174552198,126.92278301144238,321,67,2,10706.6,0.42990654205607476,1,1000,35.9566125,126.98382
-6,5,36.00636824452687,126.92278301144238,73,14,1,1959.6,0.5205479452054794,1,1000,35.9566125,126.98382
-6,6,36.01541474353175,126.92278301144238,107,24,0,10584.0,0.4766355140186916,1,1000,35.9566125,126.98382
