구분,Event 수,예측창에 민원 있음,후보 안 정답 있음,정답이 전부 후보 밖,미래 정답 격자 수(합),후보 밖 정답 격자 수(합),예측창 신고 수(합),후보 밖 신고 수(합),후보 밖 비율(격자) 95%CI,후보 밖 비율(신고 건수) 95%CI,정답 전부 후보 밖 Event 비율 95%CI,후보 밖 비율(격자),후보 밖 비율(신고 건수),후보 포함률(격자 기준),반경1 포함률,반경2 포함률,반경3 포함률,반경4 포함률
전체 Event,156,156,155,1,765,114,1378,160,"14.9% [11.6%, 18.3%]","11.6% [8.4%, 15.0%]","0.6% [0.1%, 3.5%]",0.14901960784313725,0.11611030478955008,0.8509803921568627,0.722875816993464,0.8509803921568627,0.9320261437908497,0.9620915032679739
테스트 2021-01~2021-12,34,34,34,0,174,21,296,24,"12.1% [7.5%, 16.7%]","8.1% [4.9%, 12.1%]","0.0% [0.0%, 10.2%]",0.1206896551724138,0.08108108108108109,0.8793103448275862,0.7068965517241379,0.8793103448275862,0.9367816091954023,0.9540229885057471
테스트 2022-01~2022-12,17,17,17,0,64,14,96,18,"21.9% [9.5%, 33.3%]","18.8% [7.0%, 31.4%]","0.0% [0.0%, 18.4%]",0.21875,0.1875,0.78125,0.75,0.78125,0.890625,0.921875
테스트 2023-07~2023-12,2,2,2,0,17,11,26,17,"64.7% [57.1%, 70.0%]","65.4% [57.1%, 75.0%]","0.0% [0.0%, 65.8%]",0.6470588235294118,0.6538461538461539,0.3529411764705882,0.17647058823529413,0.35294117647058826,0.5882352941176471,0.8235294117647058
테스트 2024-07~2024-12,9,9,8,1,39,7,54,9,"17.9% [2.4%, 40.0%]","16.7% [1.7%, 40.9%]","11.1% [2.0%, 43.5%]",0.1794871794871795,0.16666666666666666,0.8205128205128205,0.6666666666666666,0.8205128205128205,0.8717948717948718,0.8974358974358975
테스트 2025-07~2025-09,3,3,3,0,12,0,22,0,"0.0% [0.0%, 0.0%]","0.0% [0.0%, 0.0%]","0.0% [0.0%, 56.2%]",0.0,0.0,1.0,1.0,1.0,1.0,1.0
