분석대상,발생시각,신고수,서로다른좌표수,지역별신고수,평균강도,최대강도,악취종류별신고수,주요악취종류
익산시만,2020-01-01 21:00:00,1,1,"{""마동"": 1}",4.0,4,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2020-01-02 06:00:00,1,1,"{""금강동"": 1}",3.0,3,"{""하수구 냄새"": 1}",하수구 냄새
익산시만,2020-01-02 20:00:00,1,1,"{""춘포면 쌍정리"": 1}",4.0,4,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2020-01-02 21:00:00,1,1,"{""마동"": 1}",5.0,5,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2020-01-04 00:00:00,1,1,"{""부송동"": 1}",4.0,4,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2020-01-04 10:00:00,1,1,"{""삼기면 연동리"": 1}",4.0,4,"{""기타"": 1}",기타
익산시만,2020-01-05 07:00:00,1,1,"{""남중동"": 1}",3.0,3,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2020-01-07 17:00:00,1,1,"{""영등동"": 1}",4.0,4,"{""공장 냄새(화학약품, 매캐함)"": 1}","공장 냄새(화학약품, 매캐함)"
익산시만,2020-01-09 21:00:00,1,1,"{""팔봉동"": 1}",3.0,3,"{""하수구 냄새"": 1}",하수구 냄새
익산시만,2020-01-10 17:00:00,1,1,"{""왕궁면 쌍제리"": 1}",4.0,4,"{""하수구 냄새"": 1}",하수구 냄새
익산시만,2020-01-13 12:00:00,2,1,"{""성당면 대선리"": 2}",3.0,3,"{""기타"": 2}",기타
익산시만,2020-01-14 01:00:00,1,1,"{""동산동"": 1}",3.0,3,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2020-01-14 02:00:00,4,4,"{""영등동"": 2, ""신동"": 2}",3.75,4,"{""공장 냄새(화학약품, 매캐함)"": 4}","공장 냄새(화학약품, 매캐함)"
익산시만,2020-01-14 03:00:00,2,2,"{""부송동"": 2}",3.5,4,"{""공장 냄새(화학약품, 매캐함)"": 2}","공장 냄새(화학약품, 매캐함)"
익산시만,2020-01-15 02:00:00,1,1,"{""신동"": 1}",4.0,4,"{""공장 냄새(화학약품, 매캐함)"": 1}","공장 냄새(화학약품, 매캐함)"
익산시만,2020-01-16 18:00:00,1,1,"{""신용동"": 1}",3.0,3,"{""하수구 냄새"": 1}",하수구 냄새
익산시만,2020-01-17 16:00:00,1,1,"{""성당면 대선리"": 1}",3.0,3,"{""기타"": 1}",기타
익산시만,2020-01-18 02:00:00,1,1,"{""팔봉동"": 1}",4.0,4,"{""기타"": 1}",기타
익산시만,2020-01-18 17:00:00,1,1,"{""성당면 대선리"": 1}",4.0,4,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2020-01-18 22:00:00,7,7,"{""부송동"": 5, ""성당면 대선리"": 1, ""영등동"": 1}",4.428571428571429,5,"{""공장 냄새(화학약품, 매캐함)"": 6, ""하수구 냄새"": 1}","공장 냄새(화학약품, 매캐함)"
익산시만,2020-01-18 23:00:00,8,8,"{""부송동"": 6, ""어양동"": 2}",4.375,5,"{""공장 냄새(화학약품, 매캐함)"": 5, ""기타"": 1, ""가축 분뇨 냄새(닭, 돼지, 소)"": 1, ""하수구 냄새"": 1}","공장 냄새(화학약품, 매캐함)"
익산시만,2020-01-19 11:00:00,1,1,"{""영등동"": 1}",4.0,4,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2020-01-19 19:00:00,1,1,"{""성당면 대선리"": 1}",3.0,3,"{""기타"": 1}",기타
익산시만,2020-01-20 09:00:00,2,2,"{""석암동"": 2}",4.0,4,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 2}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2020-01-20 17:00:00,1,1,"{""성당면 대선리"": 1}",3.0,3,"{""기타"": 1}",기타
익산시만,2020-01-21 08:00:00,1,1,"{""영등동"": 1}",5.0,5,"{""공장 냄새(화학약품, 매캐함)"": 1}","공장 냄새(화학약품, 매캐함)"
익산시만,2020-01-21 20:00:00,1,1,"{""부송동"": 1}",4.0,4,"{""공장 냄새(화학약품, 매캐함)"": 1}","공장 냄새(화학약품, 매캐함)"
익산시만,2020-01-21 21:00:00,6,6,"{""부송동"": 4, ""어양동"": 2}",4.5,5,"{""공장 냄새(화학약품, 매캐함)"": 6}","공장 냄새(화학약품, 매캐함)"
익산시만,2020-01-21 22:00:00,1,1,"{""영등동"": 1}",4.0,4,"{""공장 냄새(화학약품, 매캐함)"": 1}","공장 냄새(화학약품, 매캐함)"
익산시만,2020-01-21 23:00:00,1,1,"{""부송동"": 1}",5.0,5,"{""공장 냄새(화학약품, 매캐함)"": 1}","공장 냄새(화학약품, 매캐함)"
익산시만,2020-01-25 17:00:00,1,1,"{""성당면 대선리"": 1}",3.0,3,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2020-01-25 18:00:00,1,1,"{""황등면 황등리"": 1}",4.0,4,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2020-01-25 19:00:00,1,1,"{""성당면 대선리"": 1}",4.0,4,"{""기타"": 1}",기타
익산시만,2020-01-28 22:00:00,1,1,"{""영등동"": 1}",3.0,3,"{""기타"": 1}",기타
익산시만,2020-01-28 23:00:00,1,1,"{""영등동"": 1}",3.0,3,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2020-01-29 13:00:00,1,1,"{""춘포면 쌍정리"": 1}",5.0,5,"{""공장 냄새(화학약품, 매캐함)"": 1}","공장 냄새(화학약품, 매캐함)"
익산시만,2020-01-29 17:00:00,1,1,"{""성당면 대선리"": 1}",3.0,3,"{""기타"": 1}",기타
익산시만,2020-01-29 18:00:00,1,1,"{""성당면 대선리"": 1}",4.0,4,"{""기타"": 1}",기타
익산시만,2020-01-30 04:00:00,1,1,"{""어양동"": 1}",4.0,4,"{""공장 냄새(화학약품, 매캐함)"": 1}","공장 냄새(화학약품, 매캐함)"
익산시만,2020-01-30 07:00:00,1,1,"{""부송동"": 1}",4.0,4,"{""공장 냄새(화학약품, 매캐함)"": 1}","공장 냄새(화학약품, 매캐함)"
익산시만,2020-01-30 08:00:00,1,1,"{""신동"": 1}",1.0,1,"{""하수구 냄새"": 1}",하수구 냄새
익산시만,2020-01-30 09:00:00,1,1,"{""부송동"": 1}",4.0,4,"{""하수구 냄새"": 1}",하수구 냄새
익산시만,2020-01-30 14:00:00,1,1,"{""금마면 신용리"": 1}",4.0,4,"{""기타"": 1}",기타
익산시만,2020-01-30 17:00:00,1,1,"{""성당면 대선리"": 1}",3.0,3,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2020-01-30 21:00:00,1,1,"{""성당면 대선리"": 1}",4.0,4,"{""기타"": 1}",기타
익산시만,2020-01-31 08:00:00,1,1,"{""부송동"": 1}",1.0,1,"{""공장 냄새(화학약품, 매캐함)"": 1}","공장 냄새(화학약품, 매캐함)"
익산시만,2020-01-31 12:00:00,1,1,"{""성당면 대선리"": 1}",4.0,4,"{""기타"": 1}",기타
익산시만,2020-01-31 23:00:00,1,1,"{""부송동"": 1}",5.0,5,"{""기타"": 1}",기타
익산시만,2020-02-01 06:00:00,1,1,"{""부송동"": 1}",5.0,5,"{""공장 냄새(화학약품, 매캐함)"": 1}","공장 냄새(화학약품, 매캐함)"
익산시만,2020-02-01 14:00:00,1,1,"{""성당면 대선리"": 1}",4.0,4,"{""기타"": 1}",기타
익산시만,2020-02-02 07:00:00,1,1,"{""부송동"": 1}",4.0,4,"{""공장 냄새(화학약품, 매캐함)"": 1}","공장 냄새(화학약품, 매캐함)"
익산시만,2020-02-02 18:00:00,1,1,"{""성당면 대선리"": 1}",3.0,3,"{""기타"": 1}",기타
익산시만,2020-02-02 22:00:00,3,3,"{""부송동"": 3}",3.6666666666666665,4,"{""공장 냄새(화학약품, 매캐함)"": 3}","공장 냄새(화학약품, 매캐함)"
익산시만,2020-02-04 08:00:00,1,1,"{""부송동"": 1}",3.0,3,"{""공장 냄새(화학약품, 매캐함)"": 1}","공장 냄새(화학약품, 매캐함)"
익산시만,2020-02-04 09:00:00,2,2,"{""부송동"": 2}",5.0,5,"{""공장 냄새(화학약품, 매캐함)"": 2}","공장 냄새(화학약품, 매캐함)"
익산시만,2020-02-04 17:00:00,1,1,"{""성당면 대선리"": 1}",3.0,3,"{""기타"": 1}",기타
익산시만,2020-02-05 19:00:00,1,1,"{""신용동"": 1}",3.0,3,"{""기타"": 1}",기타
익산시만,2020-02-06 18:00:00,1,1,"{""성당면 대선리"": 1}",3.0,3,"{""기타"": 1}",기타
익산시만,2020-02-09 20:00:00,1,1,"{""성당면 대선리"": 1}",3.0,3,"{""기타"": 1}",기타
익산시만,2020-02-09 21:00:00,1,1,"{""부송동"": 1}",4.0,4,"{""기타"": 1}",기타
익산시만,2020-02-09 23:00:00,2,2,"{""부송동"": 2}",4.5,5,"{""하수구 냄새"": 2}",하수구 냄새
익산시만,2020-02-10 00:00:00,2,2,"{""어양동"": 1, ""영등동"": 1}",4.5,5,"{""공장 냄새(화학약품, 매캐함)"": 2}","공장 냄새(화학약품, 매캐함)"
익산시만,2020-02-10 01:00:00,2,2,"{""어양동"": 1, ""부송동"": 1}",3.0,3,"{""공장 냄새(화학약품, 매캐함)"": 2}","공장 냄새(화학약품, 매캐함)"
익산시만,2020-02-10 07:00:00,1,1,"{""금강동"": 1}",5.0,5,"{""음식조리 냄새"": 1}",음식조리 냄새
익산시만,2020-02-10 20:00:00,1,1,"{""용제동"": 1}",3.0,3,"{""공장 냄새(화학약품, 매캐함)"": 1}","공장 냄새(화학약품, 매캐함)"
익산시만,2020-02-10 21:00:00,1,1,"{""부송동"": 1}",3.0,3,"{""공장 냄새(화학약품, 매캐함)"": 1}","공장 냄새(화학약품, 매캐함)"
익산시만,2020-02-10 23:00:00,1,1,"{""부송동"": 1}",4.0,4,"{""공장 냄새(화학약품, 매캐함)"": 1}","공장 냄새(화학약품, 매캐함)"
익산시만,2020-02-11 21:00:00,2,2,"{""부송동"": 2}",4.0,4,"{""공장 냄새(화학약품, 매캐함)"": 2}","공장 냄새(화학약품, 매캐함)"
익산시만,2020-02-11 22:00:00,1,1,"{""부송동"": 1}",4.0,4,"{""공장 냄새(화학약품, 매캐함)"": 1}","공장 냄새(화학약품, 매캐함)"
익산시만,2020-02-14 23:00:00,1,1,"{""어양동"": 1}",4.0,4,"{""기타"": 1}",기타
익산시만,2020-02-15 16:00:00,1,1,"{""춘포면 쌍정리"": 1}",5.0,5,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2020-02-16 14:00:00,2,2,"{""현영동"": 1, ""신동"": 1}",3.5,4,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1, ""하수구 냄새"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2020-02-18 08:00:00,1,1,"{""부송동"": 1}",5.0,5,"{""공장 냄새(화학약품, 매캐함)"": 1}","공장 냄새(화학약품, 매캐함)"
익산시만,2020-02-19 03:00:00,1,1,"{""영등동"": 1}",3.0,3,"{""공장 냄새(화학약품, 매캐함)"": 1}","공장 냄새(화학약품, 매캐함)"
익산시만,2020-02-19 17:00:00,1,1,"{""성당면 대선리"": 1}",4.0,4,"{""기타"": 1}",기타
익산시만,2020-02-20 18:00:00,1,1,"{""성당면 대선리"": 1}",3.0,3,"{""기타"": 1}",기타
익산시만,2020-02-21 17:00:00,1,1,"{""성당면 대선리"": 1}",4.0,4,"{""기타"": 1}",기타
익산시만,2020-02-22 10:00:00,1,1,"{""성당면 대선리"": 1}",4.0,4,"{""기타"": 1}",기타
익산시만,2020-02-23 03:00:00,1,1,"{""부송동"": 1}",4.0,4,"{""하수구 냄새"": 1}",하수구 냄새
익산시만,2020-02-23 08:00:00,1,1,"{""부송동"": 1}",5.0,5,"{""공장 냄새(화학약품, 매캐함)"": 1}","공장 냄새(화학약품, 매캐함)"
익산시만,2020-02-23 18:00:00,1,1,"{""성당면 대선리"": 1}",4.0,4,"{""기타"": 1}",기타
익산시만,2020-02-24 01:00:00,1,1,"{""부송동"": 1}",4.0,4,"{""공장 냄새(화학약품, 매캐함)"": 1}","공장 냄새(화학약품, 매캐함)"
익산시만,2020-02-24 07:00:00,1,1,"{""부송동"": 1}",5.0,5,"{""공장 냄새(화학약품, 매캐함)"": 1}","공장 냄새(화학약품, 매캐함)"
익산시만,2020-02-24 21:00:00,1,1,"{""부송동"": 1}",3.0,3,"{""공장 냄새(화학약품, 매캐함)"": 1}","공장 냄새(화학약품, 매캐함)"
익산시만,2020-02-26 12:00:00,1,1,"{""성당면 대선리"": 1}",5.0,5,"{""기타"": 1}",기타
익산시만,2020-02-27 03:00:00,1,1,"{""부송동"": 1}",5.0,5,"{""하수구 냄새"": 1}",하수구 냄새
익산시만,2020-02-27 18:00:00,1,1,"{""성당면 대선리"": 1}",3.0,3,"{""기타"": 1}",기타
익산시만,2020-02-28 05:00:00,1,1,"{""부송동"": 1}",5.0,5,"{""음식조리 냄새"": 1}",음식조리 냄새
익산시만,2020-02-28 14:00:00,1,1,"{""부송동"": 1}",4.0,4,"{""공장 냄새(화학약품, 매캐함)"": 1}","공장 냄새(화학약품, 매캐함)"
익산시만,2020-02-29 17:00:00,1,1,"{""성당면 대선리"": 1}",4.0,4,"{""기타"": 1}",기타
익산시만,2020-03-01 14:00:00,1,1,"{""만석동"": 1}",3.0,3,"{""기타"": 1}",기타
익산시만,2020-03-01 17:00:00,1,1,"{""성당면 대선리"": 1}",3.0,3,"{""기타"": 1}",기타
익산시만,2020-03-01 22:00:00,1,1,"{""부송동"": 1}",3.0,3,"{""공장 냄새(화학약품, 매캐함)"": 1}","공장 냄새(화학약품, 매캐함)"
익산시만,2020-03-02 17:00:00,1,1,"{""용제동"": 1}",4.0,4,"{""하수구 냄새"": 1}",하수구 냄새
익산시만,2020-03-03 13:00:00,1,1,"{""성당면 대선리"": 1}",3.0,3,"{""기타"": 1}",기타
익산시만,2020-03-03 22:00:00,1,1,"{""어양동"": 1}",3.0,3,"{""하수구 냄새"": 1}",하수구 냄새
익산시만,2020-03-04 10:00:00,1,1,"{""신용동"": 1}",3.0,3,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2020-03-05 07:00:00,1,1,"{""영등동"": 1}",3.0,3,"{""공장 냄새(화학약품, 매캐함)"": 1}","공장 냄새(화학약품, 매캐함)"
익산시만,2020-03-05 18:00:00,1,1,"{""성당면 대선리"": 1}",3.0,3,"{""기타"": 1}",기타
익산시만,2020-03-07 21:00:00,1,1,"{""신흥동"": 1}",3.0,3,"{""음식조리 냄새"": 1}",음식조리 냄새
익산시만,2020-03-08 12:00:00,1,1,"{""월성동"": 1}",4.0,4,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2020-03-08 17:00:00,1,1,"{""성당면 대선리"": 1}",3.0,3,"{""기타"": 1}",기타
익산시만,2020-03-09 19:00:00,1,1,"{""성당면 대선리"": 1}",3.0,3,"{""기타"": 1}",기타
익산시만,2020-03-12 17:00:00,1,1,"{""성당면 대선리"": 1}",3.0,3,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2020-03-12 23:00:00,1,1,"{""부송동"": 1}",5.0,5,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2020-03-13 07:00:00,1,1,"{""부송동"": 1}",5.0,5,"{""공장 냄새(화학약품, 매캐함)"": 1}","공장 냄새(화학약품, 매캐함)"
익산시만,2020-03-14 09:00:00,1,1,"{""부송동"": 1}",4.0,4,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2020-03-14 12:00:00,1,1,"{""성당면 대선리"": 1}",4.0,4,"{""기타"": 1}",기타
익산시만,2020-03-15 08:00:00,1,1,"{""성당면 대선리"": 1}",3.0,3,"{""기타"": 1}",기타
익산시만,2020-03-16 17:00:00,1,1,"{""성당면 대선리"": 1}",5.0,5,"{""기타"": 1}",기타
익산시만,2020-03-16 22:00:00,1,1,"{""동산동"": 1}",4.0,4,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2020-03-18 07:00:00,1,1,"{""팔봉동"": 1}",4.0,4,"{""하수구 냄새"": 1}",하수구 냄새
익산시만,2020-03-18 17:00:00,1,1,"{""성당면 대선리"": 1}",3.0,3,"{""기타"": 1}",기타
익산시만,2020-03-18 22:00:00,1,1,"{""어양동"": 1}",5.0,5,"{""기타"": 1}",기타
익산시만,2020-03-19 18:00:00,1,1,"{""성당면 대선리"": 1}",3.0,3,"{""기타"": 1}",기타
익산시만,2020-03-20 11:00:00,1,1,"{""성당면 대선리"": 1}",4.0,4,"{""기타"": 1}",기타
익산시만,2020-03-20 23:00:00,3,3,"{""부송동"": 3}",5.0,5,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 2, ""하수구 냄새"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2020-03-21 21:00:00,1,1,"{""현영동"": 1}",5.0,5,"{""기타"": 1}",기타
익산시만,2020-03-21 22:00:00,1,1,"{""현영동"": 1}",5.0,5,"{""공장 냄새(화학약품, 매캐함)"": 1}","공장 냄새(화학약품, 매캐함)"
익산시만,2020-03-21 23:00:00,1,1,"{""현영동"": 1}",5.0,5,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2020-03-22 09:00:00,1,1,"{""부송동"": 1}",5.0,5,"{""공장 냄새(화학약품, 매캐함)"": 1}","공장 냄새(화학약품, 매캐함)"
익산시만,2020-03-23 04:00:00,1,1,"{""부송동"": 1}",4.0,4,"{""공장 냄새(화학약품, 매캐함)"": 1}","공장 냄새(화학약품, 매캐함)"
익산시만,2020-03-23 09:00:00,1,1,"{""남중동"": 1}",3.0,3,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2020-03-23 12:00:00,1,1,"{""성당면 대선리"": 1}",4.0,4,"{""기타"": 1}",기타
익산시만,2020-03-25 23:00:00,1,1,"{""부송동"": 1}",5.0,5,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2020-03-26 00:00:00,1,1,"{""어양동"": 1}",3.0,3,"{""기타"": 1}",기타
익산시만,2020-03-26 10:00:00,1,1,"{""현영동"": 1}",4.0,4,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2020-03-27 15:00:00,1,1,"{""왕궁면 흥암리"": 1}",4.0,4,"{""하수구 냄새"": 1}",하수구 냄새
익산시만,2020-03-29 18:00:00,1,1,"{""성당면 대선리"": 1}",3.0,3,"{""기타"": 1}",기타
익산시만,2020-03-30 18:00:00,1,1,"{""성당면 대선리"": 1}",4.0,4,"{""기타"": 1}",기타
익산시만,2020-03-31 18:00:00,1,1,"{""성당면 대선리"": 1}",3.0,3,"{""기타"": 1}",기타
익산시만,2020-04-01 08:00:00,1,1,"{""성당면 대선리"": 1}",4.0,4,"{""기타"": 1}",기타
익산시만,2020-04-02 08:00:00,1,1,"{""부송동"": 1}",5.0,5,"{""공장 냄새(화학약품, 매캐함)"": 1}","공장 냄새(화학약품, 매캐함)"
익산시만,2020-04-02 14:00:00,1,1,"{""성당면 대선리"": 1}",4.0,4,"{""기타"": 1}",기타
익산시만,2020-04-02 21:00:00,1,1,"{""영등동"": 1}",3.0,3,"{""공장 냄새(화학약품, 매캐함)"": 1}","공장 냄새(화학약품, 매캐함)"
익산시만,2020-04-03 08:00:00,1,1,"{""부송동"": 1}",5.0,5,"{""공장 냄새(화학약품, 매캐함)"": 1}","공장 냄새(화학약품, 매캐함)"
익산시만,2020-04-03 18:00:00,1,1,"{""성당면 대선리"": 1}",4.0,4,"{""기타"": 1}",기타
익산시만,2020-04-04 00:00:00,1,1,"{""영등동"": 1}",4.0,4,"{""기타"": 1}",기타
익산시만,2020-04-04 21:00:00,1,1,"{""영등동"": 1}",5.0,5,"{""기타"": 1}",기타
익산시만,2020-04-06 10:00:00,1,1,"{""왕궁면 구덕리"": 1}",5.0,5,"{""기타"": 1}",기타
익산시만,2020-04-06 14:00:00,1,1,"{""왕궁면 동촌리"": 1}",4.0,4,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2020-04-07 13:00:00,1,1,"{""성당면 대선리"": 1}",3.0,3,"{""기타"": 1}",기타
익산시만,2020-04-08 05:00:00,1,1,"{""부송동"": 1}",5.0,5,"{""공장 냄새(화학약품, 매캐함)"": 1}","공장 냄새(화학약품, 매캐함)"
익산시만,2020-04-08 18:00:00,1,1,"{""성당면 대선리"": 1}",3.0,3,"{""기타"": 1}",기타
익산시만,2020-04-10 07:00:00,1,1,"{""신흥동"": 1}",4.0,4,"{""기타"": 1}",기타
익산시만,2020-04-10 13:00:00,1,1,"{""성당면 대선리"": 1}",3.0,3,"{""기타"": 1}",기타
익산시만,2020-04-10 20:00:00,1,1,"{""신동"": 1}",4.0,4,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2020-04-12 01:00:00,4,2,"{""부송동"": 4}",4.0,4,"{""기타"": 2, ""가축 분뇨 냄새(닭, 돼지, 소)"": 2}",기타
익산시만,2020-04-13 17:00:00,1,1,"{""영등동"": 1}",3.0,3,"{""공장 냄새(화학약품, 매캐함)"": 1}","공장 냄새(화학약품, 매캐함)"
익산시만,2020-04-14 11:00:00,1,1,"{""성당면 대선리"": 1}",4.0,4,"{""기타"": 1}",기타
익산시만,2020-04-15 00:00:00,1,1,"{""부송동"": 1}",5.0,5,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2020-04-15 03:00:00,1,1,"{""부송동"": 1}",4.0,4,"{""공장 냄새(화학약품, 매캐함)"": 1}","공장 냄새(화학약품, 매캐함)"
익산시만,2020-04-16 20:00:00,1,1,"{""함열읍 석매리"": 1}",5.0,5,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2020-04-18 11:00:00,1,1,"{""성당면 대선리"": 1}",5.0,5,"{""기타"": 1}",기타
익산시만,2020-04-19 01:00:00,1,1,"{""영등동"": 1}",3.0,3,"{""공장 냄새(화학약품, 매캐함)"": 1}","공장 냄새(화학약품, 매캐함)"
익산시만,2020-04-19 16:00:00,1,1,"{""부송동"": 1}",3.0,3,"{""공장 냄새(화학약품, 매캐함)"": 1}","공장 냄새(화학약품, 매캐함)"
익산시만,2020-04-20 12:00:00,1,1,"{""성당면 대선리"": 1}",4.0,4,"{""기타"": 1}",기타
익산시만,2020-04-22 06:00:00,1,1,"{""성당면 대선리"": 1}",3.0,3,"{""기타"": 1}",기타
익산시만,2020-04-22 07:00:00,1,1,"{""성당면 대선리"": 1}",3.0,3,"{""기타"": 1}",기타
익산시만,2020-04-22 13:00:00,1,1,"{""성당면 대선리"": 1}",5.0,5,"{""하수구 냄새"": 1}",하수구 냄새
익산시만,2020-04-23 06:00:00,1,1,"{""성당면 대선리"": 1}",3.0,3,"{""하수구 냄새"": 1}",하수구 냄새
익산시만,2020-04-23 13:00:00,1,1,"{""성당면 대선리"": 1}",4.0,4,"{""기타"": 1}",기타
익산시만,2020-04-23 20:00:00,2,2,"{""신동"": 1, ""성당면 대선리"": 1}",3.5,4,"{""공장 냄새(화학약품, 매캐함)"": 1, ""기타"": 1}","공장 냄새(화학약품, 매캐함)"
익산시만,2020-04-23 21:00:00,1,1,"{""영등동"": 1}",5.0,5,"{""기타"": 1}",기타
익산시만,2020-04-25 18:00:00,1,1,"{""성당면 대선리"": 1}",3.0,3,"{""기타"": 1}",기타
익산시만,2020-04-26 12:00:00,1,1,"{""성당면 대선리"": 1}",4.0,4,"{""기타"": 1}",기타
익산시만,2020-04-27 05:00:00,1,1,"{""성당면 대선리"": 1}",3.0,3,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2020-04-27 13:00:00,1,1,"{""성당면 대선리"": 1}",3.0,3,"{""기타"": 1}",기타
익산시만,2020-04-28 12:00:00,1,1,"{""영등동"": 1}",3.0,3,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2020-04-28 19:00:00,1,1,"{""성당면 대선리"": 1}",5.0,5,"{""기타"": 1}",기타
익산시만,2020-04-28 23:00:00,1,1,"{""부송동"": 1}",5.0,5,"{""하수구 냄새"": 1}",하수구 냄새
익산시만,2020-04-29 17:00:00,1,1,"{""월성동"": 1}",3.0,3,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2020-04-30 01:00:00,1,1,"{""부송동"": 1}",4.0,4,"{""하수구 냄새"": 1}",하수구 냄새
익산시만,2020-04-30 02:00:00,1,1,"{""영등동"": 1}",4.0,4,"{""기타"": 1}",기타
익산시만,2020-05-01 08:00:00,1,1,"{""부송동"": 1}",4.0,4,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2020-05-02 13:00:00,1,1,"{""영등동"": 1}",5.0,5,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2020-05-02 15:00:00,1,1,"{""낭산면 석천리"": 1}",4.0,4,"{""기타"": 1}",기타
익산시만,2020-05-02 20:00:00,2,1,"{""영등동"": 2}",3.0,3,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 2}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2020-05-02 22:00:00,1,1,"{""부송동"": 1}",4.0,4,"{""하수구 냄새"": 1}",하수구 냄새
익산시만,2020-05-03 13:00:00,1,1,"{""현영동"": 1}",5.0,5,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2020-05-05 13:00:00,1,1,"{""함열읍 석매리"": 1}",3.0,3,"{""기타"": 1}",기타
익산시만,2020-05-06 23:00:00,1,1,"{""팔봉동"": 1}",2.0,2,"{""기타"": 1}",기타
익산시만,2020-05-07 22:00:00,1,1,"{""부송동"": 1}",2.0,2,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
