분석대상,발생시각,신고수,서로다른좌표수,지역별신고수,평균강도,최대강도,악취종류별신고수,주요악취종류
익산시만,2023-09-05 00:00:00,3,3,"{""동산동"": 2, ""부송동"": 1}",4.333333333333333,5,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 3}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2023-09-05 01:00:00,4,4,"{""동산동"": 4}",5.0,5,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 4}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2023-09-05 02:00:00,1,1,"{""마동"": 1}",5.0,5,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2023-09-05 21:00:00,1,1,"{""삼기면 오룡리"": 1}",4.0,4,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2023-09-06 06:00:00,1,1,"{""오산면 신지리"": 1}",4.0,4,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2023-09-06 07:00:00,3,3,"{""춘포면 쌍정리"": 2, ""어양동"": 1}",4.0,5,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 2, ""소각 냄새(태우는 냄새)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2023-09-06 17:00:00,1,1,"{""낭산면 용기리"": 1}",4.0,4,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2023-09-06 18:00:00,1,1,"{""왕궁면 온수리"": 1}",5.0,5,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2023-09-06 21:00:00,1,1,"{""평화동"": 1}",5.0,5,"{""하수구 냄새"": 1}",하수구 냄새
익산시만,2023-09-06 22:00:00,3,3,"{""부송동"": 2, ""어양동"": 1}",2.6666666666666665,3,"{""기타"": 2, ""공장 냄새(화학약품, 매캐함)"": 1}",기타
익산시만,2023-09-06 23:00:00,4,4,"{""부송동"": 2, ""어양동"": 1, ""영등동"": 1}",4.0,5,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 3, ""공장 냄새(화학약품, 매캐함)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2023-09-07 00:00:00,1,1,"{""부송동"": 1}",5.0,5,"{""기타"": 1}",기타
익산시만,2023-09-07 01:00:00,1,1,"{""춘포면 쌍정리"": 1}",4.0,4,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2023-09-07 09:00:00,1,1,"{""낭산면 용기리"": 1}",4.0,4,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2023-09-07 17:00:00,1,1,"{""낭산면 용기리"": 1}",5.0,5,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2023-09-07 22:00:00,6,6,"{""동산동"": 2, ""낭산면 용기리"": 1, ""오산면 장신리"": 1, ""부송동"": 1, ""어양동"": 1}",3.6666666666666665,4,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 3, ""공장 냄새(화학약품, 매캐함)"": 2, ""하수구 냄새"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2023-09-08 00:00:00,3,3,"{""영등동"": 1, ""팔봉동"": 1, ""어양동"": 1}",3.6666666666666665,4,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 2, ""공장 냄새(화학약품, 매캐함)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2023-09-08 03:00:00,1,1,"{""춘포면 쌍정리"": 1}",5.0,5,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2023-09-08 06:00:00,2,2,"{""어양동"": 2}",4.0,5,"{""공장 냄새(화학약품, 매캐함)"": 2}","공장 냄새(화학약품, 매캐함)"
익산시만,2023-09-08 19:00:00,1,1,"{""모현동1가"": 1}",4.0,4,"{""음식조리 냄새"": 1}",음식조리 냄새
익산시만,2023-09-08 20:00:00,1,1,"{""춘포면 쌍정리"": 1}",4.0,4,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2023-09-08 21:00:00,1,1,"{""어양동"": 1}",5.0,5,"{""하수구 냄새"": 1}",하수구 냄새
익산시만,2023-09-08 22:00:00,2,2,"{""부송동"": 2}",3.5,4,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1, ""공장 냄새(화학약품, 매캐함)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2023-09-08 23:00:00,4,4,"{""부송동"": 2, ""팔봉동"": 1, ""영등동"": 1}",3.5,4,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 3, ""하수구 냄새"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2023-09-09 00:00:00,6,6,"{""부송동"": 2, ""영등동"": 2, ""동산동"": 1, ""어양동"": 1}",3.8333333333333335,4,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 6}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2023-09-09 02:00:00,1,1,"{""부송동"": 1}",5.0,5,"{""공장 냄새(화학약품, 매캐함)"": 1}","공장 냄새(화학약품, 매캐함)"
익산시만,2023-09-09 05:00:00,1,1,"{""부송동"": 1}",4.0,4,"{""소각 냄새(태우는 냄새)"": 1}",소각 냄새(태우는 냄새)
익산시만,2023-09-09 07:00:00,1,1,"{""어양동"": 1}",3.0,3,"{""공장 냄새(화학약품, 매캐함)"": 1}","공장 냄새(화학약품, 매캐함)"
익산시만,2023-09-09 22:00:00,2,2,"{""팔봉동"": 1, ""영등동"": 1}",2.5,3,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1, ""공장 냄새(화학약품, 매캐함)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2023-09-10 00:00:00,4,4,"{""부송동"": 3, ""어양동"": 1}",4.25,5,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 4}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2023-09-10 01:00:00,3,3,"{""춘포면 쌍정리"": 2, ""송학동"": 1}",4.666666666666667,5,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 3}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2023-09-10 02:00:00,1,1,"{""어양동"": 1}",4.0,4,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2023-09-10 03:00:00,1,1,"{""부송동"": 1}",4.0,4,"{""공장 냄새(화학약품, 매캐함)"": 1}","공장 냄새(화학약품, 매캐함)"
익산시만,2023-09-10 05:00:00,1,1,"{""어양동"": 1}",3.0,3,"{""공장 냄새(화학약품, 매캐함)"": 1}","공장 냄새(화학약품, 매캐함)"
익산시만,2023-09-10 06:00:00,1,1,"{""어양동"": 1}",2.0,2,"{""공장 냄새(화학약품, 매캐함)"": 1}","공장 냄새(화학약품, 매캐함)"
익산시만,2023-09-10 22:00:00,8,8,"{""모현동1가"": 4, ""송학동"": 2, ""모현동2가"": 1, ""어양동"": 1}",3.625,5,"{""공장 냄새(화학약품, 매캐함)"": 7, ""기타"": 1}","공장 냄새(화학약품, 매캐함)"
익산시만,2023-09-10 23:00:00,1,1,"{""모현동1가"": 1}",5.0,5,"{""공장 냄새(화학약품, 매캐함)"": 1}","공장 냄새(화학약품, 매캐함)"
익산시만,2023-09-11 01:00:00,5,5,"{""동산동"": 3, ""부송동"": 1, ""인화동2가"": 1}",4.8,5,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 5}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2023-09-11 02:00:00,2,2,"{""동산동"": 1, ""춘포면 쌍정리"": 1}",5.0,5,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 2}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2023-09-11 04:00:00,1,1,"{""모현동1가"": 1}",3.0,3,"{""공장 냄새(화학약품, 매캐함)"": 1}","공장 냄새(화학약품, 매캐함)"
익산시만,2023-09-11 05:00:00,1,1,"{""팔봉동"": 1}",5.0,5,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2023-09-11 07:00:00,1,1,"{""어양동"": 1}",5.0,5,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2023-09-11 08:00:00,1,1,"{""부송동"": 1}",4.0,4,"{""공장 냄새(화학약품, 매캐함)"": 1}","공장 냄새(화학약품, 매캐함)"
익산시만,2023-09-11 21:00:00,1,1,"{""부송동"": 1}",4.0,4,"{""공장 냄새(화학약품, 매캐함)"": 1}","공장 냄새(화학약품, 매캐함)"
익산시만,2023-09-11 23:00:00,2,2,"{""춘포면 쌍정리"": 1, ""동산동"": 1}",5.0,5,"{""하수구 냄새"": 1, ""공장 냄새(화학약품, 매캐함)"": 1}",하수구 냄새
익산시만,2023-09-12 00:00:00,9,9,"{""송학동"": 3, ""영등동"": 2, ""모현동1가"": 2, ""팔봉동"": 1, ""부송동"": 1}",4.111111111111111,5,"{""공장 냄새(화학약품, 매캐함)"": 7, ""가축 분뇨 냄새(닭, 돼지, 소)"": 1, ""소각 냄새(태우는 냄새)"": 1}","공장 냄새(화학약품, 매캐함)"
익산시만,2023-09-12 01:00:00,1,1,"{""영등동"": 1}",4.0,4,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2023-09-12 08:00:00,2,2,"{""오산면 장신리"": 1, ""어양동"": 1}",3.0,3,"{""공장 냄새(화학약품, 매캐함)"": 2}","공장 냄새(화학약품, 매캐함)"
익산시만,2023-09-12 22:00:00,1,1,"{""춘포면 쌍정리"": 1}",5.0,5,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2023-09-12 23:00:00,5,5,"{""부송동"": 3, ""어양동"": 2}",4.0,5,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 5}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2023-09-13 00:00:00,4,4,"{""부송동"": 2, ""동산동"": 2}",4.5,5,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 4}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2023-09-13 02:00:00,2,2,"{""동산동"": 1, ""부송동"": 1}",2.5,3,"{""소각 냄새(태우는 냄새)"": 2}",소각 냄새(태우는 냄새)
익산시만,2023-09-14 12:00:00,1,1,"{""모현동1가"": 1}",5.0,5,"{""음식조리 냄새"": 1}",음식조리 냄새
익산시만,2023-09-14 16:00:00,1,1,"{""어양동"": 1}",2.0,2,"{""공장 냄새(화학약품, 매캐함)"": 1}","공장 냄새(화학약품, 매캐함)"
익산시만,2023-09-14 17:00:00,1,1,"{""춘포면 쌍정리"": 1}",4.0,4,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2023-09-14 18:00:00,1,1,"{""어양동"": 1}",3.0,3,"{""공장 냄새(화학약품, 매캐함)"": 1}","공장 냄새(화학약품, 매캐함)"
익산시만,2023-09-14 19:00:00,1,1,"{""삼기면 오룡리"": 1}",3.0,3,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2023-09-14 20:00:00,2,2,"{""부송동"": 1, ""어양동"": 1}",3.5,4,"{""공장 냄새(화학약품, 매캐함)"": 2}","공장 냄새(화학약품, 매캐함)"
익산시만,2023-09-14 23:00:00,1,1,"{""춘포면 쌍정리"": 1}",4.0,4,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2023-09-15 19:00:00,1,1,"{""모현동1가"": 1}",5.0,5,"{""음식조리 냄새"": 1}",음식조리 냄새
익산시만,2023-09-16 18:00:00,2,2,"{""어양동"": 1, ""부송동"": 1}",3.5,4,"{""공장 냄새(화학약품, 매캐함)"": 2}","공장 냄새(화학약품, 매캐함)"
익산시만,2023-09-16 20:00:00,1,1,"{""모현동1가"": 1}",5.0,5,"{""음식조리 냄새"": 1}",음식조리 냄새
익산시만,2023-09-16 22:00:00,1,1,"{""춘포면 쌍정리"": 1}",4.0,4,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2023-09-16 23:00:00,1,1,"{""동산동"": 1}",3.0,3,"{""하수구 냄새"": 1}",하수구 냄새
익산시만,2023-09-17 22:00:00,3,3,"{""모현동1가"": 2, ""오산면 신지리"": 1}",3.6666666666666665,5,"{""공장 냄새(화학약품, 매캐함)"": 2, ""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","공장 냄새(화학약품, 매캐함)"
익산시만,2023-09-17 23:00:00,2,2,"{""어양동"": 1, ""부송동"": 1}",3.0,3,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 2}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2023-09-18 00:00:00,5,5,"{""어양동"": 2, ""영등동"": 2, ""인화동2가"": 1}",3.8,5,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 5}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2023-09-18 01:00:00,1,1,"{""동산동"": 1}",3.0,3,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2023-09-18 07:00:00,1,1,"{""춘포면 천서리"": 1}",3.0,3,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2023-09-18 21:00:00,1,1,"{""동산동"": 1}",5.0,5,"{""하수구 냄새"": 1}",하수구 냄새
익산시만,2023-09-19 00:00:00,1,1,"{""영등동"": 1}",4.0,4,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2023-09-19 03:00:00,5,5,"{""동산동"": 2, ""마동"": 1, ""부송동"": 1, ""춘포면 쌍정리"": 1}",4.0,5,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 4, ""하수구 냄새"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2023-09-19 04:00:00,3,3,"{""평화동"": 1, ""춘포면 쌍정리"": 1, ""송학동"": 1}",4.666666666666667,5,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 3}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2023-09-19 08:00:00,1,1,"{""어양동"": 1}",4.0,4,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2023-09-19 18:00:00,1,1,"{""삼기면 오룡리"": 1}",4.0,4,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2023-09-19 21:00:00,1,1,"{""모현동2가"": 1}",5.0,5,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2023-09-20 00:00:00,14,14,"{""영등동"": 4, ""부송동"": 3, ""동산동"": 2, ""춘포면 쌍정리"": 1, ""마동"": 1, ""어양동"": 1, ""신동"": 1, ""모현동1가"": 1}",4.071428571428571,5,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 12, ""공장 냄새(화학약품, 매캐함)"": 2}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2023-09-20 01:00:00,2,2,"{""모현동1가"": 1, ""마동"": 1}",4.5,5,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 2}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2023-09-20 06:00:00,2,2,"{""부송동"": 1, ""어양동"": 1}",4.5,5,"{""공장 냄새(화학약품, 매캐함)"": 2}","공장 냄새(화학약품, 매캐함)"
익산시만,2023-09-20 08:00:00,3,3,"{""영등동"": 1, ""부송동"": 1, ""오산면 신지리"": 1}",4.333333333333333,5,"{""공장 냄새(화학약품, 매캐함)"": 2, ""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","공장 냄새(화학약품, 매캐함)"
익산시만,2023-09-20 09:00:00,2,2,"{""부송동"": 1, ""춘포면 천서리"": 1}",3.5,4,"{""공장 냄새(화학약품, 매캐함)"": 2}","공장 냄새(화학약품, 매캐함)"
익산시만,2023-09-20 19:00:00,1,1,"{""모현동1가"": 1}",5.0,5,"{""음식조리 냄새"": 1}",음식조리 냄새
익산시만,2023-09-21 21:00:00,1,1,"{""영등동"": 1}",4.0,4,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2023-09-22 17:00:00,1,1,"{""모현동1가"": 1}",5.0,5,"{""음식조리 냄새"": 1}",음식조리 냄새
익산시만,2023-09-22 22:00:00,1,1,"{""영등동"": 1}",3.0,3,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2023-09-23 16:00:00,1,1,"{""낭산면 용기리"": 1}",4.0,4,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2023-09-23 18:00:00,1,1,"{""춘포면 쌍정리"": 1}",2.0,2,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2023-09-23 20:00:00,1,1,"{""왕궁면 온수리"": 1}",5.0,5,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2023-09-23 22:00:00,1,1,"{""동산동"": 1}",3.0,3,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2023-09-23 23:00:00,1,1,"{""부송동"": 1}",4.0,4,"{""소각 냄새(태우는 냄새)"": 1}",소각 냄새(태우는 냄새)
익산시만,2023-09-24 07:00:00,1,1,"{""춘포면 쌍정리"": 1}",5.0,5,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2023-09-24 18:00:00,3,3,"{""부송동"": 1, ""어양동"": 1, ""오산면 신지리"": 1}",3.6666666666666665,5,"{""공장 냄새(화학약품, 매캐함)"": 2, ""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","공장 냄새(화학약품, 매캐함)"
익산시만,2023-09-24 19:00:00,1,1,"{""동산동"": 1}",4.0,4,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2023-09-24 21:00:00,4,4,"{""부송동"": 3, ""어양동"": 1}",3.75,4,"{""공장 냄새(화학약품, 매캐함)"": 4}","공장 냄새(화학약품, 매캐함)"
익산시만,2023-09-25 21:00:00,1,1,"{""춘포면 쌍정리"": 1}",3.0,3,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2023-09-25 22:00:00,1,1,"{""삼기면 오룡리"": 1}",3.0,3,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2023-09-26 20:00:00,4,4,"{""어양동"": 2, ""부송동"": 2}",3.5,4,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 2, ""기타"": 1, ""공장 냄새(화학약품, 매캐함)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2023-09-26 21:00:00,1,1,"{""동산동"": 1}",5.0,5,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2023-09-27 14:00:00,1,1,"{""춘포면 쌍정리"": 1}",3.0,3,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2023-09-27 20:00:00,1,1,"{""황등면 신기리"": 1}",4.0,4,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2023-09-28 21:00:00,1,1,"{""평화동"": 1}",5.0,5,"{""하수구 냄새"": 1}",하수구 냄새
익산시만,2023-09-29 02:00:00,1,1,"{""동산동"": 1}",4.0,4,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2023-09-29 13:00:00,1,1,"{""모현동1가"": 1}",5.0,5,"{""음식조리 냄새"": 1}",음식조리 냄새
익산시만,2023-09-29 21:00:00,2,2,"{""동산동"": 2}",4.5,5,"{""하수구 냄새"": 2}",하수구 냄새
익산시만,2023-09-29 22:00:00,5,5,"{""동산동"": 4, ""부송동"": 1}",4.4,5,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 5}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2023-09-30 13:00:00,1,1,"{""춘포면 쌍정리"": 1}",4.0,4,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2023-09-30 15:00:00,1,1,"{""춘포면 쌍정리"": 1}",4.0,4,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2023-09-30 18:00:00,2,2,"{""춘포면 쌍정리"": 2}",4.0,4,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 2}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2023-09-30 21:00:00,1,1,"{""평화동"": 1}",4.0,4,"{""하수구 냄새"": 1}",하수구 냄새
익산시만,2023-09-30 22:00:00,3,3,"{""동산동"": 2, ""영등동"": 1}",3.6666666666666665,4,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 3}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2023-09-30 23:00:00,2,2,"{""영등동"": 1, ""신동"": 1}",4.0,4,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 2}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2023-10-01 08:00:00,1,1,"{""춘포면 천서리"": 1}",2.0,2,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2023-10-01 19:00:00,1,1,"{""삼기면 오룡리"": 1}",4.0,4,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2023-10-01 20:00:00,1,1,"{""춘포면 쌍정리"": 1}",4.0,4,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2023-10-01 22:00:00,1,1,"{""동산동"": 1}",4.0,4,"{""하수구 냄새"": 1}",하수구 냄새
익산시만,2023-10-01 23:00:00,1,1,"{""부송동"": 1}",3.0,3,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2023-10-02 00:00:00,1,1,"{""동산동"": 1}",3.0,3,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2023-10-02 03:00:00,1,1,"{""부송동"": 1}",4.0,4,"{""공장 냄새(화학약품, 매캐함)"": 1}","공장 냄새(화학약품, 매캐함)"
익산시만,2023-10-02 06:00:00,1,1,"{""춘포면 천서리"": 1}",2.0,2,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2023-10-02 08:00:00,1,1,"{""춘포면 쌍정리"": 1}",3.0,3,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2023-10-02 14:00:00,1,1,"{""왕궁면 온수리"": 1}",4.0,4,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2023-10-02 22:00:00,1,1,"{""춘포면 쌍정리"": 1}",5.0,5,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2023-10-03 13:00:00,1,1,"{""모현동1가"": 1}",5.0,5,"{""음식조리 냄새"": 1}",음식조리 냄새
익산시만,2023-10-03 14:00:00,1,1,"{""부송동"": 1}",4.0,4,"{""공장 냄새(화학약품, 매캐함)"": 1}","공장 냄새(화학약품, 매캐함)"
익산시만,2023-10-03 19:00:00,1,1,"{""오산면 신지리"": 1}",5.0,5,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2023-10-03 20:00:00,4,4,"{""춘포면 쌍정리"": 1, ""영등동"": 1, ""삼기면 오룡리"": 1, ""동산동"": 1}",4.25,5,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 3, ""소각 냄새(태우는 냄새)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2023-10-03 21:00:00,2,2,"{""동산동"": 2}",5.0,5,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 2}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2023-10-03 22:00:00,1,1,"{""부송동"": 1}",5.0,5,"{""공장 냄새(화학약품, 매캐함)"": 1}","공장 냄새(화학약품, 매캐함)"
익산시만,2023-10-04 23:00:00,1,1,"{""동산동"": 1}",4.0,4,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2023-10-05 17:00:00,1,1,"{""어양동"": 1}",3.0,3,"{""소각 냄새(태우는 냄새)"": 1}",소각 냄새(태우는 냄새)
익산시만,2023-10-05 18:00:00,1,1,"{""삼기면 오룡리"": 1}",3.0,3,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2023-10-05 21:00:00,1,1,"{""춘포면 쌍정리"": 1}",5.0,5,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2023-10-05 22:00:00,1,1,"{""동산동"": 1}",4.0,4,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2023-10-05 23:00:00,5,5,"{""동산동"": 4, ""마동"": 1}",4.6,5,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 5}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2023-10-06 01:00:00,1,1,"{""춘포면 쌍정리"": 1}",5.0,5,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
익산시만,2023-10-06 05:00:00,1,1,"{""영등동"": 1}",4.0,4,"{""가축 분뇨 냄새(닭, 돼지, 소)"": 1}","가축 분뇨 냄새(닭, 돼지, 소)"
