event_hour,hour,grid_x,grid_y,risk_score,rank,train_end
2024-07-17 21:00:00,2024-07-17 20:00:00,9,1,0.7023792,1,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,-12,-5,0.08255074,2,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,0,-1,0.05085473,3,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,0,0,0.022247076,4,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,-3,-3,0.016370425,5,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,-11,-5,0.012834978,6,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,-1,0,0.010706507,7,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,-2,-3,0.0097711,8,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,-2,-2,0.009472773,9,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,-2,-4,0.0076130736,10,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,-5,-2,0.0070276833,11,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,-4,-2,0.0067948904,12,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,10,3,0.0060591716,13,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,-1,-1,0.005874541,14,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,-2,-1,0.0053525637,15,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,0,-2,0.0048694317,16,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,-2,0,0.0048170104,17,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,6,-3,0.004432529,18,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,6,-4,0.004044918,19,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,-3,11,0.0036656999,20,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,0,8,0.0034569583,21,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,-4,-3,0.0034128968,22,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,1,-1,0.0028121623,23,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,9,2,0.0026541855,24,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,1,0,0.0024929692,25,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,-3,13,0.0019415476,26,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,-3,-4,0.001859759,27,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,5,-2,0.001403299,28,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,0,12,0.0014031073,29,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,0,17,0.0012965645,30,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,8,-1,0.0011754018,31,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,2,-1,0.0011564001,32,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,-4,-1,0.0010936918,33,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,4,-1,0.00094958284,34,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,2,1,0.0007611222,35,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,3,1,0.0006887636,36,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,-5,-1,0.0006622931,37,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,7,-5,0.00051583507,38,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,-3,-1,0.0004968538,39,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,-5,-3,0.0004669606,40,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,-4,0,0.00045545233,41,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,-7,1,0.00044797096,42,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,-1,-3,0.00043466804,43,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,-3,0,0.00039443755,44,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,-1,1,0.00033603734,45,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,1,-2,0.00033470496,46,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,3,0,0.0003247365,47,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,1,6,0.0003244858,48,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,-1,6,0.00031014907,49,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,-1,8,0.00030405037,50,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,-9,-5,0.00030057534,51,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,7,-4,0.0002645691,52,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,6,5,0.00026100504,53,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,0,-6,0.0002515727,54,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,1,-7,0.00025125974,55,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,-9,-1,0.00025040004,56,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,2,-7,0.00025021046,57,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,-4,-4,0.00024344375,58,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,-4,10,0.0002402625,59,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,-1,18,0.00023830273,60,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,0,18,0.00023830273,61,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,-3,-2,0.00023578142,62,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,1,9,0.00023047457,63,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,-7,-1,0.0002278204,64,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,-2,15,0.00022745186,65,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,-2,13,0.00021952212,66,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,-5,-4,0.00020237727,67,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,-1,-6,0.00019446861,68,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,7,4,0.00019353977,69,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,-6,4,0.00019271304,70,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,8,1,0.0001887809,71,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,9,3,0.0001753281,72,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,-1,-7,0.00017364114,73,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,7,11,0.00016899682,74,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,6,11,0.00016891428,75,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,10,-1,0.00016378134,76,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,-9,6,0.0001618655,77,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,-3,1,0.00015748852,78,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,-10,8,0.00015644055,79,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,-9,-4,0.00015488267,80,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,6,6,0.00015079108,81,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,-8,6,0.00015024055,82,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,-10,10,0.00014933346,83,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,-10,-4,0.00014544946,84,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,-11,-6,0.00014538511,85,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,-10,-3,0.00014453683,86,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,-6,8,0.00014365734,87,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,6,3,0.00014347797,88,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,-1,5,0.00014275571,89,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,-6,15,0.00014013897,90,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,3,17,0.00013940549,91,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,2,8,0.00013863825,92,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,-5,15,0.00013801544,93,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,-5,11,0.00013777259,94,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,9,0,0.00013691305,95,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,2,-6,0.00013683371,96,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,-5,9,0.0001365415,97,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,-5,10,0.0001365415,98,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,10,5,0.00013526848,99,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,-6,-3,0.00013288147,100,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,4,14,0.00013176426,101,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,2,20,0.00013125024,102,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,8,0,0.00013101846,103,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,1,20,0.00013016288,104,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,-3,15,0.00012874305,105,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,1,8,0.00012821319,106,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,-4,12,0.00012758424,107,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,7,1,0.00012705794,108,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,4,-4,0.00012481147,109,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,0,11,0.00012436126,110,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,0,13,0.00012436126,111,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,0,14,0.00012436126,112,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,-2,16,0.00012422753,113,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,2,9,0.00012360851,114,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,0,19,0.00012212625,115,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,1,19,0.00012212625,116,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,-6,-2,0.0001215497,117,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,-1,16,0.00012139109,118,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,-1,15,0.000120723555,119,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,0,9,0.00012060319,120,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,-1,11,0.000120528486,121,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,-1,13,0.00011988468,122,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,-3,14,0.0001190989,123,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,1,11,0.00011898528,124,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,-3,12,0.00011880203,125,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,-2,11,0.00011880203,126,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,-1,-4,0.00011760562,127,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,-2,-5,0.000106422376,128,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,-9,0,0.000104631705,129,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,0,-3,0.00010376412,130,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,-5,1,0.000103500926,131,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,0,-5,0.00010107903,132,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,-4,-5,0.00010008625,133,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,-1,-2,9.868041e-05,134,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,1,-5,9.737812e-05,135,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,-5,-5,9.683662e-05,136,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,-4,19,9.385723e-05,137,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,10,0,9.144837e-05,138,2024-01-01
2024-07-17 21:00:00,2024-07-17 20:00:00,-6,1,8.975077e-05,139,2024-01-01
