hour,grid_x,grid_y,center_latitude,center_longitude,city_quiet_3h,wind_from_deg,wind_speed,upwind_share_eea,upwind_eea_6km,target,risk_score,rank,relative_risk,arm
2025-01-01 20:00:00,0,0,35.96113574950244,126.9893688171416,0,3.5733499794708905,0.15152006914915583,,,0,0.007732538,1,100,R5
2025-01-01 20:00:00,9,1,35.97018224850733,127.08924752569042,0,148.21413650485192,0.33062929985299394,,,0,0.0029711127,2,38,R5
2025-01-01 20:00:00,1,0,35.96113574950244,127.0004664514248,0,5.681164722658195,0.15335019400634942,,,0,0.0013104063,3,17,R5
2025-01-01 20:00:00,-2,-3,35.93399625248779,126.96717354857519,0,359.75787104553353,0.15421528753802852,,,1,0.0011802927,4,15,R5
2025-01-01 20:00:00,0,-1,35.95208925049756,126.9893688171416,0,1.198897360205308,0.12257251074037555,,,0,0.00076429057,5,10,R5
2025-01-01 20:00:00,-1,0,35.96113574950244,126.97827118285839,0,2.808946724251655,0.16317751568817346,,,0,0.00050870335,6,7,R5
2025-01-01 20:00:00,0,-2,35.94304275149267,126.9893688171416,0,0.47760234821896574,0.10992767712398409,,,0,0.0004521437,7,6,R5
2025-01-01 20:00:00,1,-1,35.95208925049756,127.0004664514248,0,2.124521923008672,0.1258684549430806,,,0,0.0004050232,8,5,R5
2025-01-01 20:00:00,-1,-1,35.95208925049756,126.97827118285839,0,1.1790079109344447,0.13615111960314039,,,0,0.00026923663,9,3,R5
2025-01-01 20:00:00,-2,-1,35.95208925049756,126.96717354857519,0,0.6740175908840911,0.16452663150408092,,,0,0.00021706634,10,3,R5
2025-01-01 20:00:00,-2,-2,35.94304275149267,126.96717354857519,0,0.1706257289334303,0.15161876929665147,,,0,0.00017222688,11,2,R5
2025-01-01 20:00:00,-11,-5,35.91590325447802,126.86729484002636,0,199.26579868966417,0.5643409648593608,,,0,0.00016621074,12,2,R5
2025-01-01 20:00:00,-4,-3,35.93399625248779,126.94497828000878,0,216.84378481916985,0.2534031485079541,,,0,0.00014781067,13,2,R5
2025-01-01 20:00:00,-12,-5,35.91590325447802,126.85619720574316,0,198.622359688635,0.5747160639652004,,,0,0.00014311956,14,2,R5
2025-01-01 20:00:00,-5,-2,35.94304275149267,126.93388064572558,0,207.52767920475122,0.2921421007451666,,,0,0.0001307976,15,2,R5
2025-01-01 20:00:00,-2,-4,35.9249497534829,126.96717354857519,0,358.3694417879091,0.1759660169510035,,,0,0.00012318206,16,2,R5
2025-01-01 20:00:00,-3,-4,35.9249497534829,126.95607591429199,0,281.67191742931755,0.22324524427058465,,,0,0.000116860516,17,2,R5
2025-01-01 20:00:00,2,-1,35.95208925049756,127.011564085708,0,6.161998138883064,0.14468381314273307,,,0,0.00011215508,18,1,R5
2025-01-01 20:00:00,-4,-2,35.94304275149267,126.94497828000878,0,269.8175348024278,0.2440212985307471,,,0,9.811579e-05,19,1,R5
2025-01-01 20:00:00,-2,0,35.96113574950244,126.96717354857519,0,1.710639230619904,0.1868449846487214,,,0,7.000543e-05,20,1,R5
2025-01-01 20:00:00,3,-2,35.94304275149267,127.0226617199912,0,17.662001330121825,0.1668448682914675,,,0,6.484423e-05,21,1,R5
2025-01-01 20:00:00,-11,-6,35.90685675547313,126.86729484002636,0,199.1493924019847,0.6044205420810287,,,0,5.7408004e-05,22,1,R5
2025-01-01 20:00:00,-3,-3,35.93399625248779,126.95607591429199,0,350.07763386097986,0.2010924049469233,,,0,5.6300603e-05,23,1,R5
2025-01-01 20:00:00,6,-3,35.93399625248779,127.05595462284082,0,144.08984886528594,0.3333309622250047,,,0,4.9635255e-05,24,1,R5
2025-01-01 20:00:00,0,17,36.11492623258549,126.9893688171416,0,10.233966265225774,0.21892347373318796,,,0,4.498185e-05,25,1,R5
2025-01-01 20:00:00,2,1,35.97018224850733,127.011564085708,0,25.342310982845504,0.1911843976114348,,,0,4.34052e-05,26,1,R5
2025-01-01 20:00:00,2,0,35.96113574950244,127.011564085708,0,12.224328296948045,0.16744163610371032,,,0,4.0496718e-05,27,1,R5
2025-01-01 20:00:00,9,3,35.9882752465171,127.08924752569042,0,149.0740856012486,0.26269179889229516,,,0,3.5284786e-05,28,0,R5
2025-01-01 20:00:00,-4,4,35.99732174552198,126.94497828000878,0,359.1819469392992,0.2922289987636388,,,0,3.2239142e-05,29,0,R5
2025-01-01 20:00:00,10,3,35.9882752465171,127.10034515997363,0,149.43372595057411,0.2780498576537113,,,0,3.1027e-05,30,0,R5
2025-02-11 18:00:00,9,1,35.97018224850733,127.08924752569042,0,350.6931249973227,1.252214349387448,0.03536200235104229,8329.7,0,0.00031829873,1,100,R5
2025-02-11 18:00:00,0,0,35.96113574950244,126.9893688171416,0,333.6382896698595,1.795754729875797,0.058708304984923666,8991.400000000001,0,0.0002916754,2,92,R5
2025-02-11 18:00:00,-2,-2,35.94304275149267,126.96717354857519,0,333.23972480865353,1.8221516192207412,0.04084517500171618,2915.5,0,0.00016724052,3,53,R5
2025-02-11 18:00:00,-11,-5,35.91590325447802,126.86729484002636,0,16.723256218722952,1.5886588049551726,0.00879449542917672,1482.0,0,0.00014742523,4,46,R5
2025-02-11 18:00:00,-1,-1,35.95208925049756,126.97827118285839,0,332.3600214078643,1.837241278652159,0.03823805129961858,4152.400000000001,0,0.0001446639,5,45,R5
2025-02-11 18:00:00,1,0,35.96113574950244,127.0004664514248,0,333.65643290166184,1.7875264020901105,0.25046424214967433,41353.6,0,0.00014275181,6,45,R5
2025-02-11 18:00:00,-1,0,35.96113574950244,126.97827118285839,0,334.6745027502297,1.7773584651069219,0.062317472568734614,7169.700000000001,0,0.00013834804,7,43,R5
2025-02-11 18:00:00,0,-1,35.95208925049756,126.9893688171416,0,331.42648656475984,1.8593508550717324,0.021435893105316257,2386.1,1,0.00013234327,8,42,R5
2025-02-11 18:00:00,-2,-1,35.95208925049756,126.96717354857519,0,334.48108211881777,1.7920841499765217,0.07355704972935881,4309.2,0,0.00010712971,9,34,R5
2025-02-11 18:00:00,-2,0,35.96113574950244,126.96717354857519,0,336.86608976563025,1.7380618652335327,0.17232108945389693,15652.7,0,0.00010174045,10,32,R5
2025-02-11 18:00:00,-12,-5,35.91590325447802,126.85619720574316,0,19.346850099334176,1.6099017547065622,0.0003617945007235891,68.4,0,9.4204595e-05,11,30,R5
2025-02-11 18:00:00,0,-2,35.94304275149267,126.9893688171416,0,330.6195607796119,1.8839289623508348,0.022041235405466493,2155.3,0,8.7578395e-05,12,28,R5
2025-02-11 18:00:00,-2,-3,35.93399625248779,126.96717354857519,0,333.14530919364245,1.8257854116226626,0.008333826733253502,689.6999999999999,0,8.3762825e-05,13,26,R5
2025-02-11 18:00:00,-4,-2,35.94304275149267,126.94497828000878,0,340.9093198897509,1.6986535943755343,0.12844448655574006,6235.8,0,8.114203e-05,14,25,R5
2025-02-11 18:00:00,6,-3,35.93399625248779,127.05595462284082,0,339.56480473553006,1.5215674092382314,0.13865202202168164,35477.6,0,7.757804e-05,15,24,R5
2025-02-11 18:00:00,-3,-4,35.9249497534829,126.95607591429199,0,337.4229947088954,1.7521833759610443,0.011884950843276803,1208.4,0,7.694441e-05,16,24,R5
2025-02-11 18:00:00,1,-1,35.95208925049756,127.0004664514248,0,331.56274039268084,1.8517711291222427,0.1734905394202551,25887.2,0,7.081911e-05,17,22,R5
2025-02-11 18:00:00,-4,-3,35.93399625248779,126.94497828000878,0,340.7922750658694,1.7063029140933117,0.049924134359412335,2747.4,0,6.917721e-05,18,22,R5
2025-02-11 18:00:00,-5,-2,35.94304275149267,126.93388064572558,0,346.0772310708573,1.641515056182891,0.11827068176520385,7712.1,0,6.7172085e-05,19,21,R5
2025-02-11 18:00:00,2,-1,35.95208925049756,127.011564085708,0,332.5842773857144,1.8140491890742865,0.12461861980717724,25944.5,0,5.34983e-05,20,17,R5
2025-02-11 18:00:00,-3,-3,35.93399625248779,126.95607591429199,0,336.4140865094573,1.766982342648375,0.04197574115317107,2348.4,0,5.3186395e-05,21,17,R5
2025-02-11 18:00:00,-2,-4,35.9249497534829,126.96717354857519,0,334.1589434957857,1.804927295140366,0.003618125448298438,399.0,0,3.704141e-05,22,12,R5
2025-02-11 18:00:00,-4,4,35.99732174552198,126.94497828000878,0,1.7629185952145576,1.392881182079177,0.6205439533575304,168421.39999999997,0,3.6901572e-05,23,12,R5
2025-02-11 18:00:00,-5,-1,35.95208925049756,126.93388064572558,0,347.2373947516046,1.617825802620615,0.33872364616689693,7626.6,0,3.5718942e-05,24,11,R5
2025-02-11 18:00:00,-4,0,35.96113574950244,126.94497828000878,0,344.5031257522933,1.6321137885451298,0.3061124460923949,9617.900000000001,0,2.859092e-05,25,9,R5
2025-02-11 18:00:00,-3,-1,35.95208925049756,126.95607591429199,0,337.79636777064235,1.7341119867835983,0.1921279805291113,7578.200000000001,0,2.5137779e-05,26,8,R5
2025-02-11 18:00:00,0,17,36.11492623258549,126.9893688171416,0,14.936494152184025,1.058037699305516,0.08574616495235156,48122.899999999994,0,2.4758998e-05,27,8,R5
2025-02-11 18:00:00,2,0,35.96113574950244,127.011564085708,0,334.55903241849387,1.7522139536236063,0.23052422355961244,50764.5,0,2.3324208e-05,28,7,R5
2025-02-11 18:00:00,2,1,35.97018224850733,127.011564085708,0,337.4832446983498,1.6683170547325785,0.2583534256008124,51851.3,0,1.8024633e-05,29,6,R5
2025-02-11 18:00:00,1,-2,35.94304275149267,127.0004664514248,0,330.5888885197578,1.883553584410153,0.11174148729750778,15969.3,0,1.7508222e-05,30,6,R5
2025-02-21 08:00:00,9,1,35.97018224850733,127.08924752569042,1,94.01251233223667,0.488428819798541,,,0,0.007600028,1,100,R5
2025-02-21 08:00:00,0,0,35.96113574950244,126.9893688171416,1,105.37025475045948,0.577876526109324,,,0,0.000985714,2,13,R5
2025-02-21 08:00:00,0,-1,35.95208925049756,126.9893688171416,1,105.47112745674127,0.5925425583159984,,,0,0.0007670913,3,10,R5
2025-02-21 08:00:00,-2,-3,35.93399625248779,126.96717354857519,1,106.19194575417595,0.5906369482649388,,,0,0.00041794396,4,5,R5
2025-02-21 08:00:00,-1,0,35.96113574950244,126.97827118285839,1,105.58858487979296,0.572680180620578,,,0,0.00023431239,5,3,R5
2025-02-21 08:00:00,1,0,35.96113574950244,127.0004664514248,1,105.17197679849926,0.5772035287587353,,,1,0.00023295025,6,3,R5
2025-02-21 08:00:00,-11,-5,35.91590325447802,126.86729484002636,1,121.44073329626178,0.6334545326831192,,,0,0.00023229362,7,3,R5
2025-02-21 08:00:00,1,-1,35.95208925049756,127.0004664514248,1,105.40062446884247,0.5914933521767743,,,0,0.00016146082,8,2,R5
2025-02-21 08:00:00,-12,-5,35.91590325447802,126.85619720574316,1,121.50791907352186,0.6427059034424611,,,0,0.00014266952,9,2,R5
2025-02-21 08:00:00,-1,-1,35.95208925049756,126.97827118285839,1,105.62727967189903,0.5880233641042263,,,0,0.00012169638,10,2,R5
2025-02-21 08:00:00,-2,-1,35.95208925049756,126.96717354857519,1,106.01247677775063,0.5786101938758963,,,0,0.00011955559,11,2,R5
2025-02-21 08:00:00,6,-3,35.93399625248779,127.05595462284082,1,103.60588508990207,0.561409515659874,,,0,0.000106955726,12,1,R5
2025-02-21 08:00:00,-4,4,35.99732174552198,126.94497828000878,1,105.06562035927095,0.3772003054453958,,,0,0.000104355226,13,1,R5
2025-02-21 08:00:00,-5,-2,35.94304275149267,126.93388064572558,1,109.55880364706513,0.5571178298674679,,,0,0.000102357,14,1,R5
