station_id,station_name,lat,lon,distance_from_iksan_center_km,station_type
702,익산,35.93807,126.99252,2.205562735837406,AWS
733,함라,36.0461,126.8917,12.949352996330921,AWS
763,여산,36.0592,127.062,13.400654006470774,AWS
146,전주,35.84092,127.11718,17.600805141262374,AWS
737,김제,35.80905,126.87765,18.992644869394674,AWS
