모델,Hit@3(전체),Hit@3(전체) 95%CI,Hit@3(전체) - prior기준선,전체 차이 95%CI,Recall@3(전체),Recall@3(전체) 95%CI,Hit@3(후보내),Hit@3(후보내) 95%CI,Hit@3(후보내) - prior기준선,후보내 차이 95%CI,Recall@3(후보내),Recall@3(후보내) 95%CI,PR-AUC(후보내),ROC-AUC(후보내),평가 Event 수(전체),평가 Event 수(후보내),테스트 Event 수
기준선 무작위,0.2722147126397248,0.25~0.30,-0.4083248970043625,-0.48~-0.34,0.09325350719799638,0.09~0.10,0.27844863735666503,0.25~0.30,-0.41767584884415704,-0.48~-0.35,0.10634224103240639,0.10~0.11,0.0835026412027631,0.5,134,131,156
기준선 초기민원수 상위3,0.7374378109452736,0.67~0.80,0.05689820130118638,-0.01~+0.13,0.35436567164179106,0.31~0.40,0.7543256997455471,0.69~0.82,0.058201213544724996,-0.01~+0.13,0.405937840785169,0.36~0.46,0.24741078002357353,0.7034405219789851,134,131,156
기준선 prior만,0.6805396096440871,0.59~0.76,0.0,+0.00~+0.00,0.35810485120186614,0.30~0.41,0.696124486200822,0.61~0.77,0.0,+0.00~+0.00,0.4020556627426856,0.35~0.46,0.3112998428554877,0.8465694293646081,134,131,156
XGB 기존15변수(LOO prior),0.7014925373134329,0.62~0.78,0.02095292766934558,-0.01~+0.06,0.36771203506278133,0.31~0.42,0.7175572519083969,0.63~0.79,0.021432765707574866,-0.01~+0.06,0.41821761783593847,0.36~0.48,0.3506208968602711,0.8421215293677904,134,131,156
XGB 15변수+이력,0.7014925373134329,0.62~0.78,0.02095292766934558,-0.01~+0.06,0.3767383321487799,0.32~0.43,0.7175572519083969,0.63~0.79,0.021432765707574866,-0.01~+0.06,0.4290863928268508,0.37~0.49,0.36440248891922755,0.8571766447089867,134,131,156
