datetime,latitude,longitude,region,intensity,odor_type,grid_id,st_cluster
2020-08-05 09:06:00,35.95812,126.97395,영등동,3,기타,-2:0,30
2020-08-05 09:10:00,35.964104,126.97406,영등동,4,기타,-2:1,30
2020-08-05 09:10:00,35.96349,126.97406,영등동,2,"가축 분뇨 냄새(닭, 돼지, 소)",-2:1,30
2020-08-05 09:12:00,35.9636,126.974014,영등동,5,"가축 분뇨 냄새(닭, 돼지, 소)",-2:1,30
2020-08-05 09:18:00,35.953217,126.97521,영등동,2,"가축 분뇨 냄새(닭, 돼지, 소)",-2:-1,30
2020-08-05 09:21:00,35.93627,126.969215,마동,4,"가축 분뇨 냄새(닭, 돼지, 소)",-3:-5,-1
2020-08-05 09:26:00,35.95256,126.95092,모현동1가,3,"가축 분뇨 냄새(닭, 돼지, 소)",-7:-1,-1
2020-08-05 14:36:00,35.957447,126.99565,부송동,4,하수구 냄새,2:0,-1
2020-08-05 16:08:00,35.963745,127.015495,팔봉동,3,"가축 분뇨 냄새(닭, 돼지, 소)",5:1,-1
2020-08-05 19:06:00,35.963745,127.015495,팔봉동,4,기타,5:1,31
2020-08-05 19:30:00,35.963745,127.01547,팔봉동,4,"가축 분뇨 냄새(닭, 돼지, 소)",5:1,31
2020-08-05 19:32:00,35.96569,127.01601,팔봉동,3,기타,5:2,31
2020-08-05 19:36:00,35.966007,127.01507,팔봉동,3,"가축 분뇨 냄새(닭, 돼지, 소)",5:2,31
2020-08-05 19:44:00,35.965637,127.01605,팔봉동,5,"가축 분뇨 냄새(닭, 돼지, 소)",5:2,31
2020-08-05 20:35:00,35.95713,126.97989,어양동,3,"가축 분뇨 냄새(닭, 돼지, 소)",-1:0,-1
2020-08-05 21:20:00,35.934074,126.97093,동산동,3,하수구 냄새,-3:-5,-1
2020-08-05 21:26:00,35.93358,126.97052,동산동,4,음식조리 냄새,-3:-6,-1
2020-08-05 21:30:00,35.948048,126.9374,모현동1가,2,기타,-9:-2,-1
2020-08-05 21:31:00,35.933895,126.97048,동산동,4,하수구 냄새,-3:-6,-1
2020-08-05 21:40:00,35.94019,126.93798,송학동,5,"가축 분뇨 냄새(닭, 돼지, 소)",-9:-4,-1
2020-08-05 21:45:00,35.92679,126.954216,인화동2가,4,"가축 분뇨 냄새(닭, 돼지, 소)",-6:-7,-1
2020-08-05 22:03:00,35.95457,126.93553,모현동2가,3,"가축 분뇨 냄새(닭, 돼지, 소)",-9:-1,-1
2020-08-05 22:05:00,35.927795,126.954216,인화동2가,4,"가축 분뇨 냄새(닭, 돼지, 소)",-6:-7,-1
2020-08-05 22:31:00,35.95167,126.93624,모현동1가,3,기타,-9:-2,-1
2020-08-05 22:48:00,35.934147,126.95014,인화동1가,3,기타,-7:-5,-1
2020-08-05 22:48:00,35.92788,126.959915,동산동,4,"가축 분뇨 냄새(닭, 돼지, 소)",-5:-7,-1
2020-08-05 23:01:00,35.93436,126.970436,동산동,5,"가축 분뇨 냄새(닭, 돼지, 소)",-3:-5,-1
2020-08-05 23:22:00,35.96305,126.94991,신동,4,기타,-7:1,-1
2020-08-05 23:30:00,35.940628,126.95055,창인동1가,3,"가축 분뇨 냄새(닭, 돼지, 소)",-7:-4,-1
2020-08-05 23:34:00,35.926235,126.95912,동산동,4,"가축 분뇨 냄새(닭, 돼지, 소)",-5:-7,-1
2020-08-05 23:42:00,35.958866,126.9397,모현동2가,3,기타,-9:0,-1
2020-08-05 23:59:00,35.957863,126.961975,신동,3,기타,-5:0,-1
2020-08-06 00:00:00,35.957664,126.96182,신동,4,기타,-5:0,-1
2020-08-06 00:02:00,35.93007,126.95856,동산동,3,"가축 분뇨 냄새(닭, 돼지, 소)",-5:-6,-1
2020-08-06 00:20:00,35.956085,126.977745,영등동,3,기타,-2:-1,-1
2020-08-06 00:30:00,35.93018,126.9707,동산동,3,"가축 분뇨 냄새(닭, 돼지, 소)",-3:-6,-1
2020-08-06 00:37:00,35.96032,126.97377,영등동,4,기타,-2:0,-1
2020-08-06 01:02:00,35.95594,126.98069,어양동,4,기타,-1:-1,32
2020-08-06 01:03:00,35.963203,126.982925,어양동,5,"가축 분뇨 냄새(닭, 돼지, 소)",-1:1,32
2020-08-06 01:49:00,35.963276,126.98311,어양동,5,"가축 분뇨 냄새(닭, 돼지, 소)",-1:1,32
2020-08-06 02:35:00,35.96207,126.991486,부송동,4,하수구 냄새,1:1,-1
2020-08-06 07:27:00,35.963745,127.01547,팔봉동,5,"공장 냄새(화학약품, 매캐함)",5:1,-1
2020-08-06 08:22:00,35.94019,126.93798,송학동,5,기타,-9:-4,-1
2020-08-06 12:39:00,35.96575,127.01464,팔봉동,3,"공장 냄새(화학약품, 매캐함)",5:2,-1
2020-08-06 12:59:00,35.963745,127.01547,팔봉동,4,"공장 냄새(화학약품, 매캐함)",5:1,-1
2020-08-06 13:16:00,35.963745,127.015495,팔봉동,3,"공장 냄새(화학약품, 매캐함)",5:1,-1
2020-08-06 14:13:00,35.96571,127.0145,팔봉동,5,"공장 냄새(화학약품, 매캐함)",5:2,-1
2020-08-06 14:38:00,35.963745,127.01547,팔봉동,4,"공장 냄새(화학약품, 매캐함)",5:1,-1
2020-08-06 18:21:00,36.056644,126.98726,낭산면 용기리,3,"가축 분뇨 냄새(닭, 돼지, 소)",0:22,-1
2020-08-06 20:08:00,35.936417,126.96746,마동,4,하수구 냄새,-4:-5,-1
2020-08-06 21:38:00,35.96551,127.0157,팔봉동,5,"공장 냄새(화학약품, 매캐함)",5:1,-1
2020-08-06 22:00:00,35.94788,126.96888,영등동,4,"가축 분뇨 냄새(닭, 돼지, 소)",-3:-2,-1
2020-08-06 22:01:00,35.957832,126.9742,영등동,1,"공장 냄새(화학약품, 매캐함)",-2:0,33
2020-08-06 22:29:00,35.961185,126.97925,영등동,4,"가축 분뇨 냄새(닭, 돼지, 소)",-1:1,33
2020-08-06 22:33:00,35.961224,126.99397,부송동,2,"가축 분뇨 냄새(닭, 돼지, 소)",1:1,33
2020-08-06 22:34:00,35.92832,126.96326,동산동,4,기타,-4:-7,34
2020-08-06 22:43:00,35.960754,126.986496,부송동,3,"가축 분뇨 냄새(닭, 돼지, 소)",0:0,33
2020-08-06 22:48:00,35.954346,126.983826,어양동,3,기타,-1:-1,33
2020-08-06 22:49:00,35.954464,126.983475,어양동,3,기타,-1:-1,33
2020-08-06 22:52:00,35.95667,126.971725,영등동,3,"가축 분뇨 냄새(닭, 돼지, 소)",-3:0,33
2020-08-06 22:59:00,35.928413,126.963524,동산동,3,기타,-4:-7,34
2020-08-06 23:02:00,35.961185,126.97827,영등동,3,"가축 분뇨 냄새(닭, 돼지, 소)",-2:1,33
2020-08-06 23:02:00,35.9543,126.98883,어양동,3,"가축 분뇨 냄새(닭, 돼지, 소)",0:-1,33
2020-08-06 23:04:00,35.964684,126.98306,어양동,3,기타,-1:1,33
2020-08-06 23:04:00,35.934685,126.96999,동산동,4,기타,-3:-5,34
2020-08-06 23:05:00,35.96032,126.97377,영등동,4,기타,-2:0,33
2020-08-06 23:06:00,35.934418,126.9702,동산동,4,"가축 분뇨 냄새(닭, 돼지, 소)",-3:-5,34
2020-08-06 23:09:00,35.95282,126.971405,영등동,4,"가축 분뇨 냄새(닭, 돼지, 소)",-3:-1,33
2020-08-06 23:10:00,35.928738,126.96312,동산동,4,기타,-4:-7,34
2020-08-06 23:13:00,35.934505,126.970345,동산동,4,하수구 냄새,-3:-5,34
2020-08-06 23:13:00,35.96032,126.97377,영등동,5,기타,-2:0,33
2020-08-06 23:15:00,35.961075,126.9724,영등동,2,기타,-3:0,33
2020-08-06 23:16:00,35.963818,126.9792,영등동,5,"가축 분뇨 냄새(닭, 돼지, 소)",-1:1,33
2020-08-06 23:17:00,35.963634,126.97428,영등동,3,"가축 분뇨 냄새(닭, 돼지, 소)",-2:1,33
2020-08-06 23:20:00,35.9428,126.96595,마동,4,기타,-4:-4,34
2020-08-06 23:21:00,35.942726,126.96644,마동,5,기타,-4:-4,34
2020-08-06 23:22:00,35.9428,126.96591,마동,5,기타,-4:-4,34
2020-08-06 23:22:00,35.942616,126.96626,마동,5,기타,-4:-4,34
2020-08-06 23:23:00,35.943012,126.96622,마동,4,기타,-4:-3,34
2020-08-06 23:43:00,35.962845,126.99166,부송동,3,기타,1:1,33
2020-08-07 00:00:00,35.953075,126.98588,어양동,4,하수구 냄새,0:-1,33
2020-08-07 00:28:00,35.955597,126.98803,어양동,4,"가축 분뇨 냄새(닭, 돼지, 소)",0:-1,33
2020-08-07 01:39:00,35.928764,126.96319,동산동,5,"가축 분뇨 냄새(닭, 돼지, 소)",-4:-7,-1
2020-08-07 02:27:00,35.932396,126.94117,평화동,4,"가축 분뇨 냄새(닭, 돼지, 소)",-8:-6,-1
2020-08-07 04:47:00,35.961384,126.99408,부송동,5,"가축 분뇨 냄새(닭, 돼지, 소)",1:1,-1
2020-08-07 07:11:00,36.060467,126.98735,낭산면 용기리,3,"가축 분뇨 냄새(닭, 돼지, 소)",0:22,-1
2020-08-07 07:24:00,35.93649,126.97859,금강동,5,하수구 냄새,-2:-5,-1
2020-08-07 08:17:00,35.991467,126.97598,월성동,3,기타,-2:7,-1
2020-08-07 09:48:00,35.962593,126.9918,부송동,2,기타,1:1,-1
2020-08-07 15:11:00,35.961548,126.993546,부송동,2,"가축 분뇨 냄새(닭, 돼지, 소)",1:1,-1
2020-08-07 15:19:00,35.9627,126.99162,부송동,4,"가축 분뇨 냄새(닭, 돼지, 소)",1:1,-1
2020-08-07 15:21:00,35.959854,126.99344,부송동,4,기타,1:0,-1
2020-08-07 18:14:00,35.961258,126.99388,부송동,5,기타,1:1,-1
2020-08-07 18:14:00,35.962666,126.991394,부송동,4,기타,1:1,-1
2020-08-07 18:18:00,35.95668,126.99521,부송동,4,"가축 분뇨 냄새(닭, 돼지, 소)",1:0,-1
2020-08-07 18:29:00,35.961044,126.99375,부송동,3,"가축 분뇨 냄새(닭, 돼지, 소)",1:0,-1
2020-08-07 21:08:00,35.961258,126.99428,부송동,5,"공장 냄새(화학약품, 매캐함)",1:1,-1
2020-08-07 23:52:00,35.936275,126.978325,금강동,5,하수구 냄새,-2:-5,-1
2020-08-08 13:20:00,35.928448,126.963234,동산동,3,기타,-4:-7,-1
2020-08-08 13:37:00,35.958866,126.9397,모현동2가,3,기타,-9:0,-1
2020-08-08 16:00:00,35.957256,126.99956,부송동,3,"가축 분뇨 냄새(닭, 돼지, 소)",2:0,-1
2020-08-08 16:03:00,35.95792,126.97408,영등동,2,"가축 분뇨 냄새(닭, 돼지, 소)",-2:0,-1
2020-08-08 16:19:00,35.958447,126.99858,부송동,4,"가축 분뇨 냄새(닭, 돼지, 소)",2:0,-1
2020-08-08 18:03:00,35.92719,126.96591,동산동,5,"가축 분뇨 냄새(닭, 돼지, 소)",-4:-7,-1
2020-08-08 18:05:00,35.928738,126.96312,동산동,5,하수구 냄새,-4:-7,-1
2020-08-08 18:11:00,35.961437,126.99423,부송동,4,기타,1:1,-1
2020-08-08 18:13:00,35.962772,126.9918,부송동,4,기타,1:1,-1
2020-08-08 20:51:00,35.928738,126.96314,동산동,4,하수구 냄새,-4:-7,-1
2020-08-08 21:50:00,35.954353,126.9838,어양동,3,기타,-1:-1,35
2020-08-08 22:02:00,35.963852,126.98639,부송동,4,"가축 분뇨 냄새(닭, 돼지, 소)",0:1,35
2020-08-08 22:02:00,35.96317,126.98519,부송동,4,"가축 분뇨 냄새(닭, 돼지, 소)",0:1,35
2020-08-08 22:12:00,35.953255,126.984215,어양동,4,기타,0:-1,35
2020-08-08 22:18:00,35.96536,126.986,부송동,4,기타,0:1,35
2020-08-08 22:23:00,35.961296,126.994194,부송동,4,기타,1:1,35
2020-08-08 22:24:00,35.9627,126.99122,부송동,4,기타,1:1,35
2020-08-08 22:25:00,35.954662,126.98641,어양동,3,기타,0:-1,35
2020-08-08 22:28:00,35.957417,126.995674,부송동,4,"가축 분뇨 냄새(닭, 돼지, 소)",2:0,35
2020-08-08 22:28:00,35.954494,126.9835,어양동,4,기타,-1:-1,35
2020-08-08 22:28:00,35.96122,126.97903,영등동,4,"가축 분뇨 냄새(닭, 돼지, 소)",-1:1,35
2020-08-08 22:29:00,35.954334,126.981735,어양동,4,"가축 분뇨 냄새(닭, 돼지, 소)",-1:-1,35
2020-08-08 22:31:00,35.963852,126.98641,부송동,3,"가축 분뇨 냄새(닭, 돼지, 소)",0:1,35
2020-08-08 22:32:00,35.956318,126.9802,어양동,2,하수구 냄새,-1:-1,35
2020-08-08 22:34:00,35.96115,126.98608,어양동,5,"가축 분뇨 냄새(닭, 돼지, 소)",0:1,35
2020-08-08 22:35:00,35.955166,126.98676,어양동,3,"가축 분뇨 냄새(닭, 돼지, 소)",0:-1,35
2020-08-08 22:37:00,35.96137,126.99388,부송동,4,하수구 냄새,1:1,35
2020-08-08 22:37:00,35.9628,126.98495,부송동,3,"가축 분뇨 냄새(닭, 돼지, 소)",0:1,35
2020-08-08 22:38:00,35.959995,126.98546,어양동,4,기타,0:0,35
2020-08-08 22:45:00,35.960392,126.984436,어양동,4,"가축 분뇨 냄새(닭, 돼지, 소)",0:0,35
2020-08-08 22:58:00,35.962666,126.99153,부송동,4,"가축 분뇨 냄새(닭, 돼지, 소)",1:1,35
2020-08-08 22:59:00,35.961582,126.99437,부송동,5,"가축 분뇨 냄새(닭, 돼지, 소)",1:1,35
2020-08-08 23:55:00,35.93447,126.97039,동산동,5,기타,-3:-5,36
2020-08-08 23:56:00,35.93436,126.97074,마동,3,기타,-3:-5,36
2020-08-08 23:56:00,35.9515,126.97476,영등동,3,기타,-2:-2,-1
2020-08-08 23:58:00,35.934353,126.970314,동산동,5,"가축 분뇨 냄새(닭, 돼지, 소)",-3:-5,36
2020-08-09 00:00:00,36.07574,126.963295,함열읍 와리,5,"가축 분뇨 냄새(닭, 돼지, 소)",-4:26,-1
2020-08-09 00:01:00,35.929028,126.97274,동산동,3,하수구 냄새,-3:-7,36
2020-08-09 00:24:00,35.948048,126.9374,모현동1가,4,기타,-9:-2,-1
2020-08-09 00:30:00,35.93355,126.97052,동산동,5,음식조리 냄새,-3:-6,36
2020-08-09 00:42:00,35.931732,126.970345,동산동,4,하수구 냄새,-3:-6,36
2020-08-09 01:44:00,35.939217,126.941666,송학동,4,"공장 냄새(화학약품, 매캐함)",-8:-4,-1
2020-08-09 01:46:00,35.929924,126.95838,동산동,3,"가축 분뇨 냄새(닭, 돼지, 소)",-5:-6,-1
2020-08-09 07:19:00,35.928143,126.96361,동산동,3,"가축 분뇨 냄새(닭, 돼지, 소)",-4:-7,-1
2020-08-09 08:34:00,35.93584,126.97841,금강동,3,"가축 분뇨 냄새(닭, 돼지, 소)",-2:-5,-1
2020-08-09 10:03:00,35.92823,126.96326,동산동,3,기타,-4:-7,-1
2020-08-09 11:12:00,35.92679,126.95419,인화동2가,4,"가축 분뇨 냄새(닭, 돼지, 소)",-6:-7,37
2020-08-09 11:12:00,35.92679,126.95419,인화동2가,4,"가축 분뇨 냄새(닭, 돼지, 소)",-6:-7,37
2020-08-09 11:12:00,35.92679,126.95419,인화동2가,4,"가축 분뇨 냄새(닭, 돼지, 소)",-6:-7,37
2020-08-09 11:12:00,35.92679,126.95419,인화동2가,4,"가축 분뇨 냄새(닭, 돼지, 소)",-6:-7,37
2020-08-09 11:15:00,35.933174,126.94668,평화동,4,기타,-7:-6,37
2020-08-09 12:28:00,35.95742,126.99571,부송동,3,하수구 냄새,2:0,-1
2020-08-09 14:20:00,35.997658,126.94504,황등면 황등리,3,기타,-8:9,-1
2020-08-09 18:59:00,35.961044,126.99401,부송동,3,기타,1:0,38
2020-08-09 19:00:00,35.92875,126.96316,동산동,2,기타,-4:-7,39
2020-08-09 19:22:00,35.954494,126.98346,어양동,3,기타,-1:-1,38
2020-08-09 19:28:00,35.961006,126.99397,부송동,4,기타,1:0,38
2020-08-09 19:31:00,35.954514,126.983475,어양동,4,기타,-1:-1,38
2020-08-09 19:31:00,35.9344,126.97037,동산동,3,기타,-3:-5,39
2020-08-09 19:39:00,35.953255,126.984215,어양동,4,기타,0:-1,38
2020-08-09 19:39:00,35.953255,126.984215,어양동,4,기타,0:-1,38
2020-08-09 19:39:00,35.955257,126.98683,어양동,4,"가축 분뇨 냄새(닭, 돼지, 소)",0:-1,38
2020-08-09 19:39:00,35.953255,126.984215,어양동,2,"가축 분뇨 냄새(닭, 돼지, 소)",0:-1,38
2020-08-09 19:41:00,35.956608,126.99557,부송동,4,"가축 분뇨 냄새(닭, 돼지, 소)",2:0,38
2020-08-09 19:41:00,35.953255,126.984215,어양동,3,기타,0:-1,38
2020-08-09 19:44:00,35.9543,126.98884,어양동,4,"가축 분뇨 냄새(닭, 돼지, 소)",0:-1,38
2020-08-09 19:44:00,35.95403,126.98499,어양동,5,"가축 분뇨 냄새(닭, 돼지, 소)",0:-1,38
2020-08-09 19:46:00,35.958736,126.9914,부송동,4,하수구 냄새,1:0,38
2020-08-09 19:49:00,35.9543,126.988846,어양동,5,기타,0:-1,38
2020-08-09 19:49:00,35.95336,126.98461,어양동,5,"가축 분뇨 냄새(닭, 돼지, 소)",0:-1,38
2020-08-09 19:51:00,35.952137,126.97513,영등동,3,기타,-2:-1,38
2020-08-09 19:52:00,35.928738,126.96312,동산동,3,하수구 냄새,-4:-7,39
2020-08-09 19:53:00,35.933994,126.97086,동산동,4,"가축 분뇨 냄새(닭, 돼지, 소)",-3:-5,39
2020-08-09 19:54:00,35.953976,126.98129,어양동,4,"가축 분뇨 냄새(닭, 돼지, 소)",-1:-1,38
2020-08-09 19:54:00,35.934074,126.96948,동산동,5,기타,-3:-5,39
2020-08-09 19:57:00,35.957592,126.990265,부송동,4,기타,1:0,38
2020-08-09 19:57:00,35.958553,126.97628,영등동,4,기타,-2:0,38
2020-08-09 19:59:00,35.96075,126.97548,영등동,4,"가축 분뇨 냄새(닭, 돼지, 소)",-2:0,38
2020-08-09 20:00:00,35.96032,126.97377,영등동,4,기타,-2:0,38
2020-08-09 20:04:00,35.928738,126.96312,동산동,3,"가축 분뇨 냄새(닭, 돼지, 소)",-4:-7,39
2020-08-09 20:04:00,35.961002,126.97543,영등동,2,"가축 분뇨 냄새(닭, 돼지, 소)",-2:0,38
2020-08-09 20:06:00,35.92786,126.95994,동산동,4,기타,-5:-7,39
2020-08-09 20:09:00,35.957813,126.974106,영등동,3,기타,-2:0,38
2020-08-09 20:09:00,35.94233,126.96617,마동,3,기타,-4:-4,39
2020-08-09 20:11:00,35.956066,126.99322,부송동,5,기타,1:-1,38
2020-08-09 20:15:00,35.92679,126.95419,인화동2가,4,기타,-6:-7,39
2020-08-09 20:18:00,35.954876,126.981514,어양동,3,"가축 분뇨 냄새(닭, 돼지, 소)",-1:-1,38
2020-08-09 20:19:00,35.933025,126.96361,동산동,5,기타,-4:-6,39
2020-08-09 20:19:00,35.93025,126.95873,동산동,4,"가축 분뇨 냄새(닭, 돼지, 소)",-5:-6,39
2020-08-09 20:19:00,35.96305,126.94989,신동,3,"가축 분뇨 냄새(닭, 돼지, 소)",-7:1,-1
2020-08-09 20:19:00,35.940517,126.946335,창인동2가,3,기타,-7:-4,39
2020-08-09 20:20:00,35.934113,126.95006,인화동1가,3,"가축 분뇨 냄새(닭, 돼지, 소)",-7:-5,39
2020-08-09 20:23:00,35.927715,126.95907,동산동,4,"가축 분뇨 냄새(닭, 돼지, 소)",-5:-7,39
2020-08-09 20:24:00,35.92679,126.95419,인화동2가,5,기타,-6:-7,39
2020-08-09 20:24:00,35.928738,126.96312,동산동,3,기타,-4:-7,39
2020-08-09 20:29:00,35.928177,126.96314,동산동,3,기타,-4:-7,39
2020-08-09 20:36:00,35.943623,126.95585,남중동,3,기타,-6:-3,39
2020-08-09 20:51:00,35.944187,126.96427,마동,5,"가축 분뇨 냄새(닭, 돼지, 소)",-4:-3,39
2020-08-09 20:54:00,35.94744,126.9464,모현동1가,4,"가축 분뇨 냄새(닭, 돼지, 소)",-7:-3,39
2020-08-09 20:57:00,35.95781,126.96265,신동,4,기타,-4:0,-1
2020-08-09 21:00:00,35.93411,126.97101,동산동,4,기타,-3:-5,39
2020-08-09 21:00:00,35.934074,126.96948,동산동,5,기타,-3:-5,39
2020-08-09 21:02:00,35.934074,126.96963,동산동,5,"가축 분뇨 냄새(닭, 돼지, 소)",-3:-5,39
2020-08-09 21:12:00,35.957523,126.96158,신동,5,기타,-5:0,-1
2020-08-09 21:19:00,35.92704,126.95426,인화동2가,4,기타,-6:-7,39
2020-08-09 21:25:00,35.928406,126.963264,동산동,3,기타,-4:-7,39
2020-08-09 21:25:00,35.95256,126.95092,모현동1가,5,"가축 분뇨 냄새(닭, 돼지, 소)",-7:-1,-1
2020-08-09 21:26:00,35.926838,126.95348,인화동2가,5,기타,-6:-7,39
2020-08-09 21:26:00,35.9285,126.96336,동산동,3,"가축 분뇨 냄새(닭, 돼지, 소)",-4:-7,39
2020-08-09 21:27:00,35.929955,126.96698,동산동,5,기타,-4:-6,39
2020-08-09 21:28:00,35.934868,126.95418,갈산동,4,"가축 분뇨 냄새(닭, 돼지, 소)",-6:-5,39
2020-08-09 21:28:00,35.930645,126.95692,인화동2가,4,기타,-5:-6,39
2020-08-09 21:38:00,35.934418,126.97024,동산동,4,기타,-3:-5,39
2020-08-09 21:47:00,35.92774,126.96612,동산동,5,"가축 분뇨 냄새(닭, 돼지, 소)",-4:-7,39
2020-08-09 21:51:00,35.957684,126.961555,신동,5,"가축 분뇨 냄새(닭, 돼지, 소)",-5:0,-1
2020-08-09 21:56:00,35.928738,126.96312,동산동,4,기타,-4:-7,39
2020-08-09 22:00:00,35.92729,126.95439,인화동2가,4,기타,-6:-7,39
2020-08-09 22:00:00,35.926716,126.95402,인화동2가,4,"가축 분뇨 냄새(닭, 돼지, 소)",-6:-7,39
2020-08-09 22:00:00,35.926723,126.95405,인화동2가,4,"가축 분뇨 냄새(닭, 돼지, 소)",-6:-7,39
2020-08-09 22:09:00,35.92704,126.95347,인화동2가,4,"가축 분뇨 냄새(닭, 돼지, 소)",-6:-7,40
2020-08-09 22:09:00,35.945766,126.94608,모현동1가,3,기타,-7:-3,41
2020-08-09 22:12:00,35.944984,126.93853,모현동1가,3,기타,-9:-3,41
2020-08-09 22:12:00,35.936523,126.96866,마동,3,"가축 분뇨 냄새(닭, 돼지, 소)",-3:-5,40
2020-08-09 22:16:00,35.94596,126.946,모현동1가,4,"가축 분뇨 냄새(닭, 돼지, 소)",-7:-3,41
2020-08-09 22:16:00,35.932297,126.941,평화동,5,"가축 분뇨 냄새(닭, 돼지, 소)",-8:-6,-1
2020-08-09 22:17:00,35.945564,126.941345,모현동1가,5,기타,-8:-3,41
2020-08-09 22:26:00,35.953094,126.93766,모현동2가,3,"가축 분뇨 냄새(닭, 돼지, 소)",-9:-1,41
2020-08-09 22:29:00,35.94722,126.93196,오산면 장신리,4,기타,-10:-3,41
2020-08-09 22:34:00,35.947327,126.936226,모현동1가,3,"가축 분뇨 냄새(닭, 돼지, 소)",-9:-3,41
2020-08-09 22:35:00,35.944836,126.92978,송학동,3,"가축 분뇨 냄새(닭, 돼지, 소)",-10:-3,41
2020-08-09 22:44:00,35.934505,126.97061,마동,3,기타,-3:-5,40
2020-08-09 22:57:00,35.961224,126.99366,부송동,3,기타,1:1,-1
2020-08-09 23:09:00,35.92827,126.96328,동산동,5,하수구 냄새,-4:-7,40
2020-08-09 23:29:00,35.92881,126.96379,동산동,4,기타,-4:-7,40
2020-08-09 23:43:00,35.928738,126.96314,동산동,4,기타,-4:-7,40
2020-08-10 00:11:00,35.934326,126.97025,동산동,5,"가축 분뇨 냄새(닭, 돼지, 소)",-3:-5,40
2020-08-10 00:12:00,35.94491,126.93,송학동,2,기타,-10:-3,-1
2020-08-10 00:24:00,35.963383,126.97362,영등동,3,기타,-2:1,-1
2020-08-10 00:31:00,35.96032,126.97377,영등동,4,"가축 분뇨 냄새(닭, 돼지, 소)",-2:0,-1
2020-08-10 00:34:00,35.95775,126.962685,신동,5,기타,-4:0,-1
2020-08-10 00:53:00,35.9581,126.961754,신동,4,"가축 분뇨 냄새(닭, 돼지, 소)",-5:0,-1
2020-08-10 00:59:00,35.942833,126.9664,마동,4,기타,-4:-4,-1
2020-08-10 01:02:00,35.929657,126.96534,동산동,4,기타,-4:-6,40
2020-08-10 01:03:00,35.92962,126.96541,동산동,4,기타,-4:-6,40
2020-08-10 01:16:00,35.933983,126.97002,동산동,5,하수구 냄새,-3:-5,42
2020-08-10 01:18:00,35.93392,126.97011,동산동,5,하수구 냄새,-3:-6,42
2020-08-10 01:28:00,35.93281,126.97145,동산동,3,"가축 분뇨 냄새(닭, 돼지, 소)",-3:-6,42
2020-08-10 01:42:00,35.96032,126.97377,영등동,5,기타,-2:0,-1
2020-08-10 01:52:00,35.96133,126.97898,영등동,5,기타,-1:1,-1
2020-08-10 02:01:00,35.9583,126.99765,부송동,4,기타,2:0,-1
2020-08-10 02:27:00,35.9543,126.98142,어양동,3,"가축 분뇨 냄새(닭, 돼지, 소)",-1:-1,-1
2020-08-10 05:37:00,35.932297,126.941,평화동,5,"가축 분뇨 냄새(닭, 돼지, 소)",-8:-6,-1
2020-08-10 08:19:00,35.963097,126.99166,부송동,2,기타,1:1,-1
2020-08-10 08:32:00,35.934723,126.969925,마동,5,"가축 분뇨 냄새(닭, 돼지, 소)",-3:-5,-1
2020-08-10 08:50:00,35.9543,126.98883,어양동,4,기타,0:-1,-1
2020-08-10 08:56:00,35.96108,126.99397,부송동,3,기타,1:0,43
2020-08-10 08:58:00,35.9541,126.9853,어양동,3,기타,0:-1,43
2020-08-10 08:59:00,35.956604,126.9718,영등동,3,"가축 분뇨 냄새(닭, 돼지, 소)",-3:0,-1
2020-08-10 08:59:00,35.928738,126.96312,동산동,3,기타,-4:-7,-1
2020-08-10 09:06:00,35.96151,126.99423,부송동,3,기타,1:1,43
2020-08-10 09:06:00,35.962807,126.98517,부송동,5,"가축 분뇨 냄새(닭, 돼지, 소)",0:1,43
2020-08-10 12:32:00,35.95115,127.07174,왕궁면 구덕리,4,기타,15:-2,-1
2020-08-10 13:17:00,35.957405,126.99574,부송동,4,하수구 냄새,2:0,-1
2020-08-10 15:53:00,35.934307,126.97029,동산동,4,기타,-3:-5,-1
2020-08-10 16:03:00,35.933025,126.96361,동산동,5,기타,-4:-6,-1
2020-08-10 16:05:00,35.94059,126.94769,중앙동1가,3,"가축 분뇨 냄새(닭, 돼지, 소)",-7:-4,44
2020-08-10 16:11:00,35.94365,126.955864,남중동,3,기타,-6:-3,44
2020-08-10 16:11:00,35.945404,126.94585,모현동1가,4,기타,-7:-3,44
2020-08-10 16:15:00,35.95256,126.95092,모현동1가,5,"가축 분뇨 냄새(닭, 돼지, 소)",-7:-1,44
2020-08-10 16:31:00,35.93892,126.95348,갈산동,5,기타,-6:-4,44
2020-08-10 16:40:00,35.94744,126.9464,모현동1가,3,기타,-7:-3,44
2020-08-10 16:45:00,35.96305,126.94989,신동,2,기타,-7:1,-1
2020-08-10 17:53:00,35.961025,126.98674,부송동,3,기타,0:0,45
2020-08-10 17:59:00,35.957294,126.996056,부송동,4,"가축 분뇨 냄새(닭, 돼지, 소)",2:0,45
2020-08-10 18:09:00,35.9543,126.98883,어양동,4,"가축 분뇨 냄새(닭, 돼지, 소)",0:-1,45
2020-08-10 18:14:00,35.955265,126.98669,어양동,3,"가축 분뇨 냄새(닭, 돼지, 소)",0:-1,45
2020-08-10 18:30:00,35.96151,126.99432,부송동,4,기타,1:1,45
2020-08-10 18:31:00,35.962738,126.99153,부송동,4,기타,1:1,45
2020-08-10 18:31:00,35.96579,127.01454,팔봉동,3,"가축 분뇨 냄새(닭, 돼지, 소)",5:2,-1
