cluster_id,start,end,duration_minutes,reports,unique_grids,mean_intensity,major_region,major_odor_type
155,2021-08-31 00:24:00,2021-08-31 00:43:00,19.0,6,3,4.166666666666667,부송동,"가축 분뇨 냄새(닭, 돼지, 소)"
36,2020-08-08 23:55:00,2020-08-09 00:42:00,47.0,6,3,4.166666666666667,동산동,기타
185,2022-06-27 19:17:00,2022-06-27 20:20:00,63.0,6,5,4.0,영등동,기타
261,2024-07-05 21:52:00,2024-07-05 22:22:00,30.0,6,1,3.8333333333333335,왕궁면 흥암리,"가축 분뇨 냄새(닭, 돼지, 소)"
167,2021-09-23 06:35:00,2021-09-23 08:18:00,103.0,6,6,4.333333333333333,영등동,"가축 분뇨 냄새(닭, 돼지, 소)"
183,2022-06-26 23:09:00,2022-06-27 00:09:00,60.0,6,4,4.166666666666667,부송동,기타
28,2020-08-04 22:51:00,2020-08-04 23:07:00,16.0,6,6,4.333333333333333,모현동1가,기타
21,2020-08-02 21:26:00,2020-08-02 22:50:00,84.0,6,3,4.0,동산동,기타
256,2024-06-23 22:51:00,2024-06-23 23:17:00,26.0,5,3,4.0,영등동,"가축 분뇨 냄새(닭, 돼지, 소)"
317,2025-10-11 22:35:00,2025-10-11 23:04:00,29.0,5,5,3.8,부송동,"가축 분뇨 냄새(닭, 돼지, 소)"
302,2025-08-13 23:40:00,2025-08-14 00:01:00,21.0,5,4,4.8,부송동,"가축 분뇨 냄새(닭, 돼지, 소)"
296,2024-10-14 22:17:00,2024-10-14 22:51:00,34.0,5,1,4.6,왕궁면 흥암리,"가축 분뇨 냄새(닭, 돼지, 소)"
237,2022-10-02 20:45:00,2022-10-02 21:11:00,26.0,5,3,4.2,동산동,기타
294,2024-10-10 21:01:00,2024-10-10 21:20:00,19.0,5,1,4.2,왕궁면 흥암리,"가축 분뇨 냄새(닭, 돼지, 소)"
308,2025-09-14 23:57:00,2025-09-15 00:40:00,43.0,5,4,4.4,어양동,"가축 분뇨 냄새(닭, 돼지, 소)"
248,2023-09-12 23:50:00,2023-09-13 00:34:00,44.0,5,4,4.0,부송동,"가축 분뇨 냄새(닭, 돼지, 소)"
288,2024-09-14 00:13:00,2024-09-14 00:30:00,17.0,5,3,4.8,동산동,"가축 분뇨 냄새(닭, 돼지, 소)"
314,2025-09-30 21:34:00,2025-09-30 21:54:00,20.0,5,1,4.8,왕궁면 흥암리,"공장 냄새(화학약품, 매캐함)"
319,2025-10-17 21:13:00,2025-10-17 21:35:00,22.0,5,1,4.0,왕궁면 흥암리,"가축 분뇨 냄새(닭, 돼지, 소)"
263,2024-07-14 22:31:00,2024-07-14 23:00:00,29.0,5,1,4.2,왕궁면 흥암리,"가축 분뇨 냄새(닭, 돼지, 소)"
309,2025-09-15 20:27:00,2025-09-15 21:25:00,58.0,5,1,4.4,왕궁면 흥암리,"가축 분뇨 냄새(닭, 돼지, 소)"
270,2024-07-22 20:59:00,2024-07-22 21:49:00,50.0,5,4,3.6,영등동,"가축 분뇨 냄새(닭, 돼지, 소)"
244,2023-09-05 00:52:00,2023-09-05 01:59:00,67.0,5,3,5.0,동산동,"가축 분뇨 냄새(닭, 돼지, 소)"
322,2026-07-01 00:16:00,2026-07-01 00:21:00,5.0,5,1,4.2,왕궁면 흥암리,"가축 분뇨 냄새(닭, 돼지, 소)"
127,2021-07-28 20:42:00,2021-07-28 21:39:00,57.0,5,3,4.6,동산동,"가축 분뇨 냄새(닭, 돼지, 소)"
151,2021-08-20 20:20:00,2021-08-20 20:38:00,18.0,5,4,4.2,동산동,기타
169,2021-09-24 22:53:00,2021-09-24 23:13:00,20.0,5,3,3.6,동산동,기타
108,2021-06-10 17:10:00,2021-06-10 18:01:00,51.0,5,5,4.8,동산동,"공장 냄새(화학약품, 매캐함)"
165,2021-09-19 21:12:00,2021-09-19 21:45:00,33.0,5,4,4.2,부송동,"공장 냄새(화학약품, 매캐함)"
63,2020-08-22 06:18:00,2020-08-22 07:10:00,52.0,5,4,4.2,부송동,"가축 분뇨 냄새(닭, 돼지, 소)"
65,2020-08-22 21:54:00,2020-08-22 22:43:00,49.0,5,3,3.8,동산동,기타
160,2021-09-05 07:55:00,2021-09-05 08:31:00,36.0,5,2,4.6,낭산면 용기리,기타
152,2021-08-25 21:37:00,2021-08-25 22:13:00,36.0,5,3,4.4,어양동,기타
85,2020-09-18 21:35:00,2020-09-18 21:47:00,12.0,5,2,3.8,팔봉동,기타
37,2020-08-09 11:12:00,2020-08-09 11:15:00,3.0,5,2,4.0,인화동2가,"가축 분뇨 냄새(닭, 돼지, 소)"
147,2021-08-17 14:32:00,2021-08-17 15:21:00,49.0,5,2,4.6,낭산면 용기리,기타
88,2020-09-19 23:41:00,2020-09-20 00:37:00,56.0,5,3,3.4,동산동,기타
141,2021-08-14 15:56:00,2021-08-14 16:47:00,51.0,5,2,4.8,낭산면 용기리,기타
90,2020-09-21 22:03:00,2020-09-21 22:59:00,56.0,5,2,3.4,어양동,"공장 냄새(화학약품, 매캐함)"
131,2021-08-04 21:05:00,2021-08-04 21:10:00,5.0,5,2,5.0,낭산면 용기리,기타
98,2021-06-05 02:52:00,2021-06-05 02:56:00,4.0,5,1,5.0,인화동2가,기타
104,2021-06-09 20:56:00,2021-06-09 21:12:00,16.0,5,3,4.6,동산동,"공장 냄새(화학약품, 매캐함)"
170,2021-09-24 23:06:00,2021-09-24 23:26:00,20.0,5,3,4.0,부송동,"공장 냄새(화학약품, 매캐함)"
48,2020-08-13 01:46:00,2020-08-13 02:03:00,17.0,5,4,4.6,평화동,기타
31,2020-08-05 19:06:00,2020-08-05 19:44:00,38.0,5,2,3.8,팔봉동,"가축 분뇨 냄새(닭, 돼지, 소)"
210,2022-07-27 23:49:00,2022-07-28 00:36:00,47.0,5,3,4.4,부송동,"공장 냄새(화학약품, 매캐함)"
228,2022-09-10 10:16:00,2022-09-10 10:19:00,3.0,5,1,5.0,낭산면 용기리,기타
4,2020-06-16 01:09:00,2020-06-16 01:20:00,11.0,5,3,4.0,영등동,기타
221,2022-08-26 20:37:00,2022-08-26 20:38:00,1.0,5,2,3.6,부송동,"공장 냄새(화학약품, 매캐함)"
214,2022-08-04 23:38:00,2022-08-05 00:28:00,50.0,5,2,4.6,부송동,"가축 분뇨 냄새(닭, 돼지, 소)"
14,2020-07-27 09:18:00,2020-07-27 09:33:00,15.0,5,2,3.4,부송동,"가축 분뇨 냄새(닭, 돼지, 소)"
212,2022-08-01 17:58:00,2022-08-01 18:49:00,51.0,5,2,4.8,낭산면 용기리,기타
16,2020-07-30 00:12:00,2020-07-30 00:55:00,43.0,5,3,4.0,동산동,"가축 분뇨 냄새(닭, 돼지, 소)"
211,2022-07-28 22:34:00,2022-07-28 23:18:00,44.0,5,4,3.4,부송동,"가축 분뇨 냄새(닭, 돼지, 소)"
208,2022-07-26 22:35:00,2022-07-26 23:00:00,25.0,5,4,4.2,부송동,기타
205,2022-07-20 07:21:00,2022-07-20 08:33:00,72.0,5,4,3.6,동산동,"가축 분뇨 냄새(닭, 돼지, 소)"
30,2020-08-05 09:06:00,2020-08-05 09:18:00,12.0,5,3,3.2,영등동,"가축 분뇨 냄새(닭, 돼지, 소)"
29,2020-08-04 23:21:00,2020-08-05 00:23:00,62.0,5,1,4.0,팔봉동,기타
197,2022-07-13 01:24:00,2022-07-13 01:57:00,33.0,5,5,4.4,영등동,"가축 분뇨 냄새(닭, 돼지, 소)"
105,2021-06-09 23:04:00,2021-06-09 23:57:00,53.0,5,2,3.8,동산동,"공장 냄새(화학약품, 매캐함)"
59,2020-08-18 04:31:00,2020-08-18 05:23:00,52.0,4,2,4.0,동산동,"가축 분뇨 냄새(닭, 돼지, 소)"
76,2020-09-04 00:03:00,2020-09-04 00:35:00,32.0,4,4,2.75,어양동,"가축 분뇨 냄새(닭, 돼지, 소)"
12,2020-07-23 23:03:00,2020-07-23 23:33:00,30.0,4,3,3.5,부송동,"공장 냄새(화학약품, 매캐함)"
67,2020-08-24 01:03:00,2020-08-24 01:35:00,32.0,4,4,4.25,부송동,기타
89,2020-09-20 22:47:00,2020-09-20 23:29:00,42.0,4,3,4.0,부송동,"가축 분뇨 냄새(닭, 돼지, 소)"
43,2020-08-10 08:56:00,2020-08-10 09:06:00,10.0,4,4,3.5,부송동,기타
10,2020-07-22 19:56:00,2020-07-22 20:29:00,33.0,4,2,3.0,부송동,기타
91,2020-09-22 20:34:00,2020-09-22 21:24:00,50.0,4,3,3.5,어양동,"공장 냄새(화학약품, 매캐함)"
19,2020-08-01 23:49:00,2020-08-02 00:04:00,15.0,4,3,3.75,부송동,"가축 분뇨 냄새(닭, 돼지, 소)"
291,2024-09-30 23:25:00,2024-09-30 23:44:00,19.0,4,1,4.75,부송동,"공장 냄새(화학약품, 매캐함)"
73,2020-08-31 02:43:00,2020-08-31 03:14:00,31.0,4,4,3.5,모현동1가,기타
305,2025-08-30 22:57:00,2025-08-30 23:54:00,57.0,4,3,5.0,어양동,"가축 분뇨 냄새(닭, 돼지, 소)"
161,2021-09-12 21:52:00,2021-09-12 22:23:00,31.0,4,2,2.75,팔봉동,"공장 냄새(화학약품, 매캐함)"
184,2022-06-26 23:19:00,2022-06-26 23:58:00,39.0,4,4,4.0,영등동,기타
182,2022-06-26 07:09:00,2022-06-26 07:53:00,44.0,4,4,4.0,영등동,기타
259,2024-07-02 00:04:00,2024-07-02 00:30:00,26.0,4,2,3.75,어양동,소각 냄새(태우는 냄새)
124,2021-07-25 15:28:00,2021-07-25 16:31:00,63.0,4,2,3.5,낭산면 용기리,기타
236,2022-09-29 21:18:00,2022-09-29 22:18:00,60.0,4,2,4.75,부송동,"가축 분뇨 냄새(닭, 돼지, 소)"
128,2021-07-31 21:48:00,2021-07-31 21:54:00,6.0,4,1,4.25,부송동,"가축 분뇨 냄새(닭, 돼지, 소)"
262,2024-07-07 18:28:00,2024-07-07 19:28:00,60.0,4,1,4.5,왕궁면 흥암리,"가축 분뇨 냄새(닭, 돼지, 소)"
140,2021-08-13 02:53:00,2021-08-13 03:06:00,13.0,4,3,4.25,어양동,"공장 냄새(화학약품, 매캐함)"
195,2022-07-06 22:33:00,2022-07-06 22:42:00,9.0,4,3,4.0,모현동1가,기타
150,2021-08-19 23:21:00,2021-08-19 23:51:00,30.0,4,3,4.25,부송동,"공장 냄새(화학약품, 매캐함)"
109,2021-06-14 22:32:00,2021-06-14 22:50:00,18.0,3,3,4.666666666666667,모현동1가,"공장 냄새(화학약품, 매캐함)"
252,2023-10-13 21:14:00,2023-10-13 22:01:00,47.0,3,2,4.666666666666667,부송동,"가축 분뇨 냄새(닭, 돼지, 소)"
42,2020-08-10 01:16:00,2020-08-10 01:28:00,12.0,3,2,4.333333333333333,동산동,하수구 냄새
168,2021-09-23 22:51:00,2021-09-23 23:15:00,24.0,3,2,4.333333333333333,부송동,"공장 냄새(화학약품, 매캐함)"
118,2021-07-14 23:59:00,2021-07-15 00:54:00,55.0,3,1,4.666666666666667,모현동1가,기타
313,2025-09-23 20:37:00,2025-09-23 21:03:00,26.0,3,2,4.666666666666667,왕궁면 흥암리,"가축 분뇨 냄새(닭, 돼지, 소)"
246,2023-09-08 23:23:00,2023-09-09 00:03:00,40.0,3,2,4.0,부송동,"가축 분뇨 냄새(닭, 돼지, 소)"
267,2024-07-17 22:00:00,2024-07-17 22:26:00,26.0,3,1,4.333333333333333,왕궁면 흥암리,"가축 분뇨 냄새(닭, 돼지, 소)"
271,2024-07-22 23:41:00,2024-07-22 23:56:00,15.0,3,3,4.0,부송동,"가축 분뇨 냄새(닭, 돼지, 소)"
145,2021-08-16 13:05:00,2021-08-16 14:02:00,57.0,3,1,4.333333333333333,낭산면 용기리,기타
243,2023-08-27 01:35:00,2023-08-27 02:30:00,55.0,3,2,4.333333333333333,모현동1가,"공장 냄새(화학약품, 매캐함)"
100,2021-06-06 20:41:00,2021-06-06 21:17:00,36.0,3,3,4.0,송학동,"공장 냄새(화학약품, 매캐함)"
242,2023-08-20 23:42:00,2023-08-21 00:04:00,22.0,3,3,4.333333333333333,어양동,"가축 분뇨 냄새(닭, 돼지, 소)"
122,2021-07-22 19:48:00,2021-07-22 20:29:00,41.0,3,2,3.3333333333333335,부송동,기타
9,2020-07-19 22:42:00,2020-07-19 23:21:00,39.0,3,3,3.6666666666666665,마동,기타
32,2020-08-06 01:02:00,2020-08-06 01:49:00,47.0,3,2,4.666666666666667,어양동,"가축 분뇨 냄새(닭, 돼지, 소)"
238,2022-10-06 08:25:00,2022-10-06 08:28:00,3.0,2,2,4.5,부송동,하수구 냄새
163,2021-09-15 20:02:00,2021-09-15 21:02:00,60.0,2,2,5.0,낭산면 용기리,기타
189,2022-07-03 04:43:00,2022-07-03 04:53:00,10.0,2,2,2.0,영등동,기타
264,2024-07-15 21:11:00,2024-07-15 21:55:00,44.0,2,1,4.0,왕궁면 흥암리,"가축 분뇨 냄새(닭, 돼지, 소)"
158,2021-09-01 00:08:00,2021-09-01 00:17:00,9.0,2,2,4.5,영등동,"가축 분뇨 냄새(닭, 돼지, 소)"
87,2020-09-19 22:56:00,2020-09-19 23:25:00,29.0,2,1,4.0,부송동,기타
139,2021-08-12 21:59:00,2021-08-12 22:41:00,42.0,2,2,3.0,부송동,"공장 냄새(화학약품, 매캐함)"
101,2021-06-07 20:04:00,2021-06-07 20:22:00,18.0,2,2,4.0,모현동1가,"공장 냄새(화학약품, 매캐함)"
119,2021-07-15 01:41:00,2021-07-15 02:27:00,46.0,2,2,4.5,송학동,"가축 분뇨 냄새(닭, 돼지, 소)"
106,2021-06-09 23:58:00,2021-06-10 00:00:00,2.0,2,1,4.0,어양동,"공장 냄새(화학약품, 매캐함)"
234,2022-09-21 21:54:00,2022-09-21 22:19:00,25.0,2,2,4.5,어양동,"공장 냄새(화학약품, 매캐함)"
249,2023-09-18 00:13:00,2023-09-18 00:13:00,0.0,1,1,3.0,영등동,"가축 분뇨 냄새(닭, 돼지, 소)"
224,2022-09-04 17:25:00,2022-09-04 17:25:00,0.0,1,1,4.0,영등동,"가축 분뇨 냄새(닭, 돼지, 소)"
