gap_before_min,n_init_reports,n_init_locs,n_init_grids,n_future_reports,complete,n_candidates,n_positive_cells,n_future_cells,n_outside_cells,n_future_reports_outside,cov_cells_r1,cov_cells_r2,cov_cells_r3,cov_cells_r4,t0_override,t_pred_min,lead_gain_min,t0,event_id,has_positive,has_future,outside_only
16.0,7,7,6,2,True,35,1,2,1,1,1,1,1,2,28154730,28154760,1,2023-07-13 21:30:00,EV2-0193,True,True,False
798.0,7,7,5,0,True,33,0,0,0,0,0,0,0,0,28210772,28210802,22,2023-08-21 19:32:00,EV2-0194,False,False,False
27.0,7,7,4,2,True,33,0,2,2,2,0,0,1,1,28241284,28241314,3,2023-09-12 00:04:00,EV2-0195,False,True,True
56.0,7,7,5,0,True,37,0,0,0,0,0,0,0,0,28249904,28249934,2,2023-09-17 23:44:00,EV2-0196,False,False,False
6.0,7,7,6,7,True,41,4,6,2,2,3,4,6,6,28252811,28252841,14,2023-09-20 00:11:00,EV2-0197,True,True,False
137.0,8,7,1,3,True,13,1,1,0,0,1,1,1,1,28668699,28668729,5,2024-07-04 19:39:00,EV2-0198,True,True,False
9.0,7,7,5,19,True,49,6,7,1,1,5,6,7,7,28687531,28687561,7,2024-07-17 21:31:00,EV2-0199,True,True,False
1.0,8,8,5,5,True,36,3,3,0,0,3,3,3,3,28687593,28687623,4,2024-07-17 22:33:00,EV2-0200,True,True,False
16.0,8,7,7,2,True,43,2,2,0,0,2,2,2,2,28694682,28694712,0,2024-07-22 20:42:00,EV2-0201,True,True,False
5.0,9,7,6,6,True,30,4,4,0,0,4,4,4,4,28703414,28703444,5,2024-07-28 22:14:00,EV2-0202,True,True,False
5.0,8,7,4,4,True,24,2,2,0,0,2,2,2,2,28703476,28703506,4,2024-07-28 23:16:00,EV2-0203,True,True,False
45.0,7,7,1,5,True,13,1,1,0,0,1,1,1,1,28736490,28736520,14,2024-08-20 21:30:00,EV2-0204,True,True,False
737.0,7,7,1,1,True,13,1,1,0,0,1,1,1,1,28752254,28752284,4,2024-08-31 20:14:00,EV2-0205,True,True,False
17.0,7,7,4,5,True,26,3,5,2,2,2,3,4,5,28754024,28754054,14,2024-09-02 01:44:00,EV2-0206,True,True,False
98.0,7,7,5,5,True,34,3,3,0,0,3,3,3,3,28756558,28756588,19,2024-09-03 19:58:00,EV2-0207,True,True,False
53.0,7,7,5,12,True,39,5,7,2,2,4,5,6,6,28758300,28758330,15,2024-09-05 01:00:00,EV2-0208,True,True,False
27.0,8,7,4,4,True,31,3,4,1,1,3,3,3,3,28762518,28762548,16,2024-09-07 23:18:00,EV2-0209,True,True,False
101.0,7,7,5,5,True,37,2,2,0,0,2,2,2,2,28764035,28764065,16,2024-09-09 00:35:00,EV2-0210,True,True,False
19.0,7,7,5,7,True,37,5,5,0,0,4,5,5,5,28771199,28771229,14,2024-09-13 23:59:00,EV2-0211,True,True,False
72.0,8,7,2,5,True,18,1,1,0,0,1,1,1,1,28796940,28796970,9,2024-10-01 21:00:00,EV2-0212,True,True,False
34.0,7,7,2,13,True,18,2,2,0,0,2,2,2,2,29154071,29154101,23,2025-06-06 21:11:00,EV2-0213,True,True,False
14.0,8,7,4,15,True,31,5,5,0,0,5,5,5,5,29244892,29244922,9,2025-08-08 22:52:00,EV2-0214,True,True,False
1.0,9,9,5,0,True,48,0,0,0,0,0,0,0,0,29244953,29244983,0,2025-08-08 23:53:00,EV2-0215,False,False,False
16.0,8,7,6,3,True,37,2,2,0,0,2,2,2,2,29273628,29273658,9,2025-08-28 21:48:00,EV2-0216,True,True,False
8.0,8,7,5,6,True,37,4,4,0,0,4,4,4,4,29285089,29285119,9,2025-09-05 20:49:00,EV2-0217,True,True,False
108.0,7,7,6,1,True,36,1,1,0,0,0,1,1,1,29296829,29296859,10,2025-09-14 00:29:00,EV2-0218,True,True,False
12.0,8,8,6,6,True,40,5,5,0,0,5,5,5,5,29298226,29298256,7,2025-09-14 23:46:00,EV2-0219,True,True,False
1.0,7,7,4,1,True,26,1,1,0,0,1,1,1,1,29335594,29335624,6,2025-10-10 22:34:00,EV2-0220,True,True,False
143.0,7,7,1,1,True,13,1,1,0,0,1,1,1,1,29338479,29338509,16,2025-10-12 22:39:00,EV2-0221,True,True,False
197.0,8,8,6,2,True,41,1,2,1,1,1,1,1,1,29728732,29728762,3,2026-07-10 22:52:00,EV2-0222,True,True,False
