구분,Event 수,예측창에 민원 있음,후보 안 정답 있음,정답이 전부 후보 밖,미래 정답 격자 수(합),후보 밖 정답 격자 수(합),예측창 신고 수(합),후보 밖 신고 수(합),후보 밖 비율(격자) 95%CI,후보 밖 비율(신고 건수) 95%CI,정답 전부 후보 밖 Event 비율 95%CI,후보 밖 비율(격자),후보 밖 비율(신고 건수),후보 포함률(격자 기준),반경1 포함률,반경2 포함률,반경3 포함률,반경4 포함률
전체 Event,222,204,201,3,918,92,1743,121,"10.0% [8.0%, 12.2%]","6.9% [4.8%, 9.5%]","1.5% [0.5%, 4.2%]",0.10021786492374728,0.06942053930005737,0.8997821350762527,0.7875816993464052,0.8997821350762527,0.9531590413943355,0.9727668845315904
테스트 2021-01~2021-12,48,43,42,1,196,34,325,41,"17.3% [12.0%, 23.3%]","12.6% [7.4%, 18.8%]","2.3% [0.4%, 12.1%]",0.17346938775510204,0.12615384615384614,0.826530612244898,0.7142857142857143,0.826530612244898,0.923469387755102,0.9489795918367347
테스트 2022-01~2022-12,23,22,22,0,91,8,149,8,"8.8% [3.7%, 14.0%]","5.4% [2.2%, 9.2%]","0.0% [0.0%, 14.9%]",0.08791208791208792,0.053691275167785234,0.9120879120879121,0.8681318681318682,0.9120879120879121,0.9230769230769231,0.9560439560439561
테스트 2023-07~2023-12,6,4,3,1,17,6,20,6,"35.3% [18.8%, 83.3%]","30.0% [14.7%, 83.3%]","25.0% [4.6%, 69.9%]",0.35294117647058826,0.3,0.6470588235294117,0.5294117647058824,0.6470588235294118,0.8823529411764706,0.9411764705882353
테스트 2024-07~2024-12,15,15,15,0,48,6,88,6,"12.5% [2.9%, 21.1%]","6.8% [1.6%, 12.9%]","0.0% [0.0%, 20.4%]",0.125,0.06818181818181818,0.875,0.7916666666666666,0.875,0.9375,0.9583333333333334
테스트 2025-01~2025-06,1,1,1,0,2,0,13,0,"0.0% [0.0%, 0.0%]","0.0% [0.0%, 0.0%]","0.0% [0.0%, 79.3%]",0.0,0.0,1.0,1.0,1.0,1.0,1.0
테스트 2025-07~2025-12,8,7,7,0,19,0,33,0,"0.0% [0.0%, 0.0%]","0.0% [0.0%, 0.0%]","0.0% [0.0%, 35.4%]",0.0,0.0,1.0,0.9473684210526315,1.0,1.0,1.0
테스트 2026-07~2026-07,1,1,1,0,2,1,2,1,"50.0% [50.0%, 50.0%]","50.0% [50.0%, 50.0%]","0.0% [0.0%, 79.3%]",0.5,0.5,0.5,0.5,0.5,0.5,0.5
