event_hour,event_id,grid_x,grid_y,center_latitude,center_longitude,source_fit_score,forward_plume_score,prior_downwind_score,lagged_wind_alignment,travel_time_min,rain_1h,rain_3h,stagnation_flag,backtrack_uncertainty,weather_source,history_cutoff
2019-07-23 07:00:00,EVT-0003,-1,-6,35.90685675547313,126.9782711828584,,,,,,,,,,none,2019-07-23 07:00:00
2019-07-23 07:00:00,EVT-0003,-1,-5,35.91590325447802,126.9782711828584,,,,,,,,,,none,2019-07-23 07:00:00
2019-07-23 07:00:00,EVT-0003,-1,-4,35.9249497534829,126.9782711828584,,,,,,,,,,none,2019-07-23 07:00:00
2019-07-23 07:00:00,EVT-0003,-1,-3,35.93399625248779,126.9782711828584,,,,,,,,,,none,2019-07-23 07:00:00
2019-07-23 07:00:00,EVT-0003,-1,-2,35.94304275149267,126.9782711828584,,,,,,,,,,none,2019-07-23 07:00:00
2019-07-23 07:00:00,EVT-0003,-1,-1,35.95208925049756,126.9782711828584,,,,,,,,,,none,2019-07-23 07:00:00
2019-07-23 07:00:00,EVT-0003,-1,0,35.96113574950244,126.9782711828584,,,,,,,,,,none,2019-07-23 07:00:00
2019-07-23 07:00:00,EVT-0003,-1,1,35.97018224850733,126.9782711828584,,,,,,,,,,none,2019-07-23 07:00:00
2019-07-23 07:00:00,EVT-0003,-1,2,35.97922874751221,126.9782711828584,,,,,,,,,,none,2019-07-23 07:00:00
2019-07-23 07:00:00,EVT-0003,0,-5,35.91590325447802,126.9893688171416,,,,,,,,,,none,2019-07-23 07:00:00
2019-07-23 07:00:00,EVT-0003,0,-4,35.9249497534829,126.9893688171416,,,,,,,,,,none,2019-07-23 07:00:00
2019-07-23 07:00:00,EVT-0003,0,-3,35.93399625248779,126.9893688171416,,,,,,,,,,none,2019-07-23 07:00:00
2019-07-23 07:00:00,EVT-0003,0,-2,35.94304275149267,126.9893688171416,,,,,,,,,,none,2019-07-23 07:00:00
2019-07-23 07:00:00,EVT-0003,0,-1,35.95208925049756,126.9893688171416,,,,,,,,,,none,2019-07-23 07:00:00
2019-07-23 07:00:00,EVT-0003,0,0,35.96113574950244,126.9893688171416,,,,,,,,,,none,2019-07-23 07:00:00
2019-07-23 07:00:00,EVT-0003,0,1,35.97018224850733,126.9893688171416,,,,,,,,,,none,2019-07-23 07:00:00
2019-07-23 07:00:00,EVT-0003,1,-4,35.9249497534829,127.0004664514248,,,,,,,,,,none,2019-07-23 07:00:00
2019-07-23 07:00:00,EVT-0003,1,-2,35.94304275149267,127.0004664514248,,,,,,,,,,none,2019-07-23 07:00:00
2019-07-23 07:00:00,EVT-0003,1,-1,35.95208925049756,127.0004664514248,,,,,,,,,,none,2019-07-23 07:00:00
2019-07-23 07:00:00,EVT-0003,1,0,35.96113574950244,127.0004664514248,,,,,,,,,,none,2019-07-23 07:00:00
2019-07-23 07:00:00,EVT-0003,1,1,35.97018224850733,127.0004664514248,,,,,,,,,,none,2019-07-23 07:00:00
2019-07-23 07:00:00,EVT-0003,1,2,35.97922874751221,127.0004664514248,,,,,,,,,,none,2019-07-23 07:00:00
2019-07-23 07:00:00,EVT-0003,2,-1,35.95208925049756,127.011564085708,,,,,,,,,,none,2019-07-23 07:00:00
2019-07-23 07:00:00,EVT-0003,2,0,35.96113574950244,127.011564085708,,,,,,,,,,none,2019-07-23 07:00:00
2019-07-23 07:00:00,EVT-0003,2,1,35.97018224850733,127.011564085708,,,,,,,,,,none,2019-07-23 07:00:00
2019-07-23 07:00:00,EVT-0003,3,0,35.96113574950244,127.0226617199912,,,,,,,,,,none,2019-07-23 07:00:00
2019-07-23 23:00:00,EVT-0004,-4,-3,35.93399625248779,126.94497828000878,,,,,,,,,,none,2019-07-23 23:00:00
2019-07-23 23:00:00,EVT-0004,-4,0,35.96113574950244,126.94497828000878,,,,,,,,,,none,2019-07-23 23:00:00
2019-07-23 23:00:00,EVT-0004,-3,-4,35.9249497534829,126.956075914292,,,,,,,,,,none,2019-07-23 23:00:00
2019-07-23 23:00:00,EVT-0004,-3,-3,35.93399625248779,126.956075914292,,,,,,,,,,none,2019-07-23 23:00:00
2019-07-23 23:00:00,EVT-0004,-3,-2,35.94304275149267,126.956075914292,,,,,,,,,,none,2019-07-23 23:00:00
2019-07-23 23:00:00,EVT-0004,-3,-1,35.95208925049756,126.956075914292,,,,,,,,,,none,2019-07-23 23:00:00
2019-07-23 23:00:00,EVT-0004,-3,0,35.96113574950244,126.956075914292,,,,,,,,,,none,2019-07-23 23:00:00
2019-07-23 23:00:00,EVT-0004,-3,1,35.97018224850733,126.956075914292,,,,,,,,,,none,2019-07-23 23:00:00
2019-07-23 23:00:00,EVT-0004,-2,-5,35.91590325447802,126.9671735485752,,,,,,,,,,none,2019-07-23 23:00:00
2019-07-23 23:00:00,EVT-0004,-2,-4,35.9249497534829,126.9671735485752,,,,,,,,,,none,2019-07-23 23:00:00
2019-07-23 23:00:00,EVT-0004,-2,-3,35.93399625248779,126.9671735485752,,,,,,,,,,none,2019-07-23 23:00:00
2019-07-23 23:00:00,EVT-0004,-2,-2,35.94304275149267,126.9671735485752,,,,,,,,,,none,2019-07-23 23:00:00
2019-07-23 23:00:00,EVT-0004,-2,-1,35.95208925049756,126.9671735485752,,,,,,,,,,none,2019-07-23 23:00:00
2019-07-23 23:00:00,EVT-0004,-2,0,35.96113574950244,126.9671735485752,,,,,,,,,,none,2019-07-23 23:00:00
2019-07-23 23:00:00,EVT-0004,-2,1,35.97018224850733,126.9671735485752,,,,,,,,,,none,2019-07-23 23:00:00
2019-07-23 23:00:00,EVT-0004,-2,2,35.97922874751221,126.9671735485752,,,,,,,,,,none,2019-07-23 23:00:00
2019-07-23 23:00:00,EVT-0004,-1,-6,35.90685675547313,126.9782711828584,,,,,,,,,,none,2019-07-23 23:00:00
2019-07-23 23:00:00,EVT-0004,-1,-5,35.91590325447802,126.9782711828584,,,,,,,,,,none,2019-07-23 23:00:00
2019-07-23 23:00:00,EVT-0004,-1,-4,35.9249497534829,126.9782711828584,,,,,,,,,,none,2019-07-23 23:00:00
2019-07-23 23:00:00,EVT-0004,-1,-3,35.93399625248779,126.9782711828584,,,,,,,,,,none,2019-07-23 23:00:00
2019-07-23 23:00:00,EVT-0004,-1,-2,35.94304275149267,126.9782711828584,,,,,,,,,,none,2019-07-23 23:00:00
2019-07-23 23:00:00,EVT-0004,-1,-1,35.95208925049756,126.9782711828584,,,,,,,,,,none,2019-07-23 23:00:00
2019-07-23 23:00:00,EVT-0004,-1,0,35.96113574950244,126.9782711828584,,,,,,,,,,none,2019-07-23 23:00:00
2019-07-23 23:00:00,EVT-0004,-1,1,35.97018224850733,126.9782711828584,,,,,,,,,,none,2019-07-23 23:00:00
2019-07-23 23:00:00,EVT-0004,0,-5,35.91590325447802,126.9893688171416,,,,,,,,,,none,2019-07-23 23:00:00
2019-07-23 23:00:00,EVT-0004,0,-4,35.9249497534829,126.9893688171416,,,,,,,,,,none,2019-07-23 23:00:00
2019-07-23 23:00:00,EVT-0004,0,-3,35.93399625248779,126.9893688171416,,,,,,,,,,none,2019-07-23 23:00:00
2019-07-23 23:00:00,EVT-0004,0,-2,35.94304275149267,126.9893688171416,,,,,,,,,,none,2019-07-23 23:00:00
2019-07-23 23:00:00,EVT-0004,0,-1,35.95208925049756,126.9893688171416,,,,,,,,,,none,2019-07-23 23:00:00
2019-07-23 23:00:00,EVT-0004,0,0,35.96113574950244,126.9893688171416,,,,,,,,,,none,2019-07-23 23:00:00
2019-07-23 23:00:00,EVT-0004,0,1,35.97018224850733,126.9893688171416,,,,,,,,,,none,2019-07-23 23:00:00
2019-07-23 23:00:00,EVT-0004,0,2,35.97922874751221,126.9893688171416,,,,,,,,,,none,2019-07-23 23:00:00
2019-07-23 23:00:00,EVT-0004,1,-4,35.9249497534829,127.0004664514248,,,,,,,,,,none,2019-07-23 23:00:00
2019-07-23 23:00:00,EVT-0004,1,-2,35.94304275149267,127.0004664514248,,,,,,,,,,none,2019-07-23 23:00:00
2019-07-23 23:00:00,EVT-0004,1,-1,35.95208925049756,127.0004664514248,,,,,,,,,,none,2019-07-23 23:00:00
2019-07-23 23:00:00,EVT-0004,1,0,35.96113574950244,127.0004664514248,,,,,,,,,,none,2019-07-23 23:00:00
2019-07-23 23:00:00,EVT-0004,1,1,35.97018224850733,127.0004664514248,,,,,,,,,,none,2019-07-23 23:00:00
2019-07-23 23:00:00,EVT-0004,1,2,35.97922874751221,127.0004664514248,,,,,,,,,,none,2019-07-23 23:00:00
2019-07-23 23:00:00,EVT-0004,2,-2,35.94304275149267,127.011564085708,,,,,,,,,,none,2019-07-23 23:00:00
2019-07-23 23:00:00,EVT-0004,2,-1,35.95208925049756,127.011564085708,,,,,,,,,,none,2019-07-23 23:00:00
2019-07-23 23:00:00,EVT-0004,2,0,35.96113574950244,127.011564085708,,,,,,,,,,none,2019-07-23 23:00:00
2019-07-23 23:00:00,EVT-0004,2,1,35.97018224850733,127.011564085708,,,,,,,,,,none,2019-07-23 23:00:00
2019-07-23 23:00:00,EVT-0004,2,2,35.97922874751221,127.011564085708,,,,,,,,,,none,2019-07-23 23:00:00
2019-07-23 23:00:00,EVT-0004,2,3,35.9882752465171,127.011564085708,,,,,,,,,,none,2019-07-23 23:00:00
2019-07-23 23:00:00,EVT-0004,3,-1,35.95208925049756,127.0226617199912,,,,,,,,,,none,2019-07-23 23:00:00
2019-07-23 23:00:00,EVT-0004,3,0,35.96113574950244,127.0226617199912,,,,,,,,,,none,2019-07-23 23:00:00
2019-07-23 23:00:00,EVT-0004,3,1,35.97018224850733,127.0226617199912,,,,,,,,,,none,2019-07-23 23:00:00
2019-07-23 23:00:00,EVT-0004,3,2,35.97922874751221,127.0226617199912,,,,,,,,,,none,2019-07-23 23:00:00
2019-07-23 23:00:00,EVT-0004,4,0,35.96113574950244,127.0337593542744,,,,,,,,,,none,2019-07-23 23:00:00
2019-07-23 23:00:00,EVT-0004,4,1,35.97018224850733,127.0337593542744,,,,,,,,,,none,2019-07-23 23:00:00
2019-07-24 00:00:00,EVT-0005,-6,-2,35.94304275149267,126.92278301144238,,,,,,,,,,none,2019-07-24 00:00:00
2019-07-24 00:00:00,EVT-0005,-5,-3,35.93399625248779,126.93388064572558,,,,,,,,,,none,2019-07-24 00:00:00
2019-07-24 00:00:00,EVT-0005,-5,-2,35.94304275149267,126.93388064572558,,,,,,,,,,none,2019-07-24 00:00:00
2019-07-24 00:00:00,EVT-0005,-5,-1,35.95208925049756,126.93388064572558,,,,,,,,,,none,2019-07-24 00:00:00
2019-07-24 00:00:00,EVT-0005,-4,-4,35.9249497534829,126.94497828000878,,,,,,,,,,none,2019-07-24 00:00:00
2019-07-24 00:00:00,EVT-0005,-4,-3,35.93399625248779,126.94497828000878,,,,,,,,,,none,2019-07-24 00:00:00
2019-07-24 00:00:00,EVT-0005,-4,-2,35.94304275149267,126.94497828000878,,,,,,,,,,none,2019-07-24 00:00:00
2019-07-24 00:00:00,EVT-0005,-4,-1,35.95208925049756,126.94497828000878,,,,,,,,,,none,2019-07-24 00:00:00
2019-07-24 00:00:00,EVT-0005,-4,0,35.96113574950244,126.94497828000878,,,,,,,,,,none,2019-07-24 00:00:00
2019-07-24 00:00:00,EVT-0005,-3,-3,35.93399625248779,126.956075914292,,,,,,,,,,none,2019-07-24 00:00:00
2019-07-24 00:00:00,EVT-0005,-3,-2,35.94304275149267,126.956075914292,,,,,,,,,,none,2019-07-24 00:00:00
2019-07-24 00:00:00,EVT-0005,-3,-1,35.95208925049756,126.956075914292,,,,,,,,,,none,2019-07-24 00:00:00
2019-07-24 00:00:00,EVT-0005,-3,0,35.96113574950244,126.956075914292,,,,,,,,,,none,2019-07-24 00:00:00
2019-07-24 00:00:00,EVT-0005,-2,-4,35.9249497534829,126.9671735485752,,,,,,,,,,none,2019-07-24 00:00:00
2019-07-24 00:00:00,EVT-0005,-2,-3,35.93399625248779,126.9671735485752,,,,,,,,,,none,2019-07-24 00:00:00
2019-07-24 00:00:00,EVT-0005,-2,-2,35.94304275149267,126.9671735485752,,,,,,,,,,none,2019-07-24 00:00:00
2019-07-24 00:00:00,EVT-0005,-2,-1,35.95208925049756,126.9671735485752,,,,,,,,,,none,2019-07-24 00:00:00
2019-07-24 00:00:00,EVT-0005,-2,0,35.96113574950244,126.9671735485752,,,,,,,,,,none,2019-07-24 00:00:00
2019-07-24 00:00:00,EVT-0005,-2,1,35.97018224850733,126.9671735485752,,,,,,,,,,none,2019-07-24 00:00:00
2019-07-24 00:00:00,EVT-0005,-1,-3,35.93399625248779,126.9782711828584,,,,,,,,,,none,2019-07-24 00:00:00
2019-07-24 00:00:00,EVT-0005,-1,-2,35.94304275149267,126.9782711828584,,,,,,,,,,none,2019-07-24 00:00:00
2019-07-24 00:00:00,EVT-0005,-1,-1,35.95208925049756,126.9782711828584,,,,,,,,,,none,2019-07-24 00:00:00
2019-07-24 00:00:00,EVT-0005,-1,0,35.96113574950244,126.9782711828584,,,,,,,,,,none,2019-07-24 00:00:00
2019-07-24 00:00:00,EVT-0005,-1,1,35.97018224850733,126.9782711828584,,,,,,,,,,none,2019-07-24 00:00:00
2019-07-24 00:00:00,EVT-0005,-1,2,35.97922874751221,126.9782711828584,,,,,,,,,,none,2019-07-24 00:00:00
2019-07-24 00:00:00,EVT-0005,0,-3,35.93399625248779,126.9893688171416,,,,,,,,,,none,2019-07-24 00:00:00
2019-07-24 00:00:00,EVT-0005,0,-2,35.94304275149267,126.9893688171416,,,,,,,,,,none,2019-07-24 00:00:00
2019-07-24 00:00:00,EVT-0005,0,-1,35.95208925049756,126.9893688171416,,,,,,,,,,none,2019-07-24 00:00:00
2019-07-24 00:00:00,EVT-0005,0,0,35.96113574950244,126.9893688171416,,,,,,,,,,none,2019-07-24 00:00:00
2019-07-24 00:00:00,EVT-0005,0,1,35.97018224850733,126.9893688171416,,,,,,,,,,none,2019-07-24 00:00:00
2019-07-24 00:00:00,EVT-0005,1,-2,35.94304275149267,127.0004664514248,,,,,,,,,,none,2019-07-24 00:00:00
2019-07-24 00:00:00,EVT-0005,1,-1,35.95208925049756,127.0004664514248,,,,,,,,,,none,2019-07-24 00:00:00
2019-07-24 00:00:00,EVT-0005,1,0,35.96113574950244,127.0004664514248,,,,,,,,,,none,2019-07-24 00:00:00
2019-07-24 00:00:00,EVT-0005,1,1,35.97018224850733,127.0004664514248,,,,,,,,,,none,2019-07-24 00:00:00
2019-07-24 00:00:00,EVT-0005,1,2,35.97922874751221,127.0004664514248,,,,,,,,,,none,2019-07-24 00:00:00
2019-07-24 00:00:00,EVT-0005,2,-1,35.95208925049756,127.011564085708,,,,,,,,,,none,2019-07-24 00:00:00
2019-07-24 00:00:00,EVT-0005,2,0,35.96113574950244,127.011564085708,,,,,,,,,,none,2019-07-24 00:00:00
2019-07-24 00:00:00,EVT-0005,2,1,35.97018224850733,127.011564085708,,,,,,,,,,none,2019-07-24 00:00:00
2019-07-24 00:00:00,EVT-0005,3,0,35.96113574950244,127.0226617199912,,,,,,,,,,none,2019-07-24 00:00:00
2019-07-24 00:00:00,EVT-0005,4,3,35.9882752465171,127.0337593542744,,,,,,,,,,none,2019-07-24 00:00:00
2019-07-24 00:00:00,EVT-0005,5,2,35.97922874751221,127.0448569885576,,,,,,,,,,none,2019-07-24 00:00:00
2019-07-24 00:00:00,EVT-0005,5,3,35.9882752465171,127.0448569885576,,,,,,,,,,none,2019-07-24 00:00:00
2019-07-24 00:00:00,EVT-0005,5,4,35.99732174552198,127.0448569885576,,,,,,,,,,none,2019-07-24 00:00:00
2019-07-24 00:00:00,EVT-0005,6,1,35.97018224850733,127.05595462284082,,,,,,,,,,none,2019-07-24 00:00:00
2019-07-24 00:00:00,EVT-0005,6,2,35.97922874751221,127.05595462284082,,,,,,,,,,none,2019-07-24 00:00:00
2019-07-24 00:00:00,EVT-0005,6,3,35.9882752465171,127.05595462284082,,,,,,,,,,none,2019-07-24 00:00:00
2019-07-24 00:00:00,EVT-0005,6,4,35.99732174552198,127.05595462284082,,,,,,,,,,none,2019-07-24 00:00:00
2019-07-24 00:00:00,EVT-0005,6,5,36.00636824452687,127.05595462284082,,,,,,,,,,none,2019-07-24 00:00:00
2019-07-24 00:00:00,EVT-0005,7,2,35.97922874751221,127.06705225712402,,,,,,,,,,none,2019-07-24 00:00:00
2019-07-24 00:00:00,EVT-0005,7,3,35.9882752465171,127.06705225712402,,,,,,,,,,none,2019-07-24 00:00:00
2019-07-24 00:00:00,EVT-0005,7,4,35.99732174552198,127.06705225712402,,,,,,,,,,none,2019-07-24 00:00:00
2019-07-24 00:00:00,EVT-0005,8,3,35.9882752465171,127.07814989140722,,,,,,,,,,none,2019-07-24 00:00:00
2019-07-24 08:00:00,EVT-0006,-7,-2,35.94304275149267,126.91168537715916,,,,,,,,,,none,2019-07-24 08:00:00
2019-07-24 08:00:00,EVT-0006,-7,1,35.97018224850733,126.91168537715916,,,,,,,,,,none,2019-07-24 08:00:00
2019-07-24 08:00:00,EVT-0006,-6,-3,35.93399625248779,126.92278301144238,,,,,,,,,,none,2019-07-24 08:00:00
2019-07-24 08:00:00,EVT-0006,-6,-2,35.94304275149267,126.92278301144238,,,,,,,,,,none,2019-07-24 08:00:00
2019-07-24 08:00:00,EVT-0006,-6,-1,35.95208925049756,126.92278301144238,,,,,,,,,,none,2019-07-24 08:00:00
2019-07-24 08:00:00,EVT-0006,-6,0,35.96113574950244,126.92278301144238,,,,,,,,,,none,2019-07-24 08:00:00
2019-07-24 08:00:00,EVT-0006,-6,1,35.97018224850733,126.92278301144238,,,,,,,,,,none,2019-07-24 08:00:00
2019-07-24 08:00:00,EVT-0006,-6,2,35.97922874751221,126.92278301144238,,,,,,,,,,none,2019-07-24 08:00:00
2019-07-24 08:00:00,EVT-0006,-5,-4,35.9249497534829,126.93388064572558,,,,,,,,,,none,2019-07-24 08:00:00
2019-07-24 08:00:00,EVT-0006,-5,-3,35.93399625248779,126.93388064572558,,,,,,,,,,none,2019-07-24 08:00:00
2019-07-24 08:00:00,EVT-0006,-5,-2,35.94304275149267,126.93388064572558,,,,,,,,,,none,2019-07-24 08:00:00
2019-07-24 08:00:00,EVT-0006,-5,-1,35.95208925049756,126.93388064572558,,,,,,,,,,none,2019-07-24 08:00:00
2019-07-24 08:00:00,EVT-0006,-5,0,35.96113574950244,126.93388064572558,,,,,,,,,,none,2019-07-24 08:00:00
2019-07-24 08:00:00,EVT-0006,-5,1,35.97018224850733,126.93388064572558,,,,,,,,,,none,2019-07-24 08:00:00
2019-07-24 08:00:00,EVT-0006,-5,2,35.97922874751221,126.93388064572558,,,,,,,,,,none,2019-07-24 08:00:00
2019-07-24 08:00:00,EVT-0006,-5,3,35.9882752465171,126.93388064572558,,,,,,,,,,none,2019-07-24 08:00:00
2019-07-24 08:00:00,EVT-0006,-4,-3,35.93399625248779,126.94497828000878,,,,,,,,,,none,2019-07-24 08:00:00
2019-07-24 08:00:00,EVT-0006,-4,-2,35.94304275149267,126.94497828000878,,,,,,,,,,none,2019-07-24 08:00:00
