event_hour,reports,unique_grids,mean_intensity,event_id,event_latitude,event_longitude,asos_wind_direction,asos_wind_speed,asos_humidity,asos_temperature,asos_rainfall_hour,asos_station_ids,asos_station_names,aws_wind_from_sin,aws_wind_from_cos,aws_wind_speed,aws_wind_speed_max,aws_rainfall_15m,aws_rainfall_60m,aws_raining_fraction,aws_humidity,aws_temperature,aws_wind_direction,aws_downwind_east,aws_downwind_north,aws_station_count,aws_station_ids,aws_station_names
2020-06-16 01:00:00,17,7,4.235294117647059,EVT-0001,35.937215882352945,126.9628595882353,140.48675270506408,1.421817515605449,82.21817515605449,19.721817515605448,0.0,146:140,전주:군산,0.7651020174745528,-0.5148969833866325,0.7667013877747096,1.0957381446580439,0.0,0.0,0.0,96.8473720210792,19.460005796488762,123.93969425692643,-0.7651020174745528,0.5148969833866325,3,733:702:737,함라:익산:김제
2020-07-06 06:00:00,10,9,4.0,EVT-0002,35.9476092,126.9679571,84.23183317686909,0.3823098390222987,90.72305852266601,20.3915412216001,0.0,146:140,전주:군산,0.7042194865650324,-0.5959236255120529,0.4751457215843542,0.6629726170449496,0.0,0.0,0.0,97.26551217469743,20.320601278510548,130.2385202272626,-0.7042194865650324,0.5959236255120529,3,702:733:763,익산:함라:여산
2020-07-06 07:00:00,13,9,4.0,EVT-0003,35.95617453846154,126.98350884615385,85.36844483387847,0.7744146930457743,89.93032382893193,20.94882938609155,0.0,146:140,전주:군산,0.2843537884053637,0.9308682066121851,0.9796322991341707,1.1828625483809803,0.0,0.0,0.0,97.33670047205395,20.934117720165474,16.98642297043159,-0.2843537884053637,-0.9308682066121851,3,702:733:763,익산:함라:여산
2020-07-23 08:00:00,11,7,3.6363636363636362,EVT-0004,35.95374036363636,126.98519818181818,98.08413213005343,2.2672042743488974,96.4051459102492,21.737941635900313,4.498387176953307,146:140,전주:군산,0.9699656468611211,0.18909385010103882,2.0626439182385923,2.5638823139242923,1.8751898871833497,5.152355503059204,0.5347605363043888,97.36649771703166,21.7747755332456,78.96860508703713,-0.9699656468611211,-0.18909385010103882,3,733:702:763,함라:익산:여산
2020-08-01 20:00:00,13,6,3.3846153846153846,EVT-0005,35.957776307692306,126.98924907692307,140.0,2.123841525586226,90.60853672352495,24.218506073383132,0.0,146:140,전주:군산,0.490577407187743,-0.8461536023608045,1.2002762550205814,1.3736137981818117,0.0,0.0,0.005075258330261765,97.19412673517935,24.529392204481372,149.89598002812767,-0.490577407187743,0.8461536023608045,3,702:733:763,익산:함라:여산
2020-08-01 21:00:00,30,15,3.9,EVT-0006,35.95210403333333,126.9792658,122.62841965378237,2.09906562836039,89.69087019747752,24.792738940756742,0.0,146:140,전주:군산,0.4935098623716006,-0.8553591986403728,0.6734160124024513,0.893188862562254,0.006994902805156237,0.006994902805156237,0.0004663268536770824,97.18309488748106,24.556603314523546,150.01668199657126,-0.4935098623716006,0.8553591986403728,3,733:702:763,함라:익산:여산
2020-08-01 22:00:00,21,14,4.190476190476191,EVT-0007,35.951465047619045,126.97546009523809,151.30231540396767,2.401732005059349,86.48428523498903,24.977357214751645,0.0,146:140,전주:군산,0.13679739055083223,-0.9707708228237435,0.7720596283520197,0.9928686099269604,0.0,0.0,0.0,97.12002374267519,24.699918793154104,171.9789076236807,-0.13679739055083223,0.9707708228237435,3,763:702:733,여산:익산:함라
2020-08-02 20:00:00,29,10,4.0,EVT-0008,35.95730120689655,126.98546068965517,160.0,2.0878284375895197,76.73181891489773,27.785353453900253,0.0,146:140,전주:군산,0.03595266570758237,-0.9146641721794915,0.47474515965834796,1.0990283000410466,0.0,0.0,0.0,94.94081472325911,26.914675928997774,177.749036028835,-0.03595266570758237,0.9146641721794915,3,702:733:763,익산:함라:여산
2020-08-02 21:00:00,68,22,4.088235294117647,EVT-0009,35.95675117647059,126.97816641176472,160.0,2.757340851513333,77.08391081691389,27.191608918308614,0.0,146:140,전주:군산,0.39439960205310964,-0.9044159278562363,1.314371565225603,1.5620454604182399,0.0,0.0,0.0,94.42643708177371,26.44080593360285,156.43884555927775,-0.39439960205310964,0.9044159278562363,3,733:702:763,함라:익산:여산
2020-08-02 22:00:00,29,15,4.0,EVT-0010,35.95535593103448,126.98292344827587,171.64809167489182,2.7786638265535886,78.02093615173479,27.256065250228733,0.0,146:140,전주:군산,0.5066245609974026,-0.8499382661549018,1.781682920385167,2.0644220892987937,0.0,0.0,0.0,94.85875494594708,25.820995814377554,149.20200607001715,-0.5066245609974026,0.8499382661549018,3,763:702:733,여산:익산:함라
